order number,date,meat,cheese,sides,toppings,sauce
14-165,2024-10-14,"Brisket, Bacon",Pepper Jack,NA,"Tomatoes, Parmesan, Bell Peppers, Jalapenos, Breadcrumbs, Broccoli","Garlic Parmesan, Buffalo"
14-166,2024-10-14,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Corn, Jalapenos, Breadcrumbs, Broccoli",Garlic Parmesan
14-168,2024-10-14,"Pulled Pork, Brisket",Cheddar,NA,"Jalapenos, Parmesan, Onions, Broccoli",Hot Honey
14-167,2024-10-14,Grilled Chicken,MIX,NA,"Corn, Breadcrumbs, Parmesan, Broccoli","Garlic Parmesan, Ranch"
14-169,2024-10-14,NA,MIX,NA,NA,NA
14-170,2024-10-14,"Grilled Chicken, Bacon",Cheddar,NA,Breadcrumbs,"Ranch, Buffalo"
14-172,2024-10-14,Grilled Chicken,Cheddar,NA,"Parmesan, Breadcrumbs","Ranch, Buffalo"
14-171,2024-10-14,NA,MIX,NA,"Breadcrumbs, Parmesan, Onions, Bell Peppers",Ranch
14-175,2024-10-14,Pulled Pork,Pepper Jack,NA,"Breadcrumbs, Parmesan, Onions, Broccoli","Hot Honey, BBQ, Ranch"
14-174,2024-10-14,Brisket,"Pepper Jack Mac, Melted Pepper Jack",NA,NA,BBQ
14-176,2024-10-14,Grilled Chicken,MIX,NA,"Tomatoes, Pineapple, Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Broccoli",BBQ
14-177,2024-10-14,NA,Cheddar,NA,"Tomatoes, Parmesan, Corn, Jalapenos, Onions",NA
14-178,2024-10-14,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
14-179,2024-10-14,"Grilled Chicken, Bacon","Alfredo, Cheddar",Cheesy Garlic Bread,"Parmesan, Bell Peppers, Onions, Mushrooms, Broccoli",Garlic Parmesan
14-181,2024-10-14,NA,MIX,NA,"Tomatoes, Parmesan, Corn, Onions, Breadcrumbs",Ranch
14-180,2024-10-14,NA,"Pepper Jack, Alfredo, MIX",NA,"Parmesan, Tomatoes, Pineapple, Bell Peppers, Jalapenos, Breadcrumbs, Onions, Mushrooms, Broccoli","Garlic Parmesan, Ranch"
14-182,2024-10-14,NA,MIX,Cheesy Garlic Bread,"Mushrooms, Parmesan, Onions, Bell Peppers","Hot Honey, Garlic Parmesan"
14-183,2024-10-14,Grilled Chicken,Alfredo,NA,"Corn, Jalapenos, Breadcrumbs, Onions, Broccoli",NA
14-185,2024-10-14,Brisket,Cheddar,NA,Parmesan,BBQ
14-184,2024-10-14,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",BBQ
14-186,2024-10-14,Grilled Chicken,MIX,NA,"Corn, Pineapple, Broccoli",NA
14-187,2024-10-14,NA,MIX,NA,"Tomatoes, Jalapenos, Corn, Bell Peppers",Hot Honey
14-188,2024-10-14,Grilled Chicken,MIX,NA,"Breadcrumbs, Parmesan, Mushrooms, Broccoli","Garlic Parmesan, Ranch"
14-189,2024-10-14,NA,MIX,Cheesy Garlic Bread,Mushrooms,Buffalo
14-190,2024-10-14,Bacon,Cheddar,NA,"Parmesan, Breadcrumbs",Ranch
14-191,2024-10-14,Grilled Chicken,Cheddar,NA,"Jalapenos, Parmesan",Buffalo
14-173,2024-10-14,Bacon,Melted Cheddar,NA,"Onions, Bell Peppers","Ranch, BBQ"
14-193,2024-10-14,Grilled Chicken,MIX,NA,"Tomatoes, Parmesan, Bell Peppers, Breadcrumbs, Onions",Buffalo
14-194,2024-10-14,NA,Cheddar,NA,"Tomatoes, Onions, Broccoli",NA
14-196,2024-10-14,Grilled Chicken,Cheddar,NA,"Mushrooms, Bell Peppers",Garlic Parmesan
14-195,2024-10-14,Brisket,MIX,NA,"Tomatoes, Parmesan, Corn, Breadcrumbs, Mushrooms",Garlic Parmesan
14-198,2024-10-14,Brisket,MIX,NA,"Breadcrumbs, Corn, Mushrooms",NA
14-197,2024-10-14,NA,MIX,Cheesy Garlic Bread,"Tomatoes, Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs",Garlic Parmesan
14-199,2024-10-14,Grilled Chicken,MIX,NA,Onions,BBQ
14-200,2024-10-14,NA,"Cheddar Mac, Melted Parmesan",NA,Breadcrumbs,Hot Honey
14-201,2024-10-14,"Brisket, Grilled Chicken",Cheddar,NA,"Corn, Breadcrumbs, Parmesan",Garlic Parmesan
14-202,2024-10-14,NA,Alfredo,NA,"Tomatoes, Parmesan, Bell Peppers, Corn, Jalapenos, Onions",Garlic Parmesan
15-2,2024-10-15,NA,"Texas BBQ (Pepper Jack, Brisket, Jalapenos, BBQ), Chicken Alfredo (Alfredo, Chicken, Broccoli, Pesto), Buffalo Chicken (Cheddar, Chicken, Onions, Buffalo), Chicken Bacon Ranch (Cheddar, Chicken, Bacon, Ranch)",NA,NA,NA
15-3,2024-10-15,Grilled Chicken,MIX,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
15-4,2024-10-15,Brisket,Pepper Jack,NA,"Corn, Onions, Bell Peppers",BBQ
15-5,2024-10-15,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Jalapenos, Parmesan, Onions",Garlic Parmesan
15-6,2024-10-15,Grilled Chicken,"Melted Pepper Jack, MIX",NA,"Tomatoes, Parmesan, Bell Peppers, Jalapenos, Breadcrumbs, Onions","Garlic Parmesan, Ranch, Buffalo"
15-7,2024-10-15,NA,Cheddar,Large Chocolate Chunk Cookie,"Parmesan, Breadcrumbs",Hot Honey
15-9,2024-10-15,"Ham, Brisket, Grilled Chicken",Pepper Jack,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Breadcrumbs, Onions, Mushrooms",BBQ
15-8,2024-10-15,"Bacon, Grilled Chicken",MIX,Cheesy Garlic Bread,"Jalapenos, Onions",Garlic Parmesan
15-10,2024-10-15,Brisket,Cheddar,NA,"Tomatoes, Corn, Breadcrumbs, Parmesan",Pesto
15-11,2024-10-15,Pulled Pork,Cheddar,NA,"Parmesan, Bell Peppers, Jalapenos, Breadcrumbs, Onions","Garlic Parmesan, Ranch"
15-13,2024-10-15,Bacon,Alfredo,NA,Parmesan,Garlic Parmesan
15-14,2024-10-15,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
15-12,2024-10-15,"Pulled Pork, Bacon","MIX, Cheddar",Any Bag Of Chips,"Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Broccoli","Hot Honey, BBQ"
15-15,2024-10-15,Pulled Pork,Cheddar,Cheesy Garlic Bread,Corn,BBQ
15-16,2024-10-15,"Brisket, Grilled Chicken",Cheddar,NA,"Parmesan, Pineapple, Corn, Breadcrumbs, Broccoli",BBQ
15-17,2024-10-15,Grilled Chicken,"Pepper Jack, MIX",NA,"Parmesan, Breadcrumbs, Onions, Mushrooms, Broccoli","Hot Honey, Buffalo"
15-18,2024-10-15,NA,Cheddar,Garlic Bread,Breadcrumbs,Garlic Parmesan
15-19,2024-10-15,"Pulled Pork, Brisket, Bacon",Cheddar,NA,Breadcrumbs,BBQ
15-20,2024-10-15,"Ham, Grilled Chicken",Cheddar,NA,"Corn, Broccoli","Ranch, Buffalo"
15-21,2024-10-15,Brisket,Cheddar,NA,"Jalapenos, Mushrooms, Broccoli",Buffalo
15-22,2024-10-15,"Pulled Pork, Brisket",Cheddar,NA,Parmesan,BBQ
15-23,2024-10-15,Grilled Chicken,Pepper Jack,Garlic Bread,Corn,"Ranch, Buffalo"
15-25,2024-10-15,Bacon,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Jalapenos, Parmesan, Onions",Garlic Parmesan
15-24,2024-10-15,Bacon,Cheddar,NA,Breadcrumbs,Ranch
15-26,2024-10-15,NA,"Pepper Jack Mac, Melted Pepper Jack",NA,"Parmesan, Jalapenos, Breadcrumbs, Onions, Mushrooms","Hot Honey, Garlic Parmesan, Pesto, Ranch"
15-27,2024-10-15,Grilled Chicken,"Pepper Jack, Alfredo",NA,"Tomatoes, Parmesan, Onions, Bell Peppers","Garlic Parmesan, Pesto"
15-28,2024-10-15,"Brisket, Grilled Chicken",MIX,NA,"Parmesan, Pineapple, Bell Peppers, Corn, Jalapenos, Breadcrumbs, Onions, Mushrooms, Broccoli","Garlic Parmesan, BBQ, Buffalo, Ranch"
15-29,2024-10-15,"Brisket, Bacon",MIX,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Breadcrumbs, Onions, Mushrooms","BBQ, Ranch"
15-30,2024-10-15,Pulled Pork,Cheddar,Cheesy Garlic Bread,Parmesan,"BBQ, Ranch"
15-31,2024-10-15,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,BBQ
15-32,2024-10-15,Bacon,Cheddar,Cheesy Garlic Bread,Broccoli,BBQ
15-33,2024-10-15,"Ham, Bacon","Pepper Jack, MIX",NA,"Parmesan, Bell Peppers, Corn, Breadcrumbs, Mushrooms","Hot Honey, Ranch, BBQ"
15-34,2024-10-15,Brisket,Alfredo,NA,"Tomatoes, Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs","Hot Honey, BBQ"
15-35,2024-10-15,Grilled Chicken,MIX,Cheesy Garlic Bread,"Tomatoes, Bell Peppers, Corn, Jalapenos, Breadcrumbs, Mushrooms, Broccoli",NA
15-36,2024-10-15,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Corn, Broccoli",BBQ
15-37,2024-10-15,Grilled Chicken,Cheddar,NA,"Tomatoes, Parmesan, Corn, Jalapenos, Onions, Mushrooms",Garlic Parmesan
15-39,2024-10-15,Brisket,Cheddar,NA,"Jalapenos, Corn",BBQ
15-38,2024-10-15,"Grilled Chicken, Bacon",Alfredo,NA,Onions,"Ranch, Buffalo"
15-40,2024-10-15,"Ham, Brisket",Alfredo,NA,"Tomatoes, Bell Peppers, Jalapenos, Onions, Mushrooms, Broccoli",BBQ
15-41,2024-10-15,Bacon,Cheddar,Cheesy Garlic Bread,Mushrooms,Ranch
15-42,2024-10-15,Bacon,Alfredo,Cheesy Garlic Bread,Parmesan,NA
15-43,2024-10-15,Brisket,Pepper Jack,NA,"Tomatoes, Parmesan, Bell Peppers, Corn, Breadcrumbs, Mushrooms","Garlic Parmesan, Pesto"
15-44,2024-10-15,Brisket,Alfredo,NA,"Tomatoes, Parmesan, Jalapenos, Breadcrumbs, Mushrooms",Pesto
15-45,2024-10-15,"Brisket, Bacon",Cheddar,NA,"Tomatoes, Pineapple, Parmesan, Bell Peppers, Onions, Breadcrumbs, Mushrooms, Broccoli","Garlic Parmesan, BBQ"
15-46,2024-10-15,Grilled Chicken,"Alfredo, Melted Cheddar",NA,NA,Pesto
15-47,2024-10-15,NA,Cheddar,NA,"Parmesan, Jalapenos, Breadcrumbs, Onions, Mushrooms",BBQ
15-48,2024-10-15,Bacon,Pepper Jack,NA,"Mushrooms, Tomatoes, Onions, Bell Peppers","Pesto, BBQ"
15-49,2024-10-15,"Pulled Pork, Bacon",Pepper Jack,NA,"Bell Peppers, Corn, Jalapenos, Breadcrumbs, Onions",BBQ
15-50,2024-10-15,Brisket,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Onions","Hot Honey, Garlic Parmesan"
15-51,2024-10-15,NA,MIX,NA,"Tomatoes, Pineapple, Parmesan, Corn, Jalapenos, Breadcrumbs","Hot Honey, Garlic Parmesan"
15-52,2024-10-15,Bacon,Pepper Jack,"Lays Classic, Cheesy Garlic Bread, Cheesecake","Breadcrumbs, Mushrooms",Garlic Parmesan
15-53,2024-10-15,Brisket,Alfredo,NA,Breadcrumbs,BBQ
15-54,2024-10-15,Brisket,Melted Cheddar,Cheesy Garlic Bread,Parmesan,NA
15-56,2024-10-15,Ham,MIX,NA,"Tomatoes, Corn, Onions, Breadcrumbs, Mushrooms",Ranch
15-59,2024-10-15,"Pulled Pork, Grilled Chicken, Brisket",Cheddar,NA,"Jalapenos, Corn, Pineapple","BBQ, Buffalo"
15-58,2024-10-15,"Brisket, Bacon","Cheddar Mac, Melted Cheddar","Cheesy Garlic Bread, Garlic Bread","Parmesan, Breadcrumbs",NA
15-60,2024-10-15,Grilled Chicken,Alfredo,NA,NA,Ranch
15-61,2024-10-15,Brisket,Cheddar,NA,"Tomatoes, Pineapple, Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Mushrooms, Broccoli",BBQ
15-62,2024-10-15,Ham,Cheddar,NA,"Breadcrumbs, Jalapenos, Parmesan, Onions","Garlic Parmesan, Ranch"
15-64,2024-10-15,Ham,Cheddar,Cheesecake,NA,NA
15-63,2024-10-15,Brisket,MIX,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Mushrooms",Garlic Parmesan
15-65,2024-10-15,Brisket,Cheddar,NA,Parmesan,NA
15-70,2024-10-15,Brisket,Cheddar,NA,"Tomatoes, Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Mushrooms, Broccoli",Buffalo
15-67,2024-10-15,Bacon,MIX,NA,"Breadcrumbs, Parmesan, Onions, Bell Peppers",Garlic Parmesan
15-68,2024-10-15,Bacon,Cheddar,NA,Breadcrumbs,NA
15-69,2024-10-15,NA,MIX,Garlic Bread,Broccoli,Garlic Parmesan
15-71,2024-10-15,Brisket,MIX,Large Chocolate Chunk Cookie,Jalapenos,Garlic Parmesan
15-73,2024-10-15,"Pulled Pork, Brisket","Alfredo, Cheddar",Garlic Bread,"Breadcrumbs, Mushrooms, Broccoli","Pesto, BBQ"
15-72,2024-10-15,"Brisket, Bacon","Alfredo, MIX",Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Broccoli","Pesto, BBQ"
15-74,2024-10-15,Pulled Pork,Pepper Jack,NA,Mushrooms,BBQ
15-75,2024-10-15,Brisket,"MIX, Cheddar",NA,"Parmesan, Corn, Jalapenos, Breadcrumbs, Broccoli","Hot Honey, Garlic Parmesan"
15-76,2024-10-15,Bacon,Alfredo,NA,"Parmesan, Onions","Hot Honey, BBQ"
15-77,2024-10-15,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Parmesan,Garlic Parmesan
15-78,2024-10-15,"Brisket, Grilled Chicken","Pepper Jack, Melted Cheddar",Garlic Bread,"Corn, Onions, Parmesan, Bell Peppers","Garlic Parmesan, Pesto"
15-80,2024-10-15,NA,MIX,NA,"Parmesan, Pineapple, Jalapenos, Breadcrumbs, Broccoli",Pesto
15-79,2024-10-15,NA,Cheddar,NA,"Parmesan, Bell Peppers, Jalapenos, Breadcrumbs, Mushrooms",NA
15-82,2024-10-15,Grilled Chicken,Cheddar,Cheesecake,"Breadcrumbs, Corn, Onions, Parmesan",Hot Honey
15-83,2024-10-15,Brisket,MIX,NA,NA,Ranch
15-85,2024-10-15,Pulled Pork,Cheddar,NA,Breadcrumbs,NA
15-86,2024-10-15,Brisket,Alfredo,NA,"Parmesan, Onions",Garlic Parmesan
15-88,2024-10-15,NA,Cheddar,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
15-87,2024-10-15,Grilled Chicken,Cheddar,NA,"Jalapenos, Corn, Breadcrumbs, Parmesan",Ranch
15-90,2024-10-15,NA,Cheddar,NA,NA,NA
15-89,2024-10-15,"Brisket, Bacon",Cheddar,NA,"Parmesan, Breadcrumbs",NA
15-92,2024-10-15,Brisket,"Cheddar, MIX",NA,"Breadcrumbs, Corn, Pineapple, Parmesan",BBQ
15-93,2024-10-15,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Mushrooms, Bell Peppers",Hot Honey
15-94,2024-10-15,NA,MIX,NA,"Parmesan, Breadcrumbs, Bell Peppers, Broccoli",Hot Honey
15-95,2024-10-15,Grilled Chicken,MIX,NA,"Tomatoes, Pineapple, Bell Peppers, Jalapenos, Onions, Breadcrumbs, Mushrooms, Broccoli","Hot Honey, Buffalo"
15-96,2024-10-15,Brisket,Cheddar,NA,"Tomatoes, Corn, Onions",BBQ
15-98,2024-10-15,Brisket,Cheddar,"Cheesy Garlic Bread, Garlic Bread",Corn,BBQ
15-97,2024-10-15,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions","Garlic Parmesan, Pesto, BBQ"
15-99,2024-10-15,"Pulled Pork, Bacon",Cheddar,NA,"Breadcrumbs, Mushrooms, Tomatoes, Onions","Hot Honey, BBQ"
15-100,2024-10-15,Pulled Pork,Cheddar,NA,"Corn, Parmesan, Bell Peppers",NA
15-101,2024-10-15,Pulled Pork,Cheddar,NA,"Corn, Onions, Parmesan, Pineapple","BBQ, Buffalo"
15-102,2024-10-15,NA,Cheddar,Garlic Bread,Parmesan,NA
15-103,2024-10-15,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Corn, Onions, Parmesan, Bell Peppers",Ranch
16-1,2024-10-16,Brisket,Cheddar,NA,"Tomatoes, Onions, Bell Peppers",BBQ
16-2,2024-10-16,Grilled Chicken,Cheddar,Garlic Bread,"Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs",Ranch
16-3,2024-10-16,Brisket,Cheddar,NA,"Breadcrumbs, Corn, Onions, Bell Peppers",Hot Honey
16-4,2024-10-16,Brisket,MIX,Cheesy Garlic Bread,Parmesan,BBQ
16-5,2024-10-16,NA,Cheddar,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
16-6,2024-10-16,Grilled Chicken,Cheddar,Garlic Bread,"Tomatoes, Corn, Breadcrumbs",BBQ
16-8,2024-10-16,Grilled Chicken,Cheddar,NA,"Tomatoes, Parmesan, Corn, Jalapenos, Onions, Breadcrumbs, Mushrooms","Garlic Parmesan, Pesto, Ranch, Buffalo"
16-7,2024-10-16,NA,MIX,NA,"Mushrooms, Onions, Bell Peppers","Garlic Parmesan, Pesto"
16-9,2024-10-16,Grilled Chicken,Alfredo,NA,"Parmesan, Mushrooms, Broccoli",NA
16-10,2024-10-16,"Brisket, Bacon",Cheddar,NA,"Parmesan, Breadcrumbs, Onions, Mushrooms, Broccoli",Garlic Parmesan
16-11,2024-10-16,Brisket,NA,NA,"Tomatoes, Mushrooms, Pineapple, Broccoli","Hot Honey, BBQ"
16-13,2024-10-16,NA,Cheddar,NA,"Parmesan, Corn, Breadcrumbs, Onions, Mushrooms",Garlic Parmesan
16-12,2024-10-16,Grilled Chicken,Cheddar,NA,"Parmesan, Pineapple, Corn, Onions, Mushrooms",NA
16-15,2024-10-16,Brisket,Cheddar,NA,NA,NA
16-14,2024-10-16,Pulled Pork,Alfredo,NA,Broccoli,Garlic Parmesan
16-17,2024-10-16,Brisket,Cheddar,Garlic Bread,Breadcrumbs,BBQ
16-16,2024-10-16,Brisket,MIX,NA,"Tomatoes, Pineapple, Bell Peppers, Corn, Onions, Mushrooms, Broccoli",Pesto
16-18,2024-10-16,NA,Cheddar,Garlic Bread,Parmesan,NA
16-19,2024-10-16,NA,MIX,NA,Mushrooms,NA
16-21,2024-10-16,Brisket,Alfredo,NA,NA,"Garlic Parmesan, BBQ"
16-20,2024-10-16,Brisket,Cheddar,NA,"Parmesan, Corn, Jalapenos, Breadcrumbs, Onions",BBQ
16-22,2024-10-16,"Brisket, Grilled Chicken, Bacon",Alfredo,NA,"Tomatoes, Bell Peppers, Corn, Jalapenos, Onions, Mushrooms",Garlic Parmesan
16-23,2024-10-16,NA,Cheddar,NA,Parmesan,Garlic Parmesan
16-24,2024-10-16,Grilled Chicken,MIX,NA,"Tomatoes, Parmesan, Breadcrumbs","Garlic Parmesan, Pesto"
16-25,2024-10-16,Bacon,Pepper Jack,NA,"Breadcrumbs, Jalapenos, Onions, Bell Peppers",Pesto
16-26,2024-10-16,Ham,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Pineapple",Garlic Parmesan
16-27,2024-10-16,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
16-29,2024-10-16,Pulled Pork,Cheddar,NA,"Mushrooms, Onions",BBQ
16-28,2024-10-16,"Ham, Grilled Chicken",Cheddar,NA,"Parmesan, Breadcrumbs","Garlic Parmesan, Ranch"
16-30,2024-10-16,NA,MIX,Garlic Bread,"Parmesan, Pineapple, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs",Pesto
16-31,2024-10-16,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions",BBQ
16-33,2024-10-16,NA,MIX,Cheesy Garlic Bread,"Tomatoes, Parmesan, Onions, Breadcrumbs, Mushrooms, Broccoli","Garlic Parmesan, Pesto"
16-34,2024-10-16,NA,"Melted Cheddar, Cheddar",NA,"Parmesan, Breadcrumbs","Ranch, BBQ"
16-36,2024-10-16,"Grilled Chicken, Bacon",Cheddar,NA,Parmesan,Buffalo
16-35,2024-10-16,"Grilled Chicken, Bacon",MIX,NA,"Corn, Parmesan",Buffalo
16-37,2024-10-16,"Brisket, Bacon",Cheddar,NA,NA,Garlic Parmesan
16-38,2024-10-16,Brisket,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Pesto
16-39,2024-10-16,"Ham, Grilled Chicken",Pepper Jack,Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Hot Honey, Garlic Parmesan"
16-40,2024-10-16,NA,Cheddar,NA,"Corn, Onions",NA
16-41,2024-10-16,"Brisket, Grilled Chicken","Cheddar, MIX",Cheesecake,Breadcrumbs,BBQ
16-42,2024-10-16,Grilled Chicken,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",NA
16-44,2024-10-16,Grilled Chicken,Cheddar,NA,"Parmesan, Breadcrumbs",NA
16-45,2024-10-16,Grilled Chicken,MIX,Large Chocolate Chunk Cookie,"Breadcrumbs, Mushrooms, Broccoli",NA
16-43,2024-10-16,Grilled Chicken,Cheddar,NA,Parmesan,Ranch
16-46,2024-10-16,Brisket,Pepper Jack,NA,"Jalapenos, Parmesan, Bell Peppers",BBQ
16-47,2024-10-16,Bacon,"Pepper Jack, Cheddar Mac, Melted Cheddar",Cheesy Garlic Bread,"Tomatoes, Bell Peppers, Breadcrumbs, Onions, Mushrooms",Pesto
16-51,2024-10-16,Pulled Pork,Cheddar,Cheesecake,"Parmesan, Breadcrumbs",Garlic Parmesan
16-49,2024-10-16,Bacon,MIX,NA,"Parmesan, Mushrooms, Onions",Garlic Parmesan
16-50,2024-10-16,Brisket,Cheddar,NA,"Breadcrumbs, Broccoli",BBQ
16-53,2024-10-16,Grilled Chicken,Cheddar,NA,"Tomatoes, Mushrooms, Parmesan",Buffalo
16-52,2024-10-16,Grilled Chicken,Melted Cheddar,Cheesy Garlic Bread,NA,NA
16-54,2024-10-16,Brisket,MIX,Cheesy Garlic Bread,"Jalapenos, Breadcrumbs",BBQ
16-55,2024-10-16,"Pulled Pork, Brisket","Cheddar Mac, Melted Cheddar, Cheddar",Large Chocolate Chunk Cookie,"Breadcrumbs, Onions, Bell Peppers",BBQ
16-56,2024-10-16,"Pulled Pork, Bacon",Cheddar,NA,"Parmesan, Breadcrumbs","BBQ, Ranch"
16-57,2024-10-16,"Grilled Chicken, Bacon",Cheddar,NA,Parmesan,Ranch
16-58,2024-10-16,NA,"Chicken Bacon Ranch (Cheddar, Chicken, Bacon, Ranch)",NA,NA,NA
16-59,2024-10-16,NA,Pepper Jack,NA,"Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Mushrooms","Pesto, Ranch"
16-63,2024-10-16,Grilled Chicken,Cheddar,NA,Broccoli,Ranch
16-61,2024-10-16,Grilled Chicken,MIX,NA,"Jalapenos, Parmesan, Pineapple",Pesto
16-62,2024-10-16,Grilled Chicken,Pepper Jack,NA,"Jalapenos, Parmesan, Onions, Bell Peppers","Garlic Parmesan, Ranch"
16-65,2024-10-16,"Brisket, Bacon",Cheddar,Garlic Bread,"Corn, Parmesan, Breadcrumbs, Broccoli","Pesto, BBQ"
16-66,2024-10-16,Bacon,Cheddar,Lays Barbecue,Parmesan,Garlic Parmesan
16-67,2024-10-16,NA,Cheddar,NA,"Tomatoes, Corn, Breadcrumbs, Mushrooms, Broccoli",Ranch
16-68,2024-10-16,NA,MIX,NA,"Tomatoes, Pineapple, Parmesan, Bell Peppers, Corn, Jalapenos, Onions, Breadcrumbs, Mushrooms","Hot Honey, Garlic Parmesan, Buffalo"
16-71,2024-10-16,"Brisket, Bacon",MIX,NA,Broccoli,NA
16-73,2024-10-16,Pulled Pork,MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Broccoli",Hot Honey
16-74,2024-10-16,Brisket,Alfredo,Garlic Bread,"Parmesan, Corn, Jalapenos, Breadcrumbs, Broccoli",Hot Honey
16-76,2024-10-16,Brisket,MIX,NA,Parmesan,Garlic Parmesan
16-77,2024-10-16,Brisket,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Garlic Parmesan, Pesto"
16-75,2024-10-16,"Pulled Pork, Brisket",Pepper Jack,"Cheesy Garlic Bread, Garlic Bread","Jalapenos, Parmesan, Breadcrumbs","Hot Honey, BBQ"
16-78,2024-10-16,"Pulled Pork, Bacon, Brisket",Cheddar,Any Bag Of Chips,"Tomatoes, Corn, Jalapenos, Onions, Mushrooms","Hot Honey, BBQ, Ranch"
16-80,2024-10-16,Grilled Chicken,"Alfredo Mac, Melted Parmesan",NA,"Parmesan, Breadcrumbs",Garlic Parmesan
16-82,2024-10-16,NA,Cheddar,NA,"Parmesan, Corn, Breadcrumbs, Mushrooms, Broccoli","Garlic Parmesan, Ranch"
16-81,2024-10-16,Bacon,Cheddar,Garlic Bread,"Tomatoes, Onions, Bell Peppers",Hot Honey
16-83,2024-10-16,Bacon,Cheddar,NA,NA,NA
16-85,2024-10-16,Grilled Chicken,Alfredo,NA,"Mushrooms, Corn, Onions, Parmesan",Garlic Parmesan
16-89,2024-10-16,NA,Cheddar,NA,"Parmesan, Corn, Breadcrumbs, Mushrooms, Broccoli","Garlic Parmesan, Ranch"
16-84,2024-10-16,NA,Cheddar,NA,Pineapple,Hot Honey
16-86,2024-10-16,NA,Cheddar,NA,"Parmesan, Corn, Breadcrumbs, Mushrooms, Broccoli",Garlic Parmesan
16-87,2024-10-16,Pulled Pork,Cheddar,Cheesy Garlic Bread,NA,BBQ
16-88,2024-10-16,Brisket,Cheddar,Cheesy Garlic Bread,NA,Garlic Parmesan
16-90,2024-10-16,Pulled Pork,MIX,NA,"Parmesan, Bell Peppers, Corn, Breadcrumbs, Onions","Garlic Parmesan, Pesto"
16-91,2024-10-16,Brisket,MIX,Cheesy Garlic Bread,Parmesan,Ranch
16-92,2024-10-16,Brisket,Cheddar,NA,"Jalapenos, Corn, Parmesan, Bell Peppers","Garlic Parmesan, Ranch"
16-95,2024-10-16,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",Hot Honey
16-94,2024-10-16,Brisket,Cheddar,NA,Breadcrumbs,"BBQ, Ranch"
16-96,2024-10-16,Pulled Pork,MIX,NA,"Tomatoes, Jalapenos, Corn",Hot Honey
16-97,2024-10-16,Grilled Chicken,Cheddar,NA,Bell Peppers,"Ranch, Buffalo"
16-98,2024-10-16,"Brisket, Bacon",MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Garlic Parmesan, Ranch"
16-99,2024-10-16,Brisket,Cheddar,NA,"Mushrooms, Corn, Onions","Ranch, Buffalo"
16-100,2024-10-16,Brisket,Alfredo,NA,"Breadcrumbs, Parmesan, Onions",BBQ
16-101,2024-10-16,Bacon,"Alfredo, Cheddar",NA,"Parmesan, Bell Peppers, Jalapenos, Onions, Mushrooms, Broccoli","Hot Honey, Garlic Parmesan, Pesto"
16-102,2024-10-16,NA,Cheddar,NA,"Parmesan, Breadcrumbs",NA
16-103,2024-10-16,Grilled Chicken,Melted Pepper Jack,NA,"Jalapenos, Onions",Ranch
16-104,2024-10-16,Bacon,MIX,NA,NA,NA
