order number,date,meat,cheese,sides,toppings,sauce
19-115,2024-08-19,"Grilled Chicken, Pulled Pork, Brisket","MIX, Cheddar",Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Corn, Onions",Garlic Parmesan
19-116,2024-08-19,Brisket,"MIX, Cheddar",Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Corn, Parmesan","Garlic Parmesan, BBQ"
19-118,2024-08-19,"Brisket, Bacon",MIX,Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Onions",Garlic Parmesan
19-117,2024-08-19,Grilled Chicken,"Melted Cheddar, Cheddar",Cheesy Garlic Bread,Breadcrumbs,"Buffalo, Ranch"
19-119,2024-08-19,Grilled Chicken,Cheddar,NA,Parmesan,Buffalo
19-120,2024-08-19,Pulled Pork,"Cheddar Mac, Melted Parmesan",Cheesy Garlic Bread,"Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
19-121,2024-08-19,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Breadcrumbs, Mushrooms",Pesto
19-122,2024-08-19,Brisket,Alfredo,NA,Breadcrumbs,Ranch
19-123,2024-08-19,"Pulled Pork, Bacon",Alfredo,NA,"Parmesan, Onions, Breadcrumbs, Corn, Mushrooms",Garlic Parmesan
19-124,2024-08-19,Pulled Pork,Cheddar,NA,Parmesan,BBQ
19-125,2024-08-19,"Grilled Chicken, Bacon",Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
19-126,2024-08-19,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan","Buffalo, Ranch"
19-127,2024-08-19,NA,MIX,Cheesy Garlic Bread,Parmesan,Pesto
19-129,2024-08-19,"Ham, Bacon",MIX,Cheesy Garlic Bread,Breadcrumbs,NA
19-128,2024-08-19,Grilled Chicken,MIX,Cheesy Garlic Bread,"Tomatoes, Corn, Parmesan","Garlic Parmesan, Pesto"
19-130,2024-08-19,Grilled Chicken,Melted Cheddar,Cheesy Garlic Bread,Breadcrumbs,BBQ
19-132,2024-08-19,NA,Melted Cheddar,NA,NA,NA
19-131,2024-08-19,"Grilled Chicken, Brisket",Cheddar,NA,"Corn, Onions",BBQ
19-133,2024-08-19,Pulled Pork,Cheddar,NA,"Parmesan, Bell Peppers, Corn, Onions",BBQ
19-135,2024-08-19,Pulled Pork,Melted Parmesan,NA,NA,BBQ
19-136,2024-08-19,Pulled Pork,Cheddar,NA,Corn,BBQ
19-134,2024-08-19,Brisket,Cheddar,NA,"Breadcrumbs, Bell Peppers, Onions","Hot Honey, BBQ"
19-140,2024-08-19,Pulled Pork,Pepper Jack,Garlic Bread,"Tomatoes, Parmesan, Jalapenos, Pineapple, Mushrooms, Corn, Bell Peppers, Onions","Ranch, Hot Honey, BBQ"
19-138,2024-08-19,NA,Alfredo,Garlic Bread,Parmesan,NA
19-137,2024-08-19,Brisket,Cheddar,Garlic Bread,"Breadcrumbs, Tomatoes, Corn, Parmesan","Ranch, Garlic Parmesan"
19-139,2024-08-19,NA,MIX,Cheesy Garlic Bread,Parmesan,NA
19-142,2024-08-19,"Brisket, Bacon",MIX,NA,"Breadcrumbs, Parmesan",Hot Honey
19-143,2024-08-19,"Grilled Chicken, Bacon",Cheddar,NA,"Parmesan, Breadcrumbs, Corn, Onions","Buffalo, Ranch, Hot Honey"
19-144,2024-08-19,Grilled Chicken,MIX,NA,"Parmesan, Pineapple, Onions","Buffalo, Ranch, Hot Honey, Pesto"
19-145,2024-08-19,Brisket,Cheddar,NA,NA,BBQ
19-148,2024-08-19,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
19-149,2024-08-19,Bacon,Cheddar,NA,"Breadcrumbs, Corn, Parmesan",Ranch
19-146,2024-08-19,"Grilled Chicken, Bacon",Cheddar,NA,Broccoli,NA
19-150,2024-08-19,"Brisket, Bacon",Alfredo,NA,"Tomatoes, Jalapenos, Pineapple, Breadcrumbs, Broccoli, Corn","Buffalo, Ranch, Hot Honey"
19-151,2024-08-19,"Brisket, Bacon",Cheddar,NA,Broccoli,"Garlic Parmesan, BBQ"
19-154,2024-08-19,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,"Tomatoes, Parmesan, Broccoli, Corn, Bell Peppers, Onions","Ranch, Garlic Parmesan"
19-160,2024-08-19,Bacon,Cheddar,NA,"Breadcrumbs, Jalapenos, Parmesan",Garlic Parmesan
19-161,2024-08-19,"Brisket, Bacon",Cheddar,NA,"Breadcrumbs, Jalapenos, Bell Peppers, Parmesan",Garlic Parmesan
19-159,2024-08-19,Grilled Chicken,Melted Cheddar,NA,NA,Garlic Parmesan
19-163,2024-08-19,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",Buffalo
19-162,2024-08-19,NA,Cheddar,NA,NA,NA
19-165,2024-08-19,Grilled Chicken,Alfredo,NA,NA,NA
19-164,2024-08-19,Grilled Chicken,Alfredo,NA,NA,"Garlic Parmesan, Pesto"
19-170,2024-08-19,Pulled Pork,Cheddar,NA,Parmesan,Garlic Parmesan
19-167,2024-08-19,Brisket,Cheddar,NA,"Breadcrumbs, Corn, Mushrooms",Garlic Parmesan
19-169,2024-08-19,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Parmesan",NA
19-168,2024-08-19,Bacon,Alfredo,NA,Breadcrumbs,NA
19-171,2024-08-19,NA,MIX,Cheesy Garlic Bread,"Tomatoes, Parmesan, Pineapple, Breadcrumbs, Corn, Bell Peppers, Mushrooms","Garlic Parmesan, Pesto"
19-173,2024-08-19,"Grilled Chicken, Bacon","Alfredo, Cheddar","Garlic Bread, Cheesy Garlic Bread, Cheesecake","Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
19-175,2024-08-19,Bacon,MIX,NA,Parmesan,Garlic Parmesan
19-174,2024-08-19,"Grilled Chicken, Pulled Pork, Bacon",MIX,Cheesy Garlic Bread,"Parmesan, Jalapenos, Breadcrumbs, Onions","Buffalo, Ranch, BBQ"
19-176,2024-08-19,Pulled Pork,Pepper Jack,NA,"Breadcrumbs, Jalapenos, Corn, Parmesan",BBQ
19-177,2024-08-19,Grilled Chicken,Cheddar,NA,"Corn, Parmesan","Buffalo, Ranch"
19-179,2024-08-19,"Grilled Chicken, Brisket","Pepper Jack, Cheddar","Garlic Bread, Cheesy Garlic Bread","Jalapenos, Mushrooms, Breadcrumbs, Corn, Parmesan","Buffalo, Garlic Parmesan, Hot Honey"
20-3,2024-08-20,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
20-4,2024-08-20,"Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Jalapenos, Parmesan","Buffalo, Ranch"
20-8,2024-08-20,Brisket,Melted Cheddar,NA,NA,NA
20-9,2024-08-20,Bacon,MIX,NA,Parmesan,Garlic Parmesan
20-7,2024-08-20,Brisket,"MIX, Melted Cheddar","Any Bag Of Chips, Cheesy Garlic Bread","Breadcrumbs, Parmesan",BBQ
20-12,2024-08-20,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Onions, Jalapenos, Breadcrumbs, Corn, Bell Peppers, Parmesan","Buffalo, Ranch, Garlic Parmesan"
20-13,2024-08-20,Grilled Chicken,Alfredo,NA,"Tomatoes, Onions, Jalapenos, Pineapple, Mushrooms","Hot Honey, Pesto"
20-15,2024-08-20,Brisket,"Cheddar Mac, Melted Cheddar",NA,"Bell Peppers, Broccoli",NA
20-14,2024-08-20,Bacon,MIX,NA,"Breadcrumbs, Corn",NA
20-17,2024-08-20,"Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Onions, Corn, Parmesan","Buffalo, Ranch"
20-16,2024-08-20,NA,"Chicken Alfredo (Alfredo, Chicken, Broccoli, Pesto), Chicken Bacon Ranch (Cheddar, Chicken, Bacon, Ranch), Classic Mac (Cheddar, Breadcrumbs, Garlic Parmesan), Garden Mac (Cheddar, Broccoli, Tomatos, Ranch), Buffalo Chicken (Cheddar, Chicken, Onions, Buffalo), Texas BBQ (Pepper Jack, Brisket, Jalapenos, BBQ)",NA,NA,NA
20-18,2024-08-20,"Brisket, Bacon",Cheddar,Cheesecake,Breadcrumbs,Garlic Parmesan
20-19,2024-08-20,NA,Melted Cheddar,Garlic Bread,"Parmesan, Mushrooms",NA
20-21,2024-08-20,Grilled Chicken,Alfredo,NA,NA,Garlic Parmesan
20-20,2024-08-20,NA,Alfredo,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
20-22,2024-08-20,Brisket,Pepper Jack,NA,"Tomatoes, Breadcrumbs, Broccoli, Corn, Bell Peppers, Parmesan",Garlic Parmesan
20-24,2024-08-20,Brisket,Cheddar,NA,NA,BBQ
20-23,2024-08-20,NA,Melted Cheddar,Side Mac,NA,NA
20-25,2024-08-20,Grilled Chicken,Melted Cheddar,Cheesy Garlic Bread,NA,NA
20-26,2024-08-20,Grilled Chicken,"Pepper Jack, Cheddar",NA,"Breadcrumbs, Jalapenos",Ranch
20-27,2024-08-20,Brisket,Pepper Jack,NA,"Bell Peppers, Corn, Onions",Hot Honey
20-28,2024-08-20,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Mushrooms",Buffalo
20-29,2024-08-20,"Pulled Pork, Brisket","MIX, Cheddar",Garlic Bread,"Breadcrumbs, Jalapenos, Pineapple","Ranch, Hot Honey, BBQ"
20-30,2024-08-20,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Bell Peppers, Broccoli, Onions",Buffalo
20-33,2024-08-20,Brisket,Cheddar,NA,"Breadcrumbs, Broccoli, Parmesan","BBQ, Pesto"
20-32,2024-08-20,NA,Cheddar,NA,Mushrooms,Pesto
20-35,2024-08-20,Grilled Chicken,MIX,NA,"Onions, Jalapenos, Breadcrumbs, Corn, Parmesan","Buffalo, Garlic Parmesan"
20-37,2024-08-20,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Corn, Parmesan",BBQ
20-36,2024-08-20,Brisket,Cheddar,Cheesy Garlic Bread,"Mushrooms, Jalapenos, Onions",Garlic Parmesan
20-38,2024-08-20,Brisket,Cheddar,NA,"Parmesan, Onions, Breadcrumbs, Broccoli, Corn, Mushrooms",Garlic Parmesan
20-39,2024-08-20,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,Ranch
20-40,2024-08-20,NA,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Jalapenos, Pineapple, Mushrooms, Breadcrumbs, Broccoli, Corn, Bell Peppers, Onions","Garlic Parmesan, Pesto"
20-41,2024-08-20,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Pineapple, Broccoli, Mushrooms","Garlic Parmesan, Pesto"
20-42,2024-08-20,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",Ranch
20-43,2024-08-20,Ham,Cheddar,NA,Breadcrumbs,NA
20-44,2024-08-20,Bacon,"Alfredo, Cheddar",NA,"Tomatoes, Mushrooms, Breadcrumbs, Broccoli, Corn, Bell Peppers, Parmesan","Ranch, BBQ"
20-45,2024-08-20,"Grilled Chicken, Ham, Bacon",Cheddar,Garlic Bread,Mushrooms,"Ranch, BBQ"
20-46,2024-08-20,Brisket,Cheddar,NA,Breadcrumbs,NA
20-47,2024-08-20,Brisket,Cheddar,NA,"Breadcrumbs, Bell Peppers, Tomatoes, Onions",BBQ
20-48,2024-08-20,Pulled Pork,Pepper Jack,Garlic Bread,"Breadcrumbs, Parmesan",BBQ
20-49,2024-08-20,Brisket,Pepper Jack,NA,"Breadcrumbs, Parmesan",Hot Honey
20-50,2024-08-20,Bacon,Cheddar,Cheesecake,"Breadcrumbs, Parmesan",NA
20-51,2024-08-20,Grilled Chicken,"Cheddar Mac, Melted Parmesan",NA,"Bell Peppers, Tomatoes, Broccoli, Mushrooms",Buffalo
20-53,2024-08-20,NA,MIX,Garlic Bread,Broccoli,Garlic Parmesan
20-54,2024-08-20,"Grilled Chicken, Brisket",Pepper Jack,NA,"Breadcrumbs, Tomatoes, Parmesan","Hot Honey, BBQ"
20-55,2024-08-20,Brisket,Cheddar,NA,"Breadcrumbs, Jalapenos, Parmesan","Ranch, Hot Honey"
20-57,2024-08-20,NA,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
20-59,2024-08-20,Brisket,Cheddar,NA,"Tomatoes, Onions, Breadcrumbs, Corn, Parmesan","Hot Honey, BBQ"
20-58,2024-08-20,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,Ranch
20-60,2024-08-20,Grilled Chicken,MIX,Garlic Bread,"Tomatoes, Parmesan, Jalapenos, Mushrooms, Breadcrumbs, Broccoli, Bell Peppers, Onions",Buffalo
20-61,2024-08-20,Brisket,Cheddar,NA,"Jalapenos, Onions",BBQ
20-62,2024-08-20,Grilled Chicken,Pepper Jack,Garlic Bread,"Tomatoes, Jalapenos, Mushrooms, Breadcrumbs, Broccoli, Bell Peppers, Onions",Pesto
20-63,2024-08-20,Brisket,"Melted Cheddar, Pepper Jack Mac",Any Bag Of Chips,"Breadcrumbs, Parmesan","Ranch, BBQ"
20-64,2024-08-20,NA,Cheddar,Any Bag Of Chips,"Breadcrumbs, Broccoli",NA
20-65,2024-08-20,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
20-66,2024-08-20,Brisket,Alfredo,NA,"Breadcrumbs, Parmesan",BBQ
20-68,2024-08-20,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Broccoli, Corn, Parmesan","Buffalo, Ranch"
20-69,2024-08-20,Ham,Alfredo,NA,Onions,Buffalo
20-70,2024-08-20,NA,Cheddar,NA,"Parmesan, Breadcrumbs, Corn, Mushrooms",NA
20-71,2024-08-20,Grilled Chicken,MIX,NA,"Bell Peppers, Corn, Onions",Garlic Parmesan
20-72,2024-08-20,"Grilled Chicken, Bacon",Cheddar,NA,"Breadcrumbs, Tomatoes, Parmesan",Garlic Parmesan
20-73,2024-08-20,NA,MIX,NA,"Tomatoes, Jalapenos, Breadcrumbs, Broccoli, Corn, Bell Peppers, Parmesan","Garlic Parmesan, Pesto"
20-74,2024-08-20,Grilled Chicken,Pepper Jack,NA,"Mushrooms, Parmesan, Breadcrumbs, Onions",Garlic Parmesan
20-75,2024-08-20,Brisket,Pepper Jack,NA,"Tomatoes, Onions, Jalapenos, Parmesan, Breadcrumbs, Corn, Mushrooms",Garlic Parmesan
20-80,2024-08-20,NA,MIX,NA,NA,Garlic Parmesan
20-81,2024-08-20,Pulled Pork,Pepper Jack,NA,"Parmesan, Breadcrumbs, Tomatoes, Onions","Garlic Parmesan, Pesto"
20-84,2024-08-20,"Brisket, Bacon",Cheddar,NA,"Parmesan, Onions, Breadcrumbs, Broccoli, Mushrooms",BBQ
20-83,2024-08-20,"Grilled Chicken, Ham",Alfredo,NA,"Breadcrumbs, Broccoli, Corn",NA
20-85,2024-08-20,Brisket,Cheddar,NA,"Parmesan, Corn, Mushrooms",BBQ
20-87,2024-08-20,"Grilled Chicken, Brisket",Cheddar,Cheesy Garlic Bread,NA,BBQ
20-86,2024-08-20,NA,MIX,NA,"Jalapenos, Parmesan","Hot Honey, BBQ"
20-88,2024-08-20,"Grilled Chicken, Pulled Pork, Brisket","MIX, Cheddar","Garlic Bread, Cheesy Garlic Bread","Tomatoes, Broccoli, Corn","Ranch, Hot Honey, BBQ"
20-91,2024-08-20,Brisket,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Jalapenos, Broccoli, Corn",BBQ
20-90,2024-08-20,Brisket,Pepper Jack,NA,"Jalapenos, Onions",Garlic Parmesan
20-92,2024-08-20,Grilled Chicken,Pepper Jack,NA,"Parmesan, Jalapenos, Tomatoes, Onions","Ranch, Pesto"
20-93,2024-08-20,Grilled Chicken,Pepper Jack,NA,"Jalapenos, Bell Peppers, Mushrooms",Ranch
20-94,2024-08-20,Brisket,Cheddar,NA,"Tomatoes, Parmesan, Jalapenos, Onions, Breadcrumbs, Bell Peppers, Mushrooms","BBQ, Pesto"
20-95,2024-08-20,NA,Alfredo,NA,NA,BBQ
20-98,2024-08-20,Pulled Pork,Pepper Jack,Garlic Bread,"Breadcrumbs, Parmesan",BBQ
20-97,2024-08-20,Grilled Chicken,Pepper Jack,NA,"Parmesan, Breadcrumbs, Broccoli, Mushrooms","Ranch, Hot Honey"
20-96,2024-08-20,Bacon,Pepper Jack,NA,"Breadcrumbs, Jalapenos, Parmesan","Buffalo, Ranch"
20-100,2024-08-20,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
20-99,2024-08-20,Bacon,Cheddar,NA,Breadcrumbs,Ranch
20-101,2024-08-20,Brisket,Cheddar,Cheesy Garlic Bread,Breadcrumbs,BBQ
20-104,2024-08-20,"Grilled Chicken, Brisket",Cheddar,NA,NA,BBQ
20-103,2024-08-20,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Ranch
20-102,2024-08-20,NA,Cheddar,Garlic Bread,Breadcrumbs,NA
20-105,2024-08-20,Brisket,Cheddar,Cheesy Garlic Bread,NA,BBQ
20-106,2024-08-20,Brisket,Cheddar,NA,Onions,BBQ
20-107,2024-08-20,Grilled Chicken,Alfredo,NA,"Bell Peppers, Tomatoes, Pineapple, Mushrooms",NA
20-109,2024-08-20,Brisket,Cheddar,Garlic Bread,NA,NA
20-112,2024-08-20,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Jalapenos, Bell Peppers, Onions","Buffalo, Ranch"
20-110,2024-08-20,Brisket,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan, Pineapple, Broccoli, Corn, Mushrooms",BBQ
20-111,2024-08-20,"Grilled Chicken, Bacon",MIX,Cheesy Garlic Bread,NA,"Buffalo, Ranch"
20-113,2024-08-20,Bacon,Cheddar,NA,Breadcrumbs,"Hot Honey, BBQ"
20-114,2024-08-20,Bacon,Cheddar,NA,Breadcrumbs,"Ranch, BBQ"
20-115,2024-08-20,Brisket,Cheddar,Cheesy Garlic Bread,Breadcrumbs,Garlic Parmesan
20-116,2024-08-20,Pulled Pork,Alfredo,Cheesy Garlic Bread,"Jalapenos, Parmesan",BBQ
20-117,2024-08-20,Brisket,MIX,NA,"Mushrooms, Parmesan, Breadcrumbs, Onions",Ranch
20-118,2024-08-20,Bacon,Pepper Jack,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
20-119,2024-08-20,"Brisket, Bacon",Cheddar,NA,Breadcrumbs,NA
20-120,2024-08-20,NA,Cheddar,Cheesy Garlic Bread,"Mushrooms, Breadcrumbs, Corn, Onions",Pesto
20-121,2024-08-20,Pulled Pork,MIX,Cheesecake,Parmesan,BBQ
20-122,2024-08-20,Pulled Pork,Pepper Jack,NA,"Jalapenos, Onions",BBQ
20-123,2024-08-20,NA,NA,Side Mac,NA,NA
20-124,2024-08-20,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
20-126,2024-08-20,"Ham, Bacon",Cheddar,NA,"Breadcrumbs, Corn, Parmesan",NA
20-127,2024-08-20,Bacon,Cheddar,NA,"Breadcrumbs, Bell Peppers, Onions",Garlic Parmesan
20-125,2024-08-20,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
20-128,2024-08-20,Brisket,MIX,"Cheesy Garlic Bread, Cheesecake","Parmesan, Broccoli, Corn, Onions",Hot Honey
20-129,2024-08-20,NA,NA,Cheesecake,NA,NA
20-130,2024-08-20,Grilled Chicken,Cheddar,NA,"Tomatoes, Onions, Parmesan, Broccoli, Bell Peppers, Mushrooms",Pesto
20-131,2024-08-20,Grilled Chicken,MIX,Cheesy Garlic Bread,"Parmesan, Jalapenos, Mushrooms","Garlic Parmesan, Pesto"
20-132,2024-08-20,NA,Cheddar,NA,"Breadcrumbs, Parmesan",NA
20-136,2024-08-20,Bacon,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan","Buffalo, Garlic Parmesan, Hot Honey, BBQ"
20-135,2024-08-20,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",NA
20-138,2024-08-20,Pulled Pork,Cheddar,Cheesy Garlic Bread,Breadcrumbs,"Buffalo, BBQ"
20-141,2024-08-20,Grilled Chicken,Cheddar,NA,"Mushrooms, Corn, Onions",Buffalo
20-139,2024-08-20,Grilled Chicken,Alfredo,NA,Corn,Hot Honey
20-142,2024-08-20,Brisket,MIX,NA,"Jalapenos, Pineapple, Breadcrumbs, Bell Peppers, Onions",Buffalo
20-140,2024-08-20,Brisket,MIX,NA,Parmesan,BBQ
20-143,2024-08-20,Grilled Chicken,MIX,NA,"Mushrooms, Breadcrumbs, Jalapenos, Onions","Buffalo, Ranch"
20-144,2024-08-20,Grilled Chicken,"Alfredo, MIX",Garlic Bread,"Tomatoes, Parmesan, Jalapenos, Pineapple, Mushrooms, Breadcrumbs, Broccoli, Corn, Bell Peppers, Onions",Pesto
20-147,2024-08-20,"Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Bell Peppers, Corn, Parmesan",Ranch
20-146,2024-08-20,Brisket,Cheddar,NA,Breadcrumbs,NA
20-145,2024-08-20,Brisket,MIX,NA,"Onions, Jalapenos, Breadcrumbs, Broccoli, Bell Peppers, Parmesan","Garlic Parmesan, BBQ"
20-148,2024-08-20,Brisket,Pepper Jack,NA,"Jalapenos, Breadcrumbs, Corn, Bell Peppers, Onions",Buffalo
20-149,2024-08-20,NA,NA,Cheesecake,NA,NA
20-150,2024-08-20,Bacon,MIX,NA,"Breadcrumbs, Parmesan","Garlic Parmesan, Pesto"
20-151,2024-08-20,Brisket,Cheddar,Garlic Bread,Tomatoes,NA
20-152,2024-08-20,Pulled Pork,Alfredo,Cheesecake,"Jalapenos, Breadcrumbs, Corn, Bell Peppers, Onions",Buffalo
20-153,2024-08-20,Bacon,Cheddar,NA,Breadcrumbs,NA
20-154,2024-08-20,"Grilled Chicken, Brisket, Ham, Bacon","Alfredo, Cheddar",Cheesy Garlic Bread,"Parmesan, Jalapenos, Breadcrumbs, Corn, Onions","Ranch, Garlic Parmesan, Pesto"
20-155,2024-08-20,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Jalapenos, Parmesan","Buffalo, Hot Honey"
20-156,2024-08-20,Brisket,MIX,NA,"Parmesan, Broccoli, Corn, Mushrooms",BBQ
20-157,2024-08-20,Grilled Chicken,MIX,NA,"Breadcrumbs, Jalapenos, Broccoli, Corn",Pesto
20-162,2024-08-20,Brisket,Alfredo,NA,"Parmesan, Broccoli, Corn, Mushrooms",BBQ
20-159,2024-08-20,"Grilled Chicken, Bacon",MIX,NA,"Tomatoes, Onions, Jalapenos, Mushrooms, Breadcrumbs, Broccoli, Corn, Parmesan","Buffalo, Ranch, Hot Honey"
20-158,2024-08-20,"Brisket, Ham, Bacon",Alfredo,"Garlic Bread, Cheesy Garlic Bread, Cheesecake","Mushrooms, Breadcrumbs, Corn, Bell Peppers, Parmesan",Hot Honey
20-166,2024-08-20,Grilled Chicken,Cheddar,NA,"Parmesan, Jalapenos, Breadcrumbs, Onions","Buffalo, Hot Honey"
20-160,2024-08-20,Brisket,Alfredo,NA,NA,BBQ
20-165,2024-08-20,Grilled Chicken,Alfredo,NA,Onions,Buffalo
20-164,2024-08-20,Brisket,Cheddar,NA,Parmesan,NA
20-161,2024-08-20,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Bell Peppers, Parmesan",BBQ
20-168,2024-08-20,Brisket,Alfredo,NA,Broccoli,NA
20-169,2024-08-20,Brisket,Cheddar,NA,"Breadcrumbs, Pineapple, Broccoli, Parmesan",BBQ
20-170,2024-08-20,Bacon,"Alfredo, Pepper Jack",Cheesy Garlic Bread,"Tomatoes, Parmesan, Jalapenos, Breadcrumbs, Broccoli, Corn, Bell Peppers, Mushrooms","Buffalo, Garlic Parmesan"
20-171,2024-08-20,Bacon,"Pepper Jack, Cheddar","Garlic Bread, Cheesy Garlic Bread","Tomatoes, Onions, Breadcrumbs, Bell Peppers, Mushrooms","Garlic Parmesan, Pesto"
20-175,2024-08-20,"Grilled Chicken, Bacon",Cheddar,NA,Breadcrumbs,Ranch
20-172,2024-08-20,"Pulled Pork, Brisket",Alfredo,NA,"Mushrooms, Tomatoes, Pineapple, Onions","Hot Honey, Pesto"
20-173,2024-08-20,"Grilled Chicken, Brisket",Alfredo,NA,"Pineapple, Broccoli, Corn",Pesto
20-178,2024-08-20,"Grilled Chicken, Brisket",Alfredo,NA,"Pineapple, Mushrooms",Pesto
20-176,2024-08-20,"Grilled Chicken, Brisket",MIX,NA,"Tomatoes, Onions, Jalapenos, Corn, Mushrooms",Hot Honey
20-181,2024-08-20,Bacon,Cheddar,NA,"Tomatoes, Onions, Breadcrumbs, Corn, Bell Peppers, Mushrooms",Hot Honey
20-180,2024-08-20,"Grilled Chicken, Bacon","MIX, Cheddar",NA,Breadcrumbs,Buffalo
20-183,2024-08-20,Ham,Cheddar,NA,NA,NA
21-2,2024-08-21,"Ham, Bacon",MIX,Garlic Bread,"Parmesan, Tomatoes, Pineapple, Onions","Garlic Parmesan, BBQ"
21-3,2024-08-21,NA,Cheddar,NA,NA,Buffalo
21-6,2024-08-21,Grilled Chicken,Cheddar,Garlic Bread,"Onions, Parmesan, Broccoli, Corn, Bell Peppers, Mushrooms",BBQ
21-5,2024-08-21,NA,MIX,NA,"Parmesan, Bell Peppers, Corn, Mushrooms","Garlic Parmesan, Hot Honey"
21-4,2024-08-21,NA,MIX,NA,"Breadcrumbs, Broccoli, Corn, Bell Peppers, Mushrooms","Garlic Parmesan, Hot Honey"
21-7,2024-08-21,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs, Broccoli, Onions",Garlic Parmesan
21-8,2024-08-21,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
21-9,2024-08-21,"Grilled Chicken, Brisket",MIX,NA,"Tomatoes, Breadcrumbs, Broccoli, Bell Peppers, Onions","Buffalo, Garlic Parmesan"
21-10,2024-08-21,NA,MIX,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
21-11,2024-08-21,"Pulled Pork, Brisket","Pepper Jack, Cheddar",Cheesy Garlic Bread,"Tomatoes, Jalapenos, Broccoli, Bell Peppers, Mushrooms","Garlic Parmesan, BBQ, Pesto"
21-12,2024-08-21,NA,Alfredo,NA,"Pineapple, Breadcrumbs, Broccoli, Bell Peppers, Onions","Ranch, BBQ"
21-14,2024-08-21,Grilled Chicken,Alfredo,NA,"Parmesan, Bell Peppers, Onions",Ranch
21-13,2024-08-21,"Pulled Pork, Brisket",Cheddar,NA,"Tomatoes, Parmesan, Pineapple, Mushrooms, Breadcrumbs, Broccoli, Corn, Bell Peppers, Onions","Hot Honey, BBQ"
21-16,2024-08-21,Grilled Chicken,Cheddar,NA,Breadcrumbs,Pesto
21-15,2024-08-21,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Corn",Garlic Parmesan
21-17,2024-08-21,Grilled Chicken,MIX,Cheesy Garlic Bread,"Parmesan, Jalapenos, Mushrooms, Breadcrumbs, Broccoli, Corn, Bell Peppers, Onions",Garlic Parmesan
21-18,2024-08-21,Grilled Chicken,MIX,Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Corn, Parmesan",Garlic Parmesan
21-19,2024-08-21,Bacon,Alfredo,NA,"Bell Peppers, Tomatoes, Corn, Onions","Garlic Parmesan, Pesto"
21-20,2024-08-21,Bacon,Cheddar,NA,"Breadcrumbs, Tomatoes, Parmesan","Garlic Parmesan, Pesto"
