order number,date,meat,cheese,sides,toppings,sauce
13-166,2024-09-13,Brisket,Cheddar,NA,"Bell Peppers, Breadcrumbs",BBQ
13-167,2024-09-13,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",NA
13-169,2024-09-13,Brisket,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",BBQ
13-170,2024-09-13,Brisket,Cheddar,NA,"Bell Peppers, Breadcrumbs, Parmesan",Buffalo
14-3,2024-09-14,NA,Alfredo,NA,"Breadcrumbs, Parmesan","Garlic Parmesan, Pesto"
14-4,2024-09-14,NA,MIX,NA,"Pineapple, Corn, Parmesan, Mushrooms, Tomatoes","Garlic Parmesan, Ranch"
14-5,2024-09-14,NA,MIX,Large Chocolate Chunk Cookie,"Broccoli, Corn, Parmesan, Bell Peppers, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","Garlic Parmesan, Buffalo, Pesto, Ranch"
14-7,2024-09-14,"Bacon, Brisket",MIX,NA,NA,NA
14-9,2024-09-14,"Bacon, Brisket",Melted Cheddar,NA,NA,Hot Honey
14-8,2024-09-14,Brisket,Cheddar,Cheesy Garlic Bread,"Corn, Parmesan",BBQ
14-6,2024-09-14,Brisket,MIX,Any Bag Of Chips,"Onions, Parmesan, Breadcrumbs, Bell Peppers, Jalapenos",Pesto
14-10,2024-09-14,Brisket,MIX,NA,"Onions, Corn, Breadcrumbs, Mushrooms, Tomatoes","BBQ, Hot Honey"
14-12,2024-09-14,Grilled Chicken,Alfredo,Garlic Bread,"Breadcrumbs, Parmesan",NA
14-11,2024-09-14,Brisket,Pepper Jack,NA,"Onions, Corn, Breadcrumbs, Mushrooms, Tomatoes","BBQ, Hot Honey"
14-13,2024-09-14,Grilled Chicken,Cheddar,NA,NA,BBQ
14-14,2024-09-14,Pulled Pork,MIX,Cheesy Garlic Bread,"Breadcrumbs, Onions",BBQ
14-15,2024-09-14,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",NA
14-16,2024-09-14,NA,MIX,NA,"Broccoli, Breadcrumbs, Parmesan","Garlic Parmesan, Ranch"
14-17,2024-09-14,Brisket,Cheddar,"Cheesy Garlic Bread, Cheesecake","Broccoli, Onions, Parmesan, Breadcrumbs, Bell Peppers, Tomatoes, Jalapenos",Buffalo
14-18,2024-09-14,Brisket,Melted Parmesan,NA,NA,BBQ
14-19,2024-09-14,Bacon,Cheddar,Cheesy Garlic Bread,"Broccoli, Breadcrumbs, Parmesan",BBQ
14-20,2024-09-14,Grilled Chicken,Cheddar,Cheesecake,Parmesan,"Pesto, Ranch"
14-22,2024-09-14,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Jalapenos",BBQ
14-21,2024-09-14,"Bacon, Brisket, Grilled Chicken","Cheddar Mac, Melted Cheddar, Cheddar","Side Mac, Garlic Bread","Tomatoes, Broccoli, Breadcrumbs, Parmesan","Garlic Parmesan, Pesto"
14-23,2024-09-14,NA,Cheddar,NA,"Tomatoes, Bell Peppers",Garlic Parmesan
14-24,2024-09-14,Grilled Chicken,Cheddar,NA,"Mushrooms, Tomatoes, Onions",Garlic Parmesan
14-26,2024-09-14,Pulled Pork,Cheddar,Side Mac,Breadcrumbs,BBQ
14-27,2024-09-14,Brisket,Cheddar,NA,"Breadcrumbs, Corn, Parmesan","BBQ, Ranch"
14-25,2024-09-14,"Bacon, Brisket",Cheddar,NA,"Breadcrumbs, Parmesan","BBQ, Buffalo"
14-29,2024-09-14,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",NA
14-28,2024-09-14,"Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,NA,NA
14-30,2024-09-14,Bacon,Cheddar,NA,"Bell Peppers, Breadcrumbs",NA
14-31,2024-09-14,Ham,Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan",BBQ
14-32,2024-09-14,"Bacon, Brisket",Cheddar,Garlic Bread,"Broccoli, Parmesan",BBQ
14-33,2024-09-14,"Ham, Brisket",Cheddar,NA,"Parmesan, Breadcrumbs, Onions",Pesto
14-34,2024-09-14,"Bacon, Grilled Chicken",Cheddar,Garlic Bread,"Tomatoes, Breadcrumbs",Buffalo
14-36,2024-09-14,Grilled Chicken,MIX,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
14-37,2024-09-14,"Bacon, Brisket",Cheddar,Garlic Bread,"Parmesan, Tomatoes, Breadcrumbs, Onions",Garlic Parmesan
14-38,2024-09-14,NA,Cheddar,NA,"Mushrooms, Breadcrumbs, Broccoli, Tomatoes",Garlic Parmesan
14-39,2024-09-14,Brisket,Pepper Jack,"Doritos, Large Chocolate Chunk Cookie",Breadcrumbs,BBQ
14-40,2024-09-14,"Bacon, Ham, Grilled Chicken",Cheddar,Cheesecake,"Broccoli, Onions, Corn, Parmesan, Breadcrumbs",BBQ
14-42,2024-09-14,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Parmesan",Ranch
14-43,2024-09-14,Grilled Chicken,Alfredo,NA,"Onions, Corn, Parmesan, Breadcrumbs, Tomatoes",Garlic Parmesan
14-44,2024-09-14,Grilled Chicken,MIX,NA,"Parmesan, Breadcrumbs, Corn, Onions","BBQ, Pesto"
14-46,2024-09-14,"Brisket, Grilled Chicken",MIX,NA,"Onions, Corn, Bell Peppers, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","Garlic Parmesan, Pesto"
14-47,2024-09-14,Grilled Chicken,Alfredo,NA,"Mushrooms, Broccoli, Corn, Onions",Buffalo
14-48,2024-09-14,Bacon,Cheddar,NA,"Broccoli, Breadcrumbs",BBQ
14-49,2024-09-14,Brisket,Cheddar,NA,"Breadcrumbs, Broccoli, Bell Peppers, Onions",BBQ
14-50,2024-09-14,NA,Melted Cheddar,Side Mac,NA,NA
14-51,2024-09-14,Grilled Chicken,Alfredo,NA,Broccoli,Pesto
14-52,2024-09-14,NA,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
14-53,2024-09-14,"Bacon, Brisket",Cheddar,NA,"Onions, Bell Peppers, Parmesan, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","BBQ, Buffalo"
14-55,2024-09-14,Grilled Chicken,Alfredo,NA,"Parmesan, Breadcrumbs, Corn, Jalapenos",Garlic Parmesan
14-54,2024-09-14,Pulled Pork,MIX,NA,"Onions, Corn, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers",Pesto
14-56,2024-09-14,Bacon,Cheddar,NA,"Broccoli, Onions, Pineapple, Corn, Parmesan, Mushrooms, Bell Peppers, Tomatoes","Garlic Parmesan, Pesto"
14-57,2024-09-14,Bacon,Cheddar,NA,"Pineapple, Tomatoes, Breadcrumbs, Parmesan","Garlic Parmesan, Ranch"
14-58,2024-09-14,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
14-59,2024-09-14,"Brisket, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Onions, Breadcrumbs, Jalapenos",NA
14-60,2024-09-14,NA,Cheddar,NA,Parmesan,Garlic Parmesan
14-63,2024-09-14,"Bacon, Grilled Chicken",MIX,NA,"Mushrooms, Jalapenos, Breadcrumbs, Parmesan",Garlic Parmesan
14-64,2024-09-14,"Bacon, Brisket",MIX,NA,"Parmesan, Jalapenos",Buffalo
14-66,2024-09-14,Brisket,Pepper Jack,"Cheesy Garlic Bread, Cheesecake","Broccoli, Onions, Bell Peppers, Tomatoes, Jalapenos","BBQ, Ranch"
14-65,2024-09-14,"Bacon, Brisket, Grilled Chicken",Cheddar,Garlic Bread,"Bell Peppers, Breadcrumbs, Corn, Parmesan","BBQ, Hot Honey"
14-69,2024-09-14,Brisket,Cheddar,NA,NA,BBQ
14-67,2024-09-14,Grilled Chicken,MIX,NA,Breadcrumbs,NA
14-68,2024-09-14,"Bacon, Brisket",Cheddar,NA,NA,BBQ
14-70,2024-09-14,Ham,"MIX, Cheddar",NA,"Tomatoes, Bell Peppers, Mushrooms, Breadcrumbs",Buffalo
14-72,2024-09-14,NA,"Melted Cheddar, Alfredo Mac",Any Bag Of Chips,"Breadcrumbs, Parmesan",NA
14-71,2024-09-14,Grilled Chicken,"Melted Cheddar, Alfredo Mac",NA,NA,Buffalo
14-73,2024-09-14,Pulled Pork,Pepper Jack,NA,"Bell Peppers, Corn, Onions",BBQ
14-74,2024-09-14,NA,NA,Garlic Bread,NA,NA
14-75,2024-09-14,NA,NA,Cheesecake,NA,NA
14-76,2024-09-14,Bacon,"Melted Parmesan, Alfredo Mac",NA,Parmesan,Ranch
14-78,2024-09-14,Brisket,Cheddar,NA,"Mushrooms, Breadcrumbs, Parmesan",NA
14-77,2024-09-14,NA,MIX,Any Bag Of Chips,"Breadcrumbs, Parmesan",Garlic Parmesan
14-79,2024-09-14,Grilled Chicken,Cheddar,NA,"Corn, Onions","BBQ, Hot Honey"
14-80,2024-09-14,Grilled Chicken,MIX,NA,"Parmesan, Bell Peppers, Breadcrumbs, Tomatoes, Jalapenos","BBQ, Hot Honey"
14-81,2024-09-14,Brisket,"Cheddar Mac, Melted Cheddar, Cheddar","Cheesy Garlic Bread, Garlic Bread, Any Bag Of Chips",Corn,NA
14-82,2024-09-14,"Brisket, Grilled Chicken","Alfredo, Cheddar",NA,"Corn, Parmesan",BBQ
14-83,2024-09-14,Brisket,"Melted Cheddar, Cheddar",Cheesy Garlic Bread,"Broccoli, Breadcrumbs, Corn, Parmesan","Hot Honey, Buffalo"
14-84,2024-09-14,NA,MIX,NA,"Parmesan, Breadcrumbs, Jalapenos",Hot Honey
14-86,2024-09-14,NA,MIX,NA,"Breadcrumbs, Parmesan",Hot Honey
14-85,2024-09-14,Bacon,Pepper Jack,NA,Breadcrumbs,Garlic Parmesan
14-87,2024-09-14,Brisket,"Alfredo, Cheddar",Cheesy Garlic Bread,"Corn, Parmesan, Breadcrumbs, Mushrooms, Tomatoes","Garlic Parmesan, Ranch, Pesto"
14-88,2024-09-14,Bacon,"Cheddar Mac, Melted Pepper Jack",Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
14-89,2024-09-14,"Pulled Pork, Brisket","Melted Cheddar, Cheddar","Cheesy Garlic Bread, Garlic Bread","Breadcrumbs, Parmesan",BBQ
14-90,2024-09-14,"Pulled Pork, Grilled Chicken",MIX,Cheesy Garlic Bread,"Tomatoes, Breadcrumbs, Parmesan",Garlic Parmesan
14-91,2024-09-14,"Bacon, Brisket","Pepper Jack, Cheddar",Cheesy Garlic Bread,"Broccoli, Onions, Corn, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Tomatoes, Jalapenos","BBQ, Pesto"
14-92,2024-09-14,Brisket,Pepper Jack,NA,"Pineapple, Breadcrumbs","BBQ, Hot Honey"
14-93,2024-09-14,NA,Alfredo,NA,Corn,Ranch
14-95,2024-09-14,Brisket,MIX,NA,Jalapenos,Hot Honey
14-96,2024-09-14,NA,Cheddar,NA,"Mushrooms, Tomatoes, Bell Peppers",NA
14-97,2024-09-14,Brisket,Alfredo,Cheesy Garlic Bread,"Bell Peppers, Onions",Hot Honey
14-98,2024-09-14,Brisket,"Cheddar Mac, Melted Cheddar",NA,NA,BBQ
14-99,2024-09-14,Grilled Chicken,Pepper Jack,NA,"Onions, Parmesan, Bell Peppers, Breadcrumbs, Tomatoes, Jalapenos","Hot Honey, Buffalo"
14-100,2024-09-14,NA,"Pepper Jack Mac, Melted Cheddar",NA,"Jalapenos, Parmesan, Onions","Garlic Parmesan, Ranch"
14-101,2024-09-14,NA,"Cheddar Mac, Melted Pepper Jack",NA,"Tomatoes, Corn, Jalapenos","Garlic Parmesan, Ranch"
14-102,2024-09-14,Grilled Chicken,MIX,Cheesy Garlic Bread,"Broccoli, Onions, Corn, Parmesan, Breadcrumbs, Mushrooms",Garlic Parmesan
14-103,2024-09-14,"Pulled Pork, Ham",MIX,NA,"Breadcrumbs, Corn, Parmesan","Garlic Parmesan, Hot Honey"
14-105,2024-09-14,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Parmesan","Garlic Parmesan, Pesto"
14-106,2024-09-14,Brisket,Alfredo,NA,"Broccoli, Breadcrumbs",Garlic Parmesan
14-107,2024-09-14,NA,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
14-110,2024-09-14,Brisket,Alfredo,Garlic Bread,NA,BBQ
14-111,2024-09-14,NA,NA,Cheesecake,NA,NA
14-108,2024-09-14,Brisket,MIX,NA,"Broccoli, Onions, Pineapple, Corn, Bell Peppers, Parmesan, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos",NA
14-109,2024-09-14,Brisket,MIX,NA,"Broccoli, Onions, Pineapple, Corn, Bell Peppers, Parmesan, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","Garlic Parmesan, BBQ"
14-112,2024-09-14,NA,Cheddar,NA,"Broccoli, Corn, Parmesan",NA
14-113,2024-09-14,NA,Cheddar,NA,"Broccoli, Corn, Parmesan, Breadcrumbs, Mushrooms",NA
14-114,2024-09-14,NA,MIX,NA,"Mushrooms, Tomatoes, Corn, Jalapenos",Garlic Parmesan
14-116,2024-09-14,NA,Cheddar,NA,"Broccoli, Breadcrumbs, Corn, Parmesan","Garlic Parmesan, Hot Honey"
14-115,2024-09-14,NA,Cheddar,NA,"Bell Peppers, Onions",Garlic Parmesan
14-118,2024-09-14,NA,"Cheddar Mac, Melted Cheddar",Cheesecake,Jalapenos,NA
14-119,2024-09-14,NA,Cheddar,NA,"Tomatoes, Parmesan",Garlic Parmesan
14-117,2024-09-14,NA,Cheddar,Cheesy Garlic Bread,Parmesan,NA
14-120,2024-09-14,NA,MIX,NA,"Onions, Parmesan, Bell Peppers, Breadcrumbs, Mushrooms, Tomatoes","Garlic Parmesan, BBQ"
14-122,2024-09-14,NA,Cheddar,NA,NA,NA
14-121,2024-09-14,Ham,Cheddar,NA,NA,NA
14-123,2024-09-14,"Bacon, Pulled Pork, Brisket",MIX,NA,"Broccoli, Breadcrumbs, Parmesan","BBQ, Hot Honey"
14-124,2024-09-14,"Ham, Brisket, Grilled Chicken",Cheddar,NA,"Broccoli, Tomatoes","BBQ, Hot Honey"
14-125,2024-09-14,NA,Cheddar,NA,NA,BBQ
14-126,2024-09-14,Bacon,Cheddar,Cheesy Garlic Bread,"Broccoli, Onions, Corn, Parmesan, Jalapenos",Ranch
14-128,2024-09-14,Bacon,Alfredo,Cheesy Garlic Bread,"Pineapple, Corn, Parmesan, Breadcrumbs, Mushrooms","Garlic Parmesan, BBQ, Ranch"
14-127,2024-09-14,Grilled Chicken,MIX,NA,"Mushrooms, Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
14-129,2024-09-14,Grilled Chicken,MIX,Cheesecake,"Onions, Parmesan, Breadcrumbs, Bell Peppers, Jalapenos","Garlic Parmesan, Ranch"
14-130,2024-09-14,Brisket,"Melted Cheddar, Cheddar",Cheesy Garlic Bread,"Breadcrumbs, Corn, Onions",BBQ
14-131,2024-09-14,NA,Pepper Jack,Cheesy Garlic Bread,"Pineapple, Corn, Parmesan, Breadcrumbs, Mushrooms, Jalapenos",Pesto
14-133,2024-09-14,Brisket,Cheddar,Any Bag Of Chips,NA,Pesto
14-132,2024-09-14,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Buffalo
14-135,2024-09-14,"Ham, Grilled Chicken","Alfredo, Cheddar",NA,"Mushrooms, Parmesan, Broccoli, Onions",Garlic Parmesan
14-136,2024-09-14,Bacon,Melted Cheddar,Side Mac,NA,NA
14-134,2024-09-14,"Bacon, Pulled Pork",Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Corn, Parmesan",Garlic Parmesan
14-137,2024-09-14,"Bacon, Grilled Chicken",MIX,Cheesy Garlic Bread,Parmesan,Garlic Parmesan
14-140,2024-09-14,Pulled Pork,Cheddar,NA,NA,NA
14-141,2024-09-14,Brisket,Cheddar,NA,Breadcrumbs,BBQ
14-138,2024-09-14,"Brisket, Grilled Chicken",MIX,Cheesecake,"Broccoli, Onions, Breadcrumbs, Bell Peppers, Jalapenos","Garlic Parmesan, BBQ, Hot Honey"
14-142,2024-09-14,NA,Cheddar,NA,NA,NA
14-139,2024-09-14,Brisket,"MIX, Cheddar",Cheesy Garlic Bread,"Breadcrumbs, Corn, Parmesan",Garlic Parmesan
14-145,2024-09-14,Pulled Pork,Cheddar,NA,"Onions, Parmesan, Breadcrumbs, Mushrooms, Jalapenos","Garlic Parmesan, Pesto"
14-143,2024-09-14,Bacon,Alfredo,NA,NA,NA
14-144,2024-09-14,NA,NA,Cheesecake,NA,NA
14-147,2024-09-14,NA,NA,Cheesecake,NA,NA
14-150,2024-09-14,Bacon,"Melted Cheddar, Cheddar",NA,"Parmesan, Tomatoes, Breadcrumbs, Jalapenos",Buffalo
14-152,2024-09-14,NA,Cheddar,NA,"Broccoli, Onions, Parmesan, Mushrooms, Tomatoes, Jalapenos","Buffalo, Ranch"
14-148,2024-09-14,NA,MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Jalapenos",NA
14-153,2024-09-14,"Bacon, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Corn, Parmesan",Garlic Parmesan
14-151,2024-09-14,NA,MIX,NA,"Onions, Parmesan, Bell Peppers, Breadcrumbs, Tomatoes, Jalapenos",Garlic Parmesan
14-155,2024-09-14,"Brisket, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan","BBQ, Hot Honey"
14-156,2024-09-14,"Bacon, Grilled Chicken",Cheddar,NA,"Broccoli, Onions, Pineapple, Breadcrumbs, Tomatoes","Garlic Parmesan, Buffalo"
14-159,2024-09-14,Grilled Chicken,MIX,Any Bag Of Chips,"Jalapenos, Bell Peppers, Breadcrumbs, Onions","Garlic Parmesan, Buffalo"
14-157,2024-09-14,NA,MIX,Cheesy Garlic Bread,"Mushrooms, Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
14-158,2024-09-14,Brisket,MIX,Cheesecake,"Broccoli, Onions, Parmesan, Breadcrumbs, Jalapenos","Buffalo, Ranch"
14-162,2024-09-14,Ham,Cheddar,NA,Onions,NA
14-163,2024-09-14,Pulled Pork,Alfredo,Large Chocolate Chunk Cookie,Corn,"Garlic Parmesan, BBQ"
14-161,2024-09-14,NA,Cheddar,NA,"Onions, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Jalapenos",Garlic Parmesan
15-1,2024-09-15,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",BBQ
15-2,2024-09-15,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Parmesan","Buffalo, Ranch"
15-3,2024-09-15,NA,NA,Side Mac,NA,NA
15-4,2024-09-15,Brisket,Cheddar,NA,NA,NA
15-6,2024-09-15,NA,MIX,Cheesecake,"Onions, Corn, Parmesan, Breadcrumbs, Mushrooms, Jalapenos","Garlic Parmesan, Buffalo, Pesto"
15-5,2024-09-15,Brisket,MIX,NA,Parmesan,Ranch
15-7,2024-09-15,"Bacon, Brisket, Grilled Chicken",Cheddar,Garlic Bread,Breadcrumbs,BBQ
15-10,2024-09-15,Pulled Pork,Cheddar,Garlic Bread,Breadcrumbs,BBQ
15-8,2024-09-15,Grilled Chicken,MIX,NA,"Jalapenos, Breadcrumbs, Onions",Ranch
15-9,2024-09-15,NA,MIX,NA,Breadcrumbs,Garlic Parmesan
15-11,2024-09-15,Grilled Chicken,Alfredo,Garlic Bread,Jalapenos,Ranch
15-12,2024-09-15,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Mushrooms, Jalapenos, Parmesan, Onions","Buffalo, Ranch"
15-13,2024-09-15,"Bacon, Pulled Pork, Brisket, Grilled Chicken","MIX, Cheddar",NA,"Bell Peppers, Breadcrumbs, Corn, Parmesan","Garlic Parmesan, Hot Honey"
15-14,2024-09-15,Grilled Chicken,"MIX, Cheddar",NA,"Pineapple, Corn, Parmesan","Garlic Parmesan, Ranch"
15-16,2024-09-15,NA,MIX,Cheesy Garlic Bread,"Broccoli, Pineapple, Parmesan, Mushrooms, Tomatoes, Jalapenos",Pesto
15-18,2024-09-15,Grilled Chicken,Cheddar,NA,Broccoli,BBQ
15-17,2024-09-15,NA,"MIX, Cheddar",Garlic Bread,Breadcrumbs,Garlic Parmesan
15-21,2024-09-15,NA,Cheddar,"Cheesy Garlic Bread, Cheesecake","Corn, Parmesan, Breadcrumbs, Mushrooms, Tomatoes","Garlic Parmesan, Hot Honey, Ranch"
15-19,2024-09-15,Bacon,Cheddar,NA,"Parmesan, Breadcrumbs, Onions","Garlic Parmesan, Ranch"
15-20,2024-09-15,Bacon,Cheddar,NA,Onions,Garlic Parmesan
15-22,2024-09-15,Grilled Chicken,MIX,NA,"Onions, Parmesan, Bell Peppers, Breadcrumbs, Tomatoes",Garlic Parmesan
15-23,2024-09-15,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs, Corn, Onions","Garlic Parmesan, BBQ"
15-24,2024-09-15,Brisket,Melted Cheddar,NA,Onions,BBQ
15-25,2024-09-15,NA,Alfredo,NA,NA,NA
15-27,2024-09-15,Pulled Pork,Cheddar,NA,"Corn, Jalapenos","BBQ, Buffalo, Ranch"
15-29,2024-09-15,"Bacon, Brisket",Cheddar,NA,Parmesan,Garlic Parmesan
15-28,2024-09-15,"Pulled Pork, Brisket",Cheddar,NA,"Corn, Onions",BBQ
15-30,2024-09-15,Bacon,Cheddar,Garlic Bread,"Mushrooms, Parmesan",NA
15-31,2024-09-15,Grilled Chicken,"Alfredo, Pepper Jack",Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Buffalo
15-33,2024-09-15,"Bacon, Grilled Chicken",MIX,Cheesy Garlic Bread,"Jalapenos, Parmesan, Breadcrumbs, Onions",Garlic Parmesan
15-34,2024-09-15,"Brisket, Grilled Chicken",MIX,NA,"Breadcrumbs, Parmesan",NA
15-35,2024-09-15,"Bacon, Grilled Chicken",MIX,Cheesy Garlic Bread,"Jalapenos, Parmesan, Onions","Buffalo, Ranch"
15-32,2024-09-15,Brisket,MIX,Cheesy Garlic Bread,"Jalapenos, Bell Peppers, Parmesan, Onions",NA
15-36,2024-09-15,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",Buffalo
15-37,2024-09-15,NA,Cheddar,NA,Parmesan,Garlic Parmesan
15-39,2024-09-15,Ham,Cheddar,Cheesy Garlic Bread,"Pineapple, Corn, Parmesan, Breadcrumbs, Mushrooms","Garlic Parmesan, Pesto"
15-38,2024-09-15,Grilled Chicken,Alfredo,NA,"Tomatoes, Breadcrumbs, Parmesan",Garlic Parmesan
15-41,2024-09-15,NA,MIX,NA,Parmesan,Garlic Parmesan
15-42,2024-09-15,"Bacon, Grilled Chicken","Cheddar Mac, MIX, Cheddar, Melted Cheddar",NA,"Broccoli, Onions, Pineapple, Corn, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers, Tomatoes, Jalapenos","Garlic Parmesan, BBQ, Pesto, Ranch"
15-43,2024-09-15,Grilled Chicken,Pepper Jack,NA,"Jalapenos, Breadcrumbs, Corn, Onions",BBQ
15-44,2024-09-15,Brisket,Cheddar,Garlic Bread,"Mushrooms, Breadcrumbs, Broccoli, Tomatoes","Buffalo, Ranch"
15-45,2024-09-15,Brisket,Pepper Jack,Garlic Bread,"Corn, Parmesan, Breadcrumbs, Tomatoes, Jalapenos",Ranch
15-47,2024-09-15,Bacon,Cheddar,NA,Breadcrumbs,NA
15-46,2024-09-15,Grilled Chicken,Cheddar,NA,NA,BBQ
15-48,2024-09-15,Bacon,Cheddar,NA,Breadcrumbs,Buffalo
15-49,2024-09-15,Grilled Chicken,Cheddar,NA,Jalapenos,"Buffalo, Ranch"
15-51,2024-09-15,Grilled Chicken,Cheddar,NA,Corn,NA
15-52,2024-09-15,Brisket,MIX,NA,"Breadcrumbs, Jalapenos",Buffalo
15-53,2024-09-15,"Pulled Pork, Brisket",MIX,NA,"Corn, Parmesan, Breadcrumbs, Tomatoes, Jalapenos","BBQ, Ranch"
15-59,2024-09-15,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Tomatoes, Breadcrumbs, Parmesan",Hot Honey
15-58,2024-09-15,Grilled Chicken,Cheddar,NA,"Onions, Corn, Parmesan, Breadcrumbs, Tomatoes, Jalapenos","Garlic Parmesan, Pesto, Ranch"
15-60,2024-09-15,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
15-62,2024-09-15,Bacon,Alfredo,NA,"Mushrooms, Tomatoes, Breadcrumbs, Parmesan",Garlic Parmesan
15-63,2024-09-15,"Pulled Pork, Brisket","Alfredo, Cheddar",NA,"Broccoli, Pineapple, Corn, Parmesan, Mushrooms, Tomatoes",Garlic Parmesan
15-64,2024-09-15,Pulled Pork,Cheddar,NA,Parmesan,"BBQ, Ranch"
15-67,2024-09-15,"Bacon, Brisket",Cheddar,Doritos,Breadcrumbs,NA
15-65,2024-09-15,Brisket,Pepper Jack,NA,"Mushrooms, Jalapenos",Buffalo
15-68,2024-09-15,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Parmesan",Ranch
15-69,2024-09-15,NA,MIX,NA,Parmesan,"Garlic Parmesan, Ranch"
15-70,2024-09-15,Grilled Chicken,"Melted Cheddar, MIX, Alfredo Mac",Cheesy Garlic Bread,"Breadcrumbs, Corn",Garlic Parmesan
15-71,2024-09-15,Grilled Chicken,Cheddar,NA,Parmesan,Pesto
15-72,2024-09-15,Grilled Chicken,Cheddar,NA,"Parmesan, Breadcrumbs, Jalapenos","Garlic Parmesan, BBQ"
15-73,2024-09-15,Brisket,Cheddar,Large Chocolate Chunk Cookie,Breadcrumbs,BBQ
15-74,2024-09-15,Bacon,Cheddar,NA,"Onions, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers","Garlic Parmesan, Buffalo"
15-75,2024-09-15,Brisket,Cheddar,NA,Onions,NA
15-76,2024-09-15,Grilled Chicken,"MIX, Cheddar",NA,Parmesan,Garlic Parmesan
15-77,2024-09-15,Brisket,MIX,NA,"Broccoli, Onions, Parmesan, Bell Peppers, Breadcrumbs, Mushrooms, Tomatoes, Jalapenos","Garlic Parmesan, Pesto"
15-81,2024-09-15,"Bacon, Brisket","Cheddar Mac, Melted Cheddar",Side Mac,"Breadcrumbs, Parmesan",NA
15-80,2024-09-15,Grilled Chicken,Cheddar,Lays Barbecue,NA,Buffalo
15-79,2024-09-15,"Bacon, Grilled Chicken",Alfredo,NA,Broccoli,NA
15-82,2024-09-15,NA,Melted Pepper Jack,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs, Mushrooms, Bell Peppers",Buffalo
15-84,2024-09-15,NA,Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
15-83,2024-09-15,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",Ranch
15-86,2024-09-15,Bacon,Cheddar,Cheesy Garlic Bread,"Broccoli, Corn, Onions",NA
15-88,2024-09-15,Brisket,Pepper Jack,NA,Breadcrumbs,Hot Honey
15-87,2024-09-15,Bacon,Cheddar,Garlic Bread,"Broccoli, Corn",NA
15-89,2024-09-15,Grilled Chicken,Cheddar,NA,"Corn, Parmesan, Breadcrumbs, Mushrooms, Jalapenos","Buffalo, Ranch"
15-90,2024-09-15,Grilled Chicken,Cheddar,NA,Parmesan,Buffalo
15-91,2024-09-15,Grilled Chicken,Cheddar,NA,"Parmesan, Bell Peppers, Jalapenos","Garlic Parmesan, Hot Honey, Buffalo, Pesto"
15-92,2024-09-15,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Jalapenos",Garlic Parmesan
