order number,date,meat,cheese,sides,toppings,sauce
7-53,2024-06-07,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Parmesan",BBQ
7-55,2024-06-07,NA,NA,Cheesecake,NA,NA
7-56,2024-06-07,Bacon,MIX,NA,"Breadcrumbs, Parmesan",Ranch
7-62,2024-06-07,Brisket,Cheddar,NA,"Breadcrumbs, Tomatoes, Bell Peppers, Broccoli, Pineapple, Onions, Mushrooms, Corn","Pesto, Garlic Parmesan"
7-63,2024-06-07,Bacon,Alfredo,NA,"Jalapenos, Breadcrumbs, Parmesan",Pesto
7-64,2024-06-07,"Brisket, Bacon, Grilled Chicken","Melted Pepper Jack, Cheddar, Cheddar Mac",Cheesy Garlic Bread,"Breadcrumbs, Jalapenos, Onions, Mushrooms, Parmesan","Hot Honey, Garlic Parmesan"
7-65,2024-06-07,"Bacon, Grilled Chicken","Alfredo, Melted Parmesan, Cheddar Mac, MIXED Melted Cheese",Garlic Bread,"Breadcrumbs, Parmesan",Pesto
7-66,2024-06-07,Brisket,Pepper Jack,NA,Jalapenos,BBQ
7-67,2024-06-07,"Bacon, Grilled Chicken",MIX,Cheesy Garlic Bread,"Corn, Parmesan, Broccoli","Buffalo, Ranch"
7-68,2024-06-07,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Corn, Onions","Ranch, BBQ"
7-70,2024-06-07,Brisket,Cheddar,NA,Breadcrumbs,NA
7-71,2024-06-07,"Ham, Bacon, Grilled Chicken",Pepper Jack,Cheesy Garlic Bread,NA,Hot Honey
7-73,2024-06-07,NA,Cheddar,Cheesy Garlic Bread,Parmesan,"Buffalo, BBQ"
7-74,2024-06-07,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Onions, Broccoli",Garlic Parmesan
7-72,2024-06-07,Grilled Chicken,Cheddar,NA,Corn,Ranch
7-75,2024-06-07,NA,NA,"Cheesy Garlic Bread, Side Mac",NA,NA
7-77,2024-06-07,"Bacon, Grilled Chicken","Cheddar, Melted Cheddar","Cheesy Garlic Bread, Cheesecake","Breadcrumbs, Parmesan, Broccoli","Ranch, Garlic Parmesan"
7-78,2024-06-07,"Bacon, Grilled Chicken",Cheddar,NA,Jalapenos,"Hot Honey, Garlic Parmesan"
7-79,2024-06-07,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Bell Peppers, Jalapenos, Parmesan",Hot Honey
7-80,2024-06-07,Grilled Chicken,"Pepper Jack, Alfredo",NA,"Bell Peppers, Jalapenos, Broccoli, Onions, Mushrooms",NA
7-81,2024-06-07,"Pulled Pork, Ham, Brisket, Bacon","Cheddar, Melted Cheddar",Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Parmesan","BBQ, Hot Honey, Garlic Parmesan"
7-82,2024-06-07,NA,Cheddar,NA,NA,NA
7-84,2024-06-07,"Ham, Bacon",Cheddar,NA,"Breadcrumbs, Broccoli, Onions, Mushrooms, Corn, Parmesan","Ranch, Garlic Parmesan"
7-85,2024-06-07,Bacon,Alfredo,Cheesecake,NA,NA
7-86,2024-06-07,Bacon,Cheddar,NA,"Breadcrumbs, Corn, Parmesan, Broccoli",NA
7-87,2024-06-07,"Pulled Pork, Brisket",Cheddar,Cheesecake,"Parmesan, Broccoli","Buffalo, Ranch"
8-1,2024-06-08,Brisket,Pepper Jack,"Garlic Bread, Cheesy Garlic Bread","Breadcrumbs, Bell Peppers",BBQ
8-3,2024-06-08,"Ham, Grilled Chicken",Melted Cheddar,Side Mac,Parmesan,"Ranch, Hot Honey"
8-5,2024-06-08,Brisket,"Pepper Jack, Cheddar",Cheesecake,"Jalapenos, Breadcrumbs, Corn, Bell Peppers","Ranch, BBQ"
8-6,2024-06-08,NA,Pepper Jack,Garlic Bread,"Breadcrumbs, Corn","Pesto, Garlic Parmesan"
8-7,2024-06-08,Brisket,Pepper Jack,NA,"Jalapenos, Breadcrumbs, Parmesan, Onions",NA
8-8,2024-06-08,Grilled Chicken,Pepper Jack,NA,"Jalapenos, Corn, Onions",Ranch
8-9,2024-06-08,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Bell Peppers, Jalapenos, Onions, Corn",Garlic Parmesan
8-10,2024-06-08,NA,Pepper Jack,Cheesy Garlic Bread,"Tomatoes, Broccoli, Jalapenos, Mushrooms, Parmesan",Garlic Parmesan
8-12,2024-06-08,"Pulled Pork, Brisket",Pepper Jack,NA,"Jalapenos, Breadcrumbs, Parmesan","Ranch, Hot Honey, Garlic Parmesan"
8-14,2024-06-08,Bacon,"Alfredo Mac, Melted Cheddar",Cheesecake,"Tomatoes, Onions",Garlic Parmesan
8-15,2024-06-08,Brisket,Cheddar,NA,"Jalapenos, Mushrooms, Onions, Bell Peppers",BBQ
8-13,2024-06-08,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan","Buffalo, Garlic Parmesan"
8-11,2024-06-08,"Brisket, Grilled Chicken","Cheddar, Pepper Jack",NA,"Jalapenos, Onions","Buffalo, BBQ"
8-17,2024-06-08,Bacon,Pepper Jack,Garlic Bread,"Breadcrumbs, Bell Peppers, Broccoli",Pesto
8-19,2024-06-08,NA,Alfredo,NA,NA,Pesto
8-21,2024-06-08,Bacon,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",Ranch
8-20,2024-06-08,"Ham, Bacon","Pepper Jack, Alfredo",Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Broccoli",Garlic Parmesan
8-22,2024-06-08,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Tomatoes, Onions, Mushrooms, Corn, Parmesan",Pesto
8-23,2024-06-08,"Bacon, Grilled Chicken","Cheddar, Melted Cheddar, Cheddar Mac",NA,"Breadcrumbs, Parmesan",Garlic Parmesan
8-25,2024-06-08,"Brisket, Grilled Chicken","Cheddar, Pepper Jack",NA,"Breadcrumbs, Bell Peppers, Broccoli, Mushrooms, Parmesan","Ranch, BBQ"
8-26,2024-06-08,"Bacon, Grilled Chicken","Pepper Jack, Cheddar",Cheesy Garlic Bread,"Breadcrumbs, Parmesan, Onions, Broccoli","Hot Honey, Garlic Parmesan"
8-24,2024-06-08,Brisket,"Pepper Jack, Cheddar",Cheesy Garlic Bread,"Broccoli, Jalapenos, Mushrooms, Corn, Parmesan","Buffalo, Ranch, BBQ"
8-28,2024-06-08,"Pulled Pork, Brisket, Bacon, Grilled Chicken","Pepper Jack, Melted Cheddar, Cheddar Mac",NA,"Breadcrumbs, Pineapple, Parmesan","Buffalo, BBQ, Ranch"
8-29,2024-06-08,"Pulled Pork, Brisket",Alfredo,NA,"Jalapenos, Breadcrumbs, Corn, Parmesan","Ranch, BBQ"
8-31,2024-06-08,"Pulled Pork, Brisket",Cheddar,Garlic Bread,"Breadcrumbs, Bell Peppers, Onions, Corn, Parmesan",BBQ
8-30,2024-06-08,Grilled Chicken,Cheddar,Any Bag Of Chips,NA,NA
8-32,2024-06-08,Brisket,"Pepper Jack, Cheddar",Cheesy Garlic Bread,"Tomatoes, Parmesan, Onions, Broccoli",BBQ
8-33,2024-06-08,NA,NA,Cheesecake,NA,NA
8-38,2024-06-08,Brisket,"Alfredo Mac, Melted Cheddar, Melted Parmesan",NA,"Tomatoes, Broccoli, Jalapenos, Onions, Mushrooms","Buffalo, BBQ"
8-39,2024-06-08,"Brisket, Ham, Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Parmesan, Onions","BBQ, Garlic Parmesan"
8-34,2024-06-08,"Brisket, Bacon, Grilled Chicken","Pepper Jack, Cheddar, Alfredo, Melted Pepper Jack","Cheesy Garlic Bread, Any Bag Of Chips","Breadcrumbs, Tomatoes, Bell Peppers, Jalapenos, Pineapple, Onions, Corn, Parmesan","Garlic Parmesan, Buffalo, Ranch, Pesto, BBQ"
8-40,2024-06-08,"Pulled Pork, Brisket, Bacon","Cheddar, Pepper Jack",NA,"Breadcrumbs, Tomatoes, Corn, Onions",BBQ
8-41,2024-06-08,"Pulled Pork, Brisket",Pepper Jack,"Cheesy Garlic Bread, Doritos","Breadcrumbs, Bell Peppers, Broccoli, Jalapenos, Onions, Corn, Parmesan","BBQ, Hot Honey"
8-42,2024-06-08,"Brisket, Bacon","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Jalapenos, Mushrooms, Parmesan","Pesto, Garlic Parmesan"
8-44,2024-06-08,Brisket,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Bell Peppers, Jalapenos, Mushrooms, Corn, Parmesan","Pesto, Hot Honey, Garlic Parmesan"
8-45,2024-06-08,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Mushrooms, Parmesan, Broccoli","Pesto, Garlic Parmesan"
8-43,2024-06-08,Grilled Chicken,Cheddar,Garlic Bread,"Breadcrumbs, Corn, Parmesan, Broccoli",NA
8-47,2024-06-08,NA,Cheddar,Garlic Bread,"Parmesan, Broccoli",Garlic Parmesan
8-49,2024-06-08,Bacon,Cheddar,NA,Breadcrumbs,NA
8-50,2024-06-08,Bacon,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Corn, Parmesan, Broccoli",Ranch
8-51,2024-06-08,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Bell Peppers, Jalapenos, Onions, Corn, Parmesan",Pesto
8-52,2024-06-08,Grilled Chicken,Melted Pepper Jack,NA,"Jalapenos, Corn, Parmesan",Garlic Parmesan
8-53,2024-06-08,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Onions, Broccoli",NA
8-56,2024-06-08,Brisket,Cheddar,Cheesecake,"Breadcrumbs, Tomatoes, Broccoli, Pineapple, Parmesan",Pesto
8-57,2024-06-08,NA,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan, Broccoli",NA
8-58,2024-06-08,Bacon,Cheddar,NA,Breadcrumbs,"Ranch, Garlic Parmesan"
8-59,2024-06-08,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Jalapenos, Parmesan","Buffalo, Ranch, Garlic Parmesan"
8-60,2024-06-08,Brisket,MIX,"Garlic Bread, Any Bag Of Chips","Breadcrumbs, Parmesan, Broccoli",Garlic Parmesan
8-61,2024-06-08,"Ham, Brisket, Grilled Chicken","Melted Cheddar, Alfredo","Cheesy Garlic Bread, Any Bag Of Chips","Breadcrumbs, Tomatoes, Broccoli, Onions, Mushrooms, Parmesan","BBQ, Pesto"
9-1,2024-06-09,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Jalapenos, Onions, Corn, Parmesan","Buffalo, Ranch"
9-2,2024-06-09,Grilled Chicken,"Cheddar, Alfredo",NA,"Jalapenos, Breadcrumbs, Corn, Broccoli","Buffalo, Ranch"
9-3,2024-06-09,"Pulled Pork, Brisket","Cheddar, Melted Cheddar, Alfredo",Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Parmesan, Broccoli","Ranch, BBQ"
9-5,2024-06-09,Grilled Chicken,Cheddar,Cheesecake,Parmesan,NA
9-4,2024-06-09,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
9-6,2024-06-09,"Bacon, Grilled Chicken",Cheddar,NA,Breadcrumbs,NA
9-8,2024-06-09,Brisket,"Melted Pepper Jack, Cheddar, Pepper Jack Mac",Cheesy Garlic Bread,"Bell Peppers, Jalapenos, Pineapple, Onions, Mushrooms, Corn","BBQ, Garlic Parmesan"
9-11,2024-06-09,"Pulled Pork, Brisket",Cheddar,"Cheesy Garlic Bread, Cheesecake","Tomatoes, Onions, Bell Peppers",BBQ
9-10,2024-06-09,Bacon,Cheddar,NA,NA,NA
9-12,2024-06-09,"Brisket, Grilled Chicken","Cheddar, Pepper Jack, Alfredo","Garlic Bread, Cheesy Garlic Bread, Any Bag Of Chips","Breadcrumbs, Broccoli, Jalapenos, Bell Peppers, Onions, Mushrooms, Corn, Parmesan","Hot Honey, Garlic Parmesan"
9-13,2024-06-09,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
9-14,2024-06-09,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Broccoli","Buffalo, Pesto"
9-15,2024-06-09,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan, Broccoli",Garlic Parmesan
9-18,2024-06-09,"Bacon, Grilled Chicken",Pepper Jack,Garlic Bread,"Breadcrumbs, Bell Peppers, Broccoli, Onions, Mushrooms, Parmesan",Garlic Parmesan
9-20,2024-06-09,Brisket,"Melted Cheddar, Pepper Jack Mac",Cheesy Garlic Bread,Parmesan,"Ranch, BBQ, Buffalo"
9-22,2024-06-09,Brisket,Melted Pepper Jack,Any Bag Of Chips,Jalapenos,NA
9-21,2024-06-09,NA,NA,Cheesecake,NA,NA
9-24,2024-06-09,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Corn, Parmesan, Onions",Ranch
9-25,2024-06-09,"Bacon, Grilled Chicken",Cheddar,Cheesecake,"Breadcrumbs, Parmesan",BBQ
9-26,2024-06-09,"Brisket, Bacon",Cheddar,NA,"Breadcrumbs, Corn, Onions",BBQ
9-27,2024-06-09,Brisket,"Cheddar, Alfredo",NA,"Jalapenos, Breadcrumbs, Parmesan","Buffalo, Pesto"
9-29,2024-06-09,NA,"Melted Cheddar, Cheddar Mac",Side Mac,Mushrooms,Pesto
9-30,2024-06-09,Bacon,Melted Parmesan,Cheesecake,"Mushrooms, Parmesan",Ranch
9-31,2024-06-09,Brisket,Alfredo,NA,Corn,Garlic Parmesan
9-32,2024-06-09,"Bacon, Grilled Chicken",Alfredo,Garlic Bread,NA,NA
9-33,2024-06-09,Brisket,Cheddar,Garlic Bread,"Parmesan, Bell Peppers",BBQ
9-35,2024-06-09,NA,NA,Cheesecake,NA,NA
9-36,2024-06-09,NA,Alfredo,NA,"Tomatoes, Pineapple, Bell Peppers",Garlic Parmesan
9-38,2024-06-09,NA,"Cheddar, Melted Parmesan",Lays Barbecue,NA,Garlic Parmesan
9-39,2024-06-09,"Brisket, Bacon","Cheddar, Pepper Jack","Garlic Bread, Cheesy Garlic Bread","Breadcrumbs, Corn, Onions","Buffalo, Ranch"
9-40,2024-06-09,Pulled Pork,Cheddar,Garlic Bread,"Breadcrumbs, Tomatoes, Parmesan, Onions",Garlic Parmesan
9-41,2024-06-09,Brisket,Cheddar,Garlic Bread,NA,NA
9-43,2024-06-09,NA,"Pepper Jack, Melted Pepper Jack",NA,"Tomatoes, Bell Peppers, Pineapple, Onions, Mushrooms, Corn","Buffalo, Pesto, Ranch, Garlic Parmesan"
9-44,2024-06-09,NA,"Cheddar, Melted Cheddar, Cheddar Mac",NA,"Tomatoes, Jalapenos, Pineapple, Mushrooms, Corn, Parmesan","Buffalo, Ranch, Garlic Parmesan"
9-45,2024-06-09,NA,"Melted Pepper Jack, Alfredo Mac, Cheddar","Cheesy Garlic Bread, Cheesecake","Breadcrumbs, Bell Peppers, Jalapenos, Onions, Mushrooms, Corn, Parmesan",Pesto
9-46,2024-06-09,Bacon,Cheddar,Garlic Bread,"Tomatoes, Bell Peppers, Jalapenos, Onions, Mushrooms, Corn, Parmesan","Buffalo, Garlic Parmesan"
9-47,2024-06-09,NA,Cheddar,NA,"Breadcrumbs, Tomatoes, Jalapenos, Pineapple, Onions, Mushrooms, Corn","Buffalo, Garlic Parmesan"
9-49,2024-06-09,Bacon,Cheddar,Cheesy Garlic Bread,Tomatoes,Ranch
9-48,2024-06-09,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan, Onions, Bell Peppers","Buffalo, BBQ"
9-50,2024-06-09,Grilled Chicken,Cheddar,NA,Pineapple,BBQ
9-51,2024-06-09,NA,Cheddar,NA,"Breadcrumbs, Tomatoes, Onions, Mushrooms, Parmesan",Hot Honey
9-52,2024-06-09,Pulled Pork,Cheddar,NA,"Breadcrumbs, Corn, Parmesan",Garlic Parmesan
9-53,2024-06-09,Bacon,Alfredo,NA,"Jalapenos, Breadcrumbs, Corn, Parmesan",Hot Honey
9-54,2024-06-09,Brisket,Alfredo,NA,"Mushrooms, Corn, Onions, Bell Peppers",Garlic Parmesan
9-55,2024-06-09,Pulled Pork,Cheddar,NA,"Breadcrumbs, Corn, Parmesan, Onions",BBQ
9-57,2024-06-09,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Parmesan, Onions","Ranch, Pesto, Garlic Parmesan"
9-56,2024-06-09,Pulled Pork,Cheddar,NA,NA,BBQ
9-59,2024-06-09,Brisket,Cheddar,NA,"Tomatoes, Corn, Parmesan, Bell Peppers",Hot Honey
9-58,2024-06-09,Brisket,Cheddar,NA,"Breadcrumbs, Mushrooms, Corn, Parmesan",BBQ
9-61,2024-06-09,"Bacon, Grilled Chicken",Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",NA
9-62,2024-06-09,Brisket,Cheddar,NA,Parmesan,BBQ
9-63,2024-06-09,Bacon,Cheddar,NA,"Jalapenos, Mushrooms, Parmesan",Hot Honey
9-68,2024-06-09,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Mushrooms, Corn, Parmesan","Pesto, Garlic Parmesan"
9-42,2024-06-09,NA,NA,Cheesecake,NA,NA
9-69,2024-06-09,Grilled Chicken,"Cheddar, Melted Cheddar, Alfredo Mac",NA,"Tomatoes, Pineapple, Onions, Mushrooms, Corn, Parmesan","Buffalo, Pesto"
10-2,2024-06-10,Brisket,Cheddar,NA,"Breadcrumbs, Mushrooms, Onions",BBQ
10-4,2024-06-10,Grilled Chicken,Pepper Jack,NA,"Onions, Bell Peppers",BBQ
10-3,2024-06-10,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Corn",BBQ
10-5,2024-06-10,Brisket,Cheddar,NA,"Corn, Parmesan",BBQ
10-6,2024-06-10,Ham,Cheddar,NA,"Corn, Parmesan, Onions",Garlic Parmesan
10-7,2024-06-10,Brisket,Alfredo,NA,NA,"Pesto, Garlic Parmesan"
10-8,2024-06-10,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Jalapenos, Onions, Mushrooms, Corn",BBQ
10-9,2024-06-10,Grilled Chicken,Pepper Jack,NA,"Jalapenos, Mushrooms, Onions",Buffalo
10-10,2024-06-10,"Bacon, Grilled Chicken",Cheddar,Garlic Bread,"Jalapenos, Parmesan, Broccoli",Garlic Parmesan
10-11,2024-06-10,Brisket,Cheddar,Any Bag Of Chips,"Breadcrumbs, Parmesan, Broccoli",Garlic Parmesan
10-12,2024-06-10,Brisket,Pepper Jack,NA,"Tomatoes, Bell Peppers, Jalapenos, Pineapple, Onions, Corn, Parmesan","Buffalo, Pesto, Garlic Parmesan"
10-13,2024-06-10,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,Ranch
10-14,2024-06-10,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",NA
10-16,2024-06-10,"Pulled Pork, Brisket",Cheddar,Cheesy Garlic Bread,NA,"BBQ, Hot Honey"
10-15,2024-06-10,Grilled Chicken,Cheddar,NA,Breadcrumbs,Garlic Parmesan
10-19,2024-06-10,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Parmesan",Buffalo
10-18,2024-06-10,"Pulled Pork, Brisket","Pepper Jack, Cheddar",NA,"Breadcrumbs, Parmesan",NA
10-20,2024-06-10,"Brisket, Grilled Chicken",Pepper Jack,"Garlic Bread, Cheesy Garlic Bread, Side Mac","Breadcrumbs, Parmesan","Buffalo, Ranch, Garlic Parmesan"
10-21,2024-06-10,Bacon,Pepper Jack,NA,"Breadcrumbs, Onions",Pesto
10-22,2024-06-10,"Pulled Pork, Brisket, Grilled Chicken","Cheddar, Pepper Jack, Alfredo",Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Jalapenos, Onions, Parmesan",NA
10-24,2024-06-10,Grilled Chicken,Pepper Jack,NA,"Tomatoes, Parmesan, Bell Peppers, Broccoli",Pesto
10-25,2024-06-10,"Pulled Pork, Grilled Chicken","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Bell Peppers, Jalapenos, Broccoli, Mushrooms","Pesto, Garlic Parmesan"
10-26,2024-06-10,NA,Cheddar,NA,"Jalapenos, Parmesan","Buffalo, Ranch"
10-28,2024-06-10,"Brisket, Bacon",Melted Pepper Jack,Garlic Bread,Onions,BBQ
10-27,2024-06-10,NA,Alfredo,Garlic Bread,"Breadcrumbs, Tomatoes, Bell Peppers, Onions, Corn",NA
10-29,2024-06-10,"Brisket, Bacon, Grilled Chicken",Pepper Jack,NA,"Corn, Parmesan","Ranch, Garlic Parmesan"
10-31,2024-06-10,"Brisket, Bacon",Alfredo,NA,"Breadcrumbs, Parmesan, Broccoli","Ranch, Garlic Parmesan"
10-34,2024-06-10,Grilled Chicken,Alfredo,NA,"Bell Peppers, Broccoli, Pineapple, Onions, Mushrooms, Corn, Parmesan","Pesto, Garlic Parmesan"
10-33,2024-06-10,Pulled Pork,Cheddar,NA,"Breadcrumbs, Corn",Garlic Parmesan
10-35,2024-06-10,Brisket,Cheddar,NA,NA,BBQ
10-36,2024-06-10,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Bell Peppers, Jalapenos, Onions, Mushrooms",Garlic Parmesan
10-37,2024-06-10,Brisket,Cheddar,NA,Breadcrumbs,NA
10-38,2024-06-10,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Broccoli, Jalapenos, Onions, Mushrooms, Corn, Parmesan","Pesto, Garlic Parmesan"
10-39,2024-06-10,NA,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan, Broccoli",Garlic Parmesan
10-40,2024-06-10,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Parmesan",Buffalo
10-41,2024-06-10,"Bacon, Grilled Chicken",Cheddar,NA,NA,Ranch
10-43,2024-06-10,Grilled Chicken,Melted Cheddar,Any Bag Of Chips,NA,NA
10-42,2024-06-10,NA,Alfredo,NA,"Mushrooms, Corn, Broccoli",Pesto
10-44,2024-06-10,Ham,Cheddar,Garlic Bread,"Mushrooms, Parmesan",BBQ
10-45,2024-06-10,"Pulled Pork, Ham, Bacon","Cheddar, Alfredo",Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Onions, Mushrooms, Parmesan","Ranch, Pesto, BBQ, Garlic Parmesan"
10-46,2024-06-10,Brisket,Pepper Jack,NA,"Breadcrumbs, Tomatoes, Corn, Parmesan","Ranch, BBQ"
10-47,2024-06-10,Grilled Chicken,MIX,NA,Bell Peppers,BBQ
10-48,2024-06-10,Brisket,Cheddar,Cheesy Garlic Bread,Corn,BBQ
10-50,2024-06-10,NA,Cheddar,NA,"Corn, Onions",Hot Honey
10-51,2024-06-10,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,Breadcrumbs,Buffalo
10-49,2024-06-10,Grilled Chicken,"Melted Pepper Jack, Cheddar, Alfredo, Pepper Jack Mac",NA,"Breadcrumbs, Tomatoes, Bell Peppers, Jalapenos, Mushrooms, Corn, Parmesan","Pesto, Hot Honey"
10-52,2024-06-10,Bacon,Alfredo,Cheesy Garlic Bread,"Jalapenos, Mushrooms, Parmesan",Ranch
10-54,2024-06-10,NA,Melted Cheddar,"Garlic Bread, Side Mac",Mushrooms,Garlic Parmesan
10-55,2024-06-10,Brisket,Cheddar,NA,"Corn, Onions","Ranch, BBQ"
10-57,2024-06-10,Bacon,Alfredo,NA,"Jalapenos, Mushrooms, Onions, Bell Peppers",Hot Honey
10-58,2024-06-10,Bacon,Cheddar,NA,"Parmesan, Onions",Hot Honey
10-60,2024-06-10,Brisket,Cheddar,NA,"Breadcrumbs, Mushrooms, Corn, Parmesan",BBQ
10-61,2024-06-10,"Bacon, Grilled Chicken",Cheddar,"Cheesy Garlic Bread, Cheesecake",NA,NA
10-62,2024-06-10,"Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,Breadcrumbs,BBQ
10-63,2024-06-10,Brisket,Cheddar,Garlic Bread,"Jalapenos, Corn, Onions, Broccoli",NA
10-65,2024-06-10,Brisket,Cheddar,Garlic Bread,"Breadcrumbs, Corn, Parmesan",Garlic Parmesan
10-66,2024-06-10,"Brisket, Bacon","Pepper Jack, Melted Parmesan, Alfredo, Cheddar Mac",Cheesecake,"Breadcrumbs, Jalapenos, Mushrooms, Corn, Parmesan","Ranch, BBQ, Hot Honey"
10-68,2024-06-10,Bacon,Cheddar,NA,"Parmesan, Bell Peppers, Onions, Broccoli",Ranch
10-67,2024-06-10,Bacon,Cheddar,NA,"Onions, Broccoli",Ranch
10-69,2024-06-10,Brisket,Cheddar,NA,"Parmesan, Onions",Ranch
11-1,2024-06-11,Pulled Pork,Cheddar,NA,NA,BBQ
11-2,2024-06-11,Brisket,Pepper Jack,Cheesy Garlic Bread,"Mushrooms, Tomatoes, Corn, Parmesan",BBQ
11-6,2024-06-11,Brisket,Melted Pepper Jack,"Cheesecake, Side Mac",NA,NA
11-5,2024-06-11,Brisket,Pepper Jack,NA,"Breadcrumbs, Bell Peppers",NA
11-4,2024-06-11,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Mushrooms, Parmesan",Garlic Parmesan
11-3,2024-06-11,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Breadcrumbs,NA
11-7,2024-06-11,"Brisket, Grilled Chicken",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Onions, Bell Peppers",BBQ
11-8,2024-06-11,Brisket,Alfredo,NA,"Jalapenos, Breadcrumbs, Parmesan, Bell Peppers","Buffalo, BBQ"
11-9,2024-06-11,Bacon,Cheddar,NA,Parmesan,Buffalo
11-10,2024-06-11,Grilled Chicken,Cheddar,NA,Parmesan,NA
11-12,2024-06-11,"Brisket, Bacon","Alfredo Mac, Melted Parmesan, Alfredo","Cheesy Garlic Bread, Cheesecake","Breadcrumbs, Corn, Parmesan",Pesto
11-11,2024-06-11,NA,"Alfredo Mac, Melted Parmesan",Cheesy Garlic Bread,NA,Garlic Parmesan
11-13,2024-06-11,Brisket,Alfredo,NA,"Tomatoes, Onions, Mushrooms, Corn, Parmesan",BBQ
11-15,2024-06-11,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Bell Peppers, Broccoli, Mushrooms, Corn",Garlic Parmesan
11-14,2024-06-11,Grilled Chicken,Cheddar,NA,"Corn, Parmesan, Broccoli",Garlic Parmesan
11-16,2024-06-11,Brisket,Cheddar,NA,"Breadcrumbs, Corn","BBQ, Garlic Parmesan"
11-17,2024-06-11,Brisket,"Cheddar, Melted Cheddar, Cheddar Mac, Alfredo Mac","Cheesecake, Any Bag Of Chips",Parmesan,Garlic Parmesan
11-18,2024-06-11,Brisket,Pepper Jack,NA,NA,BBQ
11-20,2024-06-11,Brisket,Cheddar,Cheesecake,"Breadcrumbs, Mushrooms, Onions",Hot Honey
11-21,2024-06-11,NA,Cheddar,NA,"Breadcrumbs, Parmesan, Onions","Ranch, Garlic Parmesan"
11-19,2024-06-11,Bacon,"Cheddar, Alfredo","Cheesy Garlic Bread, Any Bag Of Chips","Corn, Parmesan, Onions","Pesto, Garlic Parmesan"
11-22,2024-06-11,"Brisket, Bacon",Cheddar,NA,"Jalapenos, Breadcrumbs, Parmesan",Garlic Parmesan
11-23,2024-06-11,Grilled Chicken,Pepper Jack,NA,"Tomatoes, Jalapenos, Onions, Mushrooms, Corn, Parmesan",Pesto
11-25,2024-06-11,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Bell Peppers, Jalapenos, Onions, Mushrooms, Corn",BBQ
11-27,2024-06-11,Brisket,Alfredo,NA,"Breadcrumbs, Tomatoes, Broccoli, Mushrooms, Parmesan","Pesto, Garlic Parmesan"
