order number,date,meat,cheese,sides,toppings,sauce
16-13,2024-07-16,NA,Pepper Jack,Garlic Bread,"Onions, Broccoli, Bell Peppers",Hot Honey
16-12,2024-07-16,NA,Cheddar,NA,"Corn, Tomatoes, Jalapenos, Bell Peppers, Parmesan, Mushrooms",Garlic Parmesan
16-14,2024-07-16,"Bacon, Brisket",MIX,Cheesy Garlic Bread,Parmesan,Ranch
16-15,2024-07-16,"Bacon, Grilled Chicken","Cheddar, Alfredo",Cheesy Garlic Bread,"Parmesan, Broccoli, Breadcrumbs",Garlic Parmesan
16-16,2024-07-16,NA,Cheddar,"Side Mac, Any Bag Of Chips",NA,NA
16-18,2024-07-16,Pulled Pork,Cheddar,NA,"Onions, Bell Peppers","Garlic Parmesan, Hot Honey"
16-17,2024-07-16,Brisket,Cheddar,Cheesy Garlic Bread,"Corn, Breadcrumbs, Onions, Bell Peppers, Parmesan","Ranch, BBQ"
16-20,2024-07-16,Brisket,Cheddar,NA,"Corn, Broccoli, Onions, Jalapenos, Bell Peppers, Mushrooms","Ranch, Hot Honey"
16-22,2024-07-16,Brisket,Pepper Jack,NA,"Jalapenos, Corn, Breadcrumbs, Mushrooms","Ranch, BBQ"
16-19,2024-07-16,"Bacon, Grilled Chicken, Brisket","MIX, Cheddar, Melted Cheddar","Garlic Bread, Cheesy Garlic Bread","Parmesan, Breadcrumbs, Tomatoes","Pesto, Ranch, BBQ"
16-26,2024-07-16,Grilled Chicken,Alfredo,Garlic Bread,"Onions, Broccoli, Mushrooms",NA
16-24,2024-07-16,NA,MIX,Cheesy Garlic Bread,"Breadcrumbs, Tomatoes, Broccoli, Jalapenos, Parmesan, Mushrooms","Pesto, Garlic Parmesan"
16-27,2024-07-16,Brisket,Cheddar,Cheesy Garlic Bread,Parmesan,BBQ
16-29,2024-07-16,Bacon,Cheddar,Cheesy Garlic Bread,"Pineapple, Breadcrumbs",Garlic Parmesan
16-28,2024-07-16,"Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,Parmesan,Garlic Parmesan
16-30,2024-07-16,Bacon,Cheddar,Cheesy Garlic Bread,"Pineapple, Breadcrumbs",Garlic Parmesan
16-31,2024-07-16,Bacon,MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Buffalo
16-32,2024-07-16,Grilled Chicken,Pepper Jack,NA,Parmesan,NA
16-33,2024-07-16,Grilled Chicken,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Ranch
16-34,2024-07-16,Pulled Pork,Pepper Jack,NA,"Corn, Breadcrumbs, Broccoli, Onions, Parmesan",BBQ
16-35,2024-07-16,Brisket,Cheddar,Cheesy Garlic Bread,NA,Garlic Parmesan
16-36,2024-07-16,Brisket,Cheddar,Cheesy Garlic Bread,NA,Garlic Parmesan
16-37,2024-07-16,NA,Cheddar,NA,"Parmesan, Breadcrumbs",Ranch
16-38,2024-07-16,"Bacon, Ham, Brisket",MIX,"Side Mac, Cheesy Garlic Bread","Breadcrumbs, Onions, Jalapenos, Bell Peppers, Parmesan","Pesto, Garlic Parmesan"
16-39,2024-07-16,"Bacon, Grilled Chicken",Cheddar,NA,Parmesan,"Buffalo, Ranch"
16-40,2024-07-16,"Bacon, Brisket","Melted Cheddar, Cheddar, Cheddar Mac",Cheesy Garlic Bread,Breadcrumbs,Ranch
16-42,2024-07-16,"Bacon, Ham, Pulled Pork","Cheddar, Pepper Jack","Garlic Bread, Cheesy Garlic Bread","Broccoli, Tomatoes",BBQ
16-44,2024-07-16,NA,MIX,Cheesecake,"Breadcrumbs, Tomatoes, Broccoli, Parmesan, Mushrooms",Pesto
16-45,2024-07-16,NA,Melted Cheddar,Side Mac,"Onions, Pineapple",NA
16-46,2024-07-16,"Bacon, Ham",Cheddar,Cheesy Garlic Bread,"Onions, Corn","Ranch, Hot Honey"
16-49,2024-07-16,"Bacon, Grilled Chicken, Brisket","MIX, Cheddar","Any Bag Of Chips, Cheesy Garlic Bread","Corn, Breadcrumbs, Onions, Jalapenos, Bell Peppers, Mushrooms",Ranch
16-52,2024-07-16,NA,Melted Cheddar,Cheesecake,NA,NA
16-54,2024-07-16,NA,Cheddar,Garlic Bread,"Jalapenos, Parmesan, Broccoli, Breadcrumbs","Buffalo, Ranch"
16-55,2024-07-16,Brisket,Cheddar,NA,"Onions, Parmesan, Breadcrumbs",BBQ
16-56,2024-07-16,"Pulled Pork, Grilled Chicken","Cheddar, Alfredo",NA,"Parmesan, Breadcrumbs",BBQ
16-58,2024-07-16,NA,NA,Side Mac,NA,NA
16-59,2024-07-16,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",Buffalo
16-60,2024-07-16,Ham,Cheddar,NA,Corn,Ranch
16-61,2024-07-16,Grilled Chicken,"MIX, Cheddar",NA,"Corn, Parmesan, Broccoli, Breadcrumbs","Buffalo, Ranch, BBQ"
16-63,2024-07-16,Grilled Chicken,Cheddar,NA,"Onions, Parmesan, Tomatoes",Ranch
16-64,2024-07-16,Grilled Chicken,Melted Cheddar,NA,"Onions, Bell Peppers","Buffalo, Ranch"
16-65,2024-07-16,Bacon,Cheddar,NA,"Parmesan, Bell Peppers, Breadcrumbs",Garlic Parmesan
16-66,2024-07-16,NA,"Melted Cheddar, Cheddar, Cheddar Mac",NA,"Parmesan, Tomatoes","Garlic Parmesan, Hot Honey"
16-67,2024-07-16,Bacon,MIX,NA,"Corn, Broccoli",Pesto
17-1,2024-07-17,Brisket,Cheddar,NA,"Breadcrumbs, Broccoli, Onions, Bell Peppers, Parmesan, Mushrooms","Garlic Parmesan, Ranch, BBQ"
17-3,2024-07-17,"Bacon, Ham, Brisket",MIX,NA,NA,Garlic Parmesan
17-5,2024-07-17,Brisket,Melted Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
17-6,2024-07-17,"Bacon, Grilled Chicken, Brisket",MIX,Garlic Bread,"Onions, Parmesan, Broccoli, Bell Peppers","Ranch, BBQ"
17-7,2024-07-17,Bacon,MIX,Any Bag Of Chips,"Jalapenos, Breadcrumbs",Hot Honey
17-8,2024-07-17,Brisket,Cheddar,NA,"Onions, Parmesan, Broccoli, Mushrooms",BBQ
17-9,2024-07-17,Ham,MIX,NA,"Breadcrumbs, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Buffalo, BBQ"
17-10,2024-07-17,"Bacon, Ham","MIX, Cheddar",Garlic Bread,"Corn, Breadcrumbs, Tomatoes, Onions, Bell Peppers, Mushrooms","Ranch, BBQ"
17-11,2024-07-17,Brisket,Pepper Jack,NA,"Jalapenos, Corn, Breadcrumbs, Mushrooms",BBQ
17-12,2024-07-17,"Bacon, Grilled Chicken, Brisket","Cheddar, Alfredo",Cheesy Garlic Bread,"Breadcrumbs, Onions, Jalapenos, Parmesan, Mushrooms",Garlic Parmesan
17-14,2024-07-17,"Bacon, Grilled Chicken",Pepper Jack,Garlic Bread,"Parmesan, Breadcrumbs","Buffalo, Ranch, Garlic Parmesan"
17-13,2024-07-17,Pulled Pork,"Melted Cheddar, Cheddar Mac",Cheesy Garlic Bread,NA,NA
17-15,2024-07-17,Grilled Chicken,Cheddar,NA,"Broccoli, Breadcrumbs, Mushrooms",BBQ
17-16,2024-07-17,NA,Cheddar,NA,"Onions, Parmesan, Broccoli",Ranch
17-19,2024-07-17,Grilled Chicken,MIX,Cheesy Garlic Bread,"Corn, Breadcrumbs, Broccoli, Onions, Bell Peppers, Parmesan",Hot Honey
17-17,2024-07-17,Bacon,MIX,NA,Onions,Garlic Parmesan
17-18,2024-07-17,"Bacon, Brisket","MIX, Cheddar",NA,"Onions, Parmesan, Breadcrumbs, Mushrooms","Buffalo, Hot Honey"
17-20,2024-07-17,Grilled Chicken,Cheddar,NA,NA,BBQ
17-21,2024-07-17,"Bacon, Brisket",Pepper Jack,NA,"Breadcrumbs, Jalapenos, Bell Peppers, Parmesan, Mushrooms",NA
17-22,2024-07-17,Bacon,Cheddar,Garlic Bread,"Parmesan, Broccoli, Mushrooms",Garlic Parmesan
17-23,2024-07-17,Grilled Chicken,Cheddar,NA,"Mushrooms, Tomatoes",Hot Honey
17-4,2024-07-17,"Pulled Pork, Grilled Chicken",Cheddar,"Any Bag Of Chips, Cheesy Garlic Bread","Breadcrumbs, Broccoli, Onions, Parmesan, Pineapple, Mushrooms","BBQ, Hot Honey"
17-25,2024-07-17,Brisket,Cheddar,NA,Tomatoes,"Buffalo, Ranch, Hot Honey"
17-26,2024-07-17,"Grilled Chicken, Brisket","Cheddar, Alfredo",Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs","Pesto, BBQ"
17-27,2024-07-17,"Grilled Chicken, Ham, Brisket","Cheddar Mac, Cheddar, Melted Pepper Jack",Any Bag Of Chips,"Breadcrumbs, Tomatoes, Broccoli, Onions, Bell Peppers, Pineapple, Mushrooms","Buffalo, BBQ, Hot Honey"
17-29,2024-07-17,Brisket,Pepper Jack,NA,"Parmesan, Tomatoes",BBQ
17-28,2024-07-17,"Bacon, Pulled Pork",MIX,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Hot Honey
17-30,2024-07-17,"Bacon, Grilled Chicken, Brisket","Melted Cheddar, Alfredo Mac",NA,"Onions, Bell Peppers","BBQ, Hot Honey"
17-31,2024-07-17,Grilled Chicken,Cheddar,NA,NA,"Buffalo, Ranch"
17-32,2024-07-17,Grilled Chicken,Alfredo,Cheesecake,"Broccoli, Mushrooms",Buffalo
17-33,2024-07-17,Brisket,Alfredo,NA,"Corn, Mushrooms, Tomatoes",Garlic Parmesan
17-34,2024-07-17,Brisket,Cheddar,Cheesy Garlic Bread,"Corn, Broccoli, Mushrooms",Ranch
17-35,2024-07-17,Pulled Pork,Cheddar,Cheesy Garlic Bread,NA,Buffalo
17-37,2024-07-17,"Pulled Pork, Brisket",Cheddar,NA,Breadcrumbs,Ranch
17-36,2024-07-17,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Parmesan, Broccoli, Breadcrumbs",NA
17-38,2024-07-17,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
17-39,2024-07-17,"Grilled Chicken, Pulled Pork","Pepper Jack Mac, Melted Cheddar, Cheddar, Pepper Jack",Cheesy Garlic Bread,Parmesan,"Ranch, BBQ, Hot Honey"
17-40,2024-07-17,"Bacon, Ham, Pulled Pork","Melted Cheddar, Cheddar",NA,"Parmesan, Broccoli, Breadcrumbs",Garlic Parmesan
17-42,2024-07-17,Pulled Pork,Melted Pepper Jack,Cheesecake,"Onions, Bell Peppers",BBQ
17-43,2024-07-17,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Onions, Bell Peppers, Breadcrumbs, Tomatoes",Ranch
17-44,2024-07-17,"Bacon, Brisket","MIX, Cheddar Mac, Melted Cheddar",NA,"Breadcrumbs, Tomatoes, Broccoli, Onions, Mushrooms","Garlic Parmesan, Pesto, Ranch"
17-47,2024-07-17,"Bacon, Brisket",Cheddar,"Cheesecake, Cheesy Garlic Bread","Parmesan, Corn, Bell Peppers","Garlic Parmesan, BBQ"
17-45,2024-07-17,Brisket,Cheddar,NA,"Onions, Broccoli, Breadcrumbs",Garlic Parmesan
17-46,2024-07-17,"Bacon, Grilled Chicken, Brisket",MIX,NA,"Parmesan, Breadcrumbs","Buffalo, Ranch, BBQ"
17-48,2024-07-17,"Bacon, Grilled Chicken, Brisket",MIX,NA,"Parmesan, Breadcrumbs","Buffalo, Ranch, BBQ"
17-49,2024-07-17,Brisket,Cheddar,NA,"Bell Peppers, Mushrooms","Ranch, BBQ"
17-50,2024-07-17,Brisket,Cheddar,NA,"Jalapenos, Parmesan, Breadcrumbs",BBQ
17-52,2024-07-17,Brisket,"Pepper Jack Mac, Melted Cheddar",NA,NA,Ranch
17-53,2024-07-17,Bacon,Cheddar,NA,"Jalapenos, Parmesan, Breadcrumbs","Ranch, Garlic Parmesan"
17-54,2024-07-17,Pulled Pork,Cheddar,NA,"Onions, Corn, Jalapenos",BBQ
17-55,2024-07-17,NA,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",NA
17-56,2024-07-17,Bacon,"MIX, Cheddar",Cheesy Garlic Bread,"Corn, Breadcrumbs, Broccoli, Onions, Jalapenos, Bell Peppers, Parmesan",Garlic Parmesan
17-57,2024-07-17,Grilled Chicken,MIX,NA,"Parmesan, Broccoli",NA
17-58,2024-07-17,Grilled Chicken,MIX,NA,"Breadcrumbs, Broccoli, Bell Peppers, Parmesan, Mushrooms",Garlic Parmesan
17-59,2024-07-17,NA,Cheddar,NA,"Jalapenos, Broccoli",Garlic Parmesan
17-60,2024-07-17,Brisket,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Breadcrumbs",BBQ
17-61,2024-07-17,"Bacon, Brisket",MIX,NA,"Onions, Parmesan, Bell Peppers","Ranch, BBQ"
17-64,2024-07-17,NA,Cheddar,NA,"Parmesan, Broccoli, Breadcrumbs",Garlic Parmesan
17-63,2024-07-17,Brisket,Cheddar,Cheesy Garlic Bread,"Jalapenos, Corn, Broccoli",BBQ
17-62,2024-07-17,Brisket,Cheddar,NA,"Onions, Breadcrumbs, Jalapenos, Tomatoes",BBQ
17-65,2024-07-17,"Bacon, Grilled Chicken",Alfredo,NA,Parmesan,Garlic Parmesan
17-66,2024-07-17,"Bacon, Grilled Chicken",Cheddar,NA,"Tomatoes, Onions, Jalapenos, Parmesan, Mushrooms",Garlic Parmesan
17-67,2024-07-17,"Bacon, Grilled Chicken",Cheddar,NA,"Breadcrumbs, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms",Hot Honey
18-1,2024-07-18,Bacon,Pepper Jack,Garlic Bread,"Corn, Breadcrumbs, Broccoli, Jalapenos, Bell Peppers",Pesto
18-2,2024-07-18,"Pulled Pork, Brisket",Cheddar,Cheesecake,"Broccoli, Breadcrumbs",BBQ
18-3,2024-07-18,Bacon,Cheddar,NA,"Broccoli, Breadcrumbs",NA
18-5,2024-07-18,Pulled Pork,Cheddar,"Side Mac, Cheesy Garlic Bread",Parmesan,BBQ
18-6,2024-07-18,Brisket,"MIX, Cheddar",Cheesy Garlic Bread,"Jalapenos, Parmesan",Garlic Parmesan
18-7,2024-07-18,Grilled Chicken,MIX,NA,"Onions, Parmesan, Breadcrumbs, Jalapenos",BBQ
18-8,2024-07-18,NA,MIX,Cheesy Garlic Bread,"Tomatoes, Broccoli, Jalapenos, Parmesan, Pineapple, Mushrooms",NA
18-9,2024-07-18,Brisket,Alfredo,NA,"Breadcrumbs, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Ranch, BBQ"
18-10,2024-07-18,"Bacon, Pulled Pork, Ham","MIX, Cheddar",NA,Parmesan,Garlic Parmesan
18-11,2024-07-18,Bacon,MIX,NA,"Parmesan, Corn, Breadcrumbs",Ranch
18-12,2024-07-18,Bacon,MIX,NA,Breadcrumbs,Hot Honey
18-13,2024-07-18,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Corn, Broccoli",Pesto
18-16,2024-07-18,Grilled Chicken,Alfredo,NA,"Parmesan, Breadcrumbs",NA
18-15,2024-07-18,NA,Cheddar,NA,NA,NA
18-18,2024-07-18,Brisket,Pepper Jack,NA,"Bell Peppers, Breadcrumbs",NA
18-17,2024-07-18,Ham,Cheddar,Cheesy Garlic Bread,NA,NA
18-19,2024-07-18,Brisket,Cheddar,Side Mac,"Parmesan, Breadcrumbs",BBQ
18-20,2024-07-18,"Bacon, Brisket",Cheddar,NA,"Onions, Jalapenos","BBQ, Hot Honey"
18-21,2024-07-18,Brisket,Cheddar,NA,Onions,BBQ
18-23,2024-07-18,NA,"Melted Cheddar, Cheddar Mac",Side Mac,NA,NA
18-24,2024-07-18,Brisket,MIX,Cheesy Garlic Bread,"Onions, Bell Peppers","Ranch, BBQ"
18-25,2024-07-18,NA,MIX,NA,"Corn, Breadcrumbs, Tomatoes, Broccoli, Onions, Jalapenos, Bell Peppers, Parmesan, Pineapple, Mushrooms","Buffalo, Ranch"
18-27,2024-07-18,Pulled Pork,Cheddar,Any Bag Of Chips,"Parmesan, Breadcrumbs",BBQ
18-26,2024-07-18,Grilled Chicken,MIX,NA,"Tomatoes, Broccoli, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Buffalo, Pesto"
18-28,2024-07-18,"Grilled Chicken, Brisket","Cheddar, Alfredo",Garlic Bread,"Corn, Breadcrumbs","Ranch, BBQ"
18-29,2024-07-18,NA,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
18-30,2024-07-18,"Grilled Chicken, Ham",Pepper Jack,NA,"Breadcrumbs, Tomatoes, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms","Buffalo, Hot Honey"
18-31,2024-07-18,"Grilled Chicken, Ham",Alfredo,NA,"Parmesan, Breadcrumbs, Tomatoes",NA
18-32,2024-07-18,NA,Cheddar,NA,"Parmesan, Breadcrumbs",Ranch
18-33,2024-07-18,Brisket,Alfredo,Cheesy Garlic Bread,"Jalapenos, Parmesan, Broccoli",Buffalo
18-34,2024-07-18,Grilled Chicken,"Cheddar Mac, Melted Pepper Jack",Cheesy Garlic Bread,"Corn, Broccoli, Mushrooms",Garlic Parmesan
18-35,2024-07-18,"Bacon, Grilled Chicken","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Ranch, Garlic Parmesan"
18-36,2024-07-18,Grilled Chicken,Pepper Jack,NA,"Parmesan, Breadcrumbs",Ranch
18-37,2024-07-18,"Grilled Chicken, Brisket",MIX,Cheesy Garlic Bread,"Parmesan, Broccoli, Breadcrumbs",Garlic Parmesan
18-38,2024-07-18,Pulled Pork,"Melted Cheddar, Cheddar Mac",NA,NA,BBQ
18-39,2024-07-18,NA,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",NA
18-40,2024-07-18,NA,NA,Garlic Bread,NA,NA
18-41,2024-07-18,NA,NA,Garlic Bread,NA,NA
18-42,2024-07-18,NA,NA,Cheesy Garlic Bread,NA,NA
18-45,2024-07-18,NA,MIX,NA,"Bell Peppers, Corn, Broccoli",NA
18-44,2024-07-18,"Bacon, Grilled Chicken, Ham, Pulled Pork, Brisket","Cheddar, Pepper Jack","Side Mac, Cheesy Garlic Bread","Corn, Onions, Bell Peppers, Parmesan, Mushrooms","Buffalo, Ranch, Garlic Parmesan"
18-46,2024-07-18,Grilled Chicken,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Buffalo
18-47,2024-07-18,"Bacon, Pulled Pork, Grilled Chicken","Cheddar, Alfredo",NA,"Onions, Parmesan, Breadcrumbs, Jalapenos","Ranch, BBQ"
18-48,2024-07-18,"Bacon, Brisket",MIX,Cheesy Garlic Bread,"Parmesan, Corn, Breadcrumbs","Buffalo, Ranch, Garlic Parmesan"
18-49,2024-07-18,Brisket,Cheddar,Cheesy Garlic Bread,"Corn, Breadcrumbs, Broccoli, Onions, Jalapenos, Mushrooms",Buffalo
18-51,2024-07-18,Brisket,"Pepper Jack Mac, Melted Pepper Jack",NA,"Breadcrumbs, Tomatoes, Onions, Jalapenos, Bell Peppers, Parmesan, Mushrooms",Buffalo
18-52,2024-07-18,Brisket,MIX,NA,"Jalapenos, Mushrooms","Ranch, Garlic Parmesan"
18-54,2024-07-18,NA,Cheddar,NA,NA,NA
18-56,2024-07-18,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Tomatoes",NA
18-58,2024-07-18,"Bacon, Pulled Pork","MIX, Melted Pepper Jack",Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Hot Honey
18-62,2024-07-18,NA,Alfredo,NA,"Onions, Parmesan, Jalapenos, Mushrooms",Buffalo
18-60,2024-07-18,Pulled Pork,MIX,Cheesy Garlic Bread,"Corn, Breadcrumbs, Tomatoes, Onions, Parmesan, Pineapple, Mushrooms",BBQ
18-61,2024-07-18,Brisket,MIX,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Breadcrumbs",Garlic Parmesan
18-63,2024-07-18,Bacon,Cheddar,Cheesy Garlic Bread,"Parmesan, Broccoli, Breadcrumbs",NA
18-64,2024-07-18,Brisket,MIX,Cheesy Garlic Bread,"Parmesan, Bell Peppers, Breadcrumbs, Tomatoes",Garlic Parmesan
18-65,2024-07-18,Brisket,Cheddar,NA,"Breadcrumbs, Broccoli, Onions, Jalapenos, Parmesan",Pesto
18-66,2024-07-18,"Bacon, Grilled Chicken",Alfredo,NA,Parmesan,Ranch
18-68,2024-07-18,"Grilled Chicken, Brisket, Pulled Pork",Pepper Jack,NA,"Jalapenos, Corn, Pineapple","BBQ, Hot Honey"
18-69,2024-07-18,NA,Cheddar,NA,"Parmesan, Broccoli, Breadcrumbs, Mushrooms",NA
18-70,2024-07-18,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
18-71,2024-07-18,Grilled Chicken,Cheddar,Any Bag Of Chips,"Mushrooms, Tomatoes",Hot Honey
18-72,2024-07-18,"Pulled Pork, Brisket",Cheddar,Cheesy Garlic Bread,"Corn, Tomatoes, Onions, Jalapenos, Bell Peppers",BBQ
18-73,2024-07-18,"Bacon, Pulled Pork",Cheddar,Garlic Bread,"Onions, Parmesan, Broccoli, Breadcrumbs",Garlic Parmesan
18-74,2024-07-18,Grilled Chicken,"Cheddar Mac, Melted Pepper Jack, MIX",Any Bag Of Chips,"Corn, Breadcrumbs, Tomatoes, Broccoli, Onions, Jalapenos, Bell Peppers, Parmesan, Pineapple, Mushrooms","Buffalo, Pesto, Garlic Parmesan"
18-75,2024-07-18,"Grilled Chicken, Brisket","Pepper Jack Mac, Cheddar, Melted Pepper Jack","Side Mac, Cheesy Garlic Bread","Onions, Corn, Mushrooms","Ranch, BBQ"
18-76,2024-07-18,Brisket,Cheddar,NA,NA,NA
18-77,2024-07-18,NA,Cheddar,"Garlic Bread, Cheesy Garlic Bread","Corn, Breadcrumbs, Onions, Bell Peppers, Parmesan, Mushrooms","Pesto, Garlic Parmesan"
18-78,2024-07-18,Grilled Chicken,"Cheddar, Pepper Jack","Garlic Bread, Cheesy Garlic Bread","Breadcrumbs, Jalapenos, Onions, Parmesan, Mushrooms","Buffalo, Ranch, Hot Honey"
18-79,2024-07-18,Grilled Chicken,Pepper Jack,Cheesecake,"Parmesan, Breadcrumbs",Garlic Parmesan
18-80,2024-07-18,Pulled Pork,Cheddar,NA,Breadcrumbs,BBQ
18-82,2024-07-18,Grilled Chicken,"Cheddar, Alfredo",Side Mac,"Corn, Broccoli, Onions, Bell Peppers, Mushrooms","Buffalo, Garlic Parmesan"
18-84,2024-07-18,Bacon,MIX,NA,"Bell Peppers, Parmesan, Broccoli, Breadcrumbs",Garlic Parmesan
18-87,2024-07-18,Grilled Chicken,Alfredo,Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
18-86,2024-07-18,Grilled Chicken,Alfredo,Garlic Bread,Parmesan,Garlic Parmesan
18-88,2024-07-18,Brisket,"Pepper Jack, Alfredo",NA,Parmesan,BBQ
18-89,2024-07-18,"Pulled Pork, Brisket",Alfredo,NA,"Onions, Parmesan, Breadcrumbs","Ranch, BBQ"
18-90,2024-07-18,"Grilled Chicken, Brisket",Alfredo,NA,"Corn, Tomatoes, Broccoli, Jalapenos, Parmesan",BBQ
18-91,2024-07-18,Bacon,Alfredo,NA,Parmesan,Ranch
18-92,2024-07-18,"Bacon, Brisket",Pepper Jack,NA,"Corn, Breadcrumbs, Tomatoes, Onions, Jalapenos, Bell Peppers, Parmesan","Buffalo, Garlic Parmesan, BBQ"
18-93,2024-07-18,Brisket,Alfredo,NA,"Corn, Tomatoes, Broccoli, Onions, Bell Peppers, Parmesan",Hot Honey
18-94,2024-07-18,Brisket,Melted Cheddar,NA,NA,BBQ
19-1,2024-07-19,"Pulled Pork, Brisket","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Mushrooms","Buffalo, BBQ"
19-3,2024-07-19,Bacon,Cheddar,"Cheesecake, Cheesy Garlic Bread","Corn, Tomatoes, Broccoli, Onions, Jalapenos, Bell Peppers, Parmesan, Pineapple, Mushrooms",Hot Honey
19-4,2024-07-19,Brisket,Cheddar,NA,NA,BBQ
19-5,2024-07-19,Bacon,"Melted Cheddar, Cheddar",Cheesy Garlic Bread,"Corn, Breadcrumbs, Tomatoes, Onions, Parmesan",Pesto
19-6,2024-07-19,"Grilled Chicken, Ham","Pepper Jack, Alfredo",Garlic Bread,"Corn, Breadcrumbs, Broccoli, Onions, Mushrooms",Garlic Parmesan
19-7,2024-07-19,"Bacon, Grilled Chicken","Alfredo, Pepper Jack",NA,Onions,Garlic Parmesan
19-8,2024-07-19,Bacon,Alfredo,Cheesy Garlic Bread,Parmesan,"Ranch, Garlic Parmesan"
19-10,2024-07-19,Brisket,Cheddar,Garlic Bread,Breadcrumbs,BBQ
19-11,2024-07-19,Pulled Pork,Cheddar,Cheesy Garlic Bread,Breadcrumbs,NA
19-9,2024-07-19,Pulled Pork,MIX,NA,"Onions, Parmesan, Breadcrumbs, Jalapenos",Garlic Parmesan
19-12,2024-07-19,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Onions, Jalapenos",BBQ
19-13,2024-07-19,NA,Melted Cheddar,Cheesecake,NA,NA
19-14,2024-07-19,Ham,Melted Cheddar,Any Bag Of Chips,Tomatoes,Hot Honey
19-15,2024-07-19,NA,"Melted Cheddar, Cheddar Mac",NA,"Jalapenos, Mushrooms",Hot Honey
19-16,2024-07-19,Grilled Chicken,Alfredo,Cheesy Garlic Bread,NA,NA
19-17,2024-07-19,Brisket,Alfredo,NA,"Breadcrumbs, Mushrooms",NA
19-18,2024-07-19,Bacon,Cheddar,NA,"Parmesan, Corn, Breadcrumbs",Garlic Parmesan
19-21,2024-07-19,Grilled Chicken,Alfredo,NA,Parmesan,Garlic Parmesan
19-20,2024-07-19,Bacon,Alfredo,NA,Parmesan,Garlic Parmesan
19-23,2024-07-19,Grilled Chicken,Alfredo,"Cheesecake, Cheesy Garlic Bread",Parmesan,NA
19-19,2024-07-19,Brisket,Cheddar,Cheesy Garlic Bread,Breadcrumbs,Pesto
19-25,2024-07-19,NA,Alfredo,NA,"Corn, Breadcrumbs, Tomatoes, Broccoli, Onions, Jalapenos, Bell Peppers, Parmesan","Buffalo, Pesto, Garlic Parmesan, Hot Honey"
19-22,2024-07-19,"Bacon, Brisket",Cheddar,Any Bag Of Chips,Corn,"Ranch, Garlic Parmesan"
19-24,2024-07-19,Brisket,Cheddar,Cheesy Garlic Bread,"Tomatoes, Onions, Jalapenos, Bell Peppers, Parmesan",BBQ
19-26,2024-07-19,Brisket,Cheddar,NA,Breadcrumbs,BBQ
19-27,2024-07-19,Bacon,Cheddar,NA,"Onions, Corn",Pesto
19-28,2024-07-19,"Bacon, Brisket",Cheddar,NA,"Onions, Parmesan, Pineapple, Breadcrumbs","Ranch, BBQ"
19-30,2024-07-19,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Corn, Breadcrumbs, Broccoli, Onions, Parmesan","Buffalo, Ranch"
19-31,2024-07-19,Grilled Chicken,Alfredo,NA,Mushrooms,Garlic Parmesan
19-32,2024-07-19,Grilled Chicken,Cheddar,NA,"Broccoli, Mushrooms",Garlic Parmesan
19-34,2024-07-19,Pulled Pork,Cheddar,NA,"Corn, Bell Peppers, Mushrooms",Hot Honey
19-35,2024-07-19,"Bacon, Grilled Chicken",Alfredo,Cheesy Garlic Bread,"Parmesan, Broccoli","Pesto, Garlic Parmesan"
19-38,2024-07-19,Brisket,"MIX, Cheddar",Cheesy Garlic Bread,"Corn, Tomatoes, Onions, Bell Peppers, Mushrooms",BBQ
