order number,date,meat,cheese,sides,toppings,sauce
6-218,2024-05-06,Brisket,"Alfredo, Cheddar","Cheesy Garlic Bread, Cheesecake","Onions, Bell Peppers, Corn, Parmesan","BBQ, Ranch"
6-216,2024-05-06,Brisket,"Melted Cheddar, Cheddar Mac",NA,"Breadcrumbs, Parmesan",Garlic Parmesan
6-219,2024-05-06,Grilled Chicken,"Cheddar, Pepper Jack",Garlic Bread,"Onions, Bell Peppers, Breadcrumbs, Jalapenos, Parmesan","BBQ, Garlic Parmesan"
6-221,2024-05-06,Brisket,Alfredo,NA,"Onions, Breadcrumbs, Broccoli, Mushrooms, Parmesan",Ranch
6-220,2024-05-06,Pulled Pork,Cheddar,NA,Parmesan,BBQ
6-222,2024-05-06,Brisket,"Cheddar, Melted Cheddar",NA,Tomatoes,BBQ
6-223,2024-05-06,Grilled Chicken,Cheddar,NA,"Breadcrumbs, Tomatoes, Broccoli, Mushrooms, Parmesan",Garlic Parmesan
6-224,2024-05-06,Ham,Cheddar,Cheesy Garlic Bread,NA,NA
6-228,2024-05-06,"Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,Parmesan,NA
6-227,2024-05-06,Brisket,"Melted Cheddar, Cheddar Mac",NA,Jalapenos,Buffalo
6-225,2024-05-06,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",Buffalo
6-226,2024-05-06,Brisket,Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan","BBQ, Garlic Parmesan"
6-229,2024-05-06,NA,Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan",Hot Honey
6-230,2024-05-06,"Grilled Chicken, Bacon, Brisket, Ham","Alfredo, Melted Parmesan, Cheddar Mac",NA,"Broccoli, Corn, Parmesan",Garlic Parmesan
6-231,2024-05-06,Brisket,Alfredo,Cheesy Garlic Bread,"Parmesan, Pineapple",BBQ
6-232,2024-05-06,Bacon,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
6-236,2024-05-06,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",Ranch
6-234,2024-05-06,Pulled Pork,Pepper Jack,NA,"Bell Peppers, Breadcrumbs, Pineapple, Jalapenos, Mushrooms, Parmesan","Buffalo, Hot Honey"
6-237,2024-05-06,Grilled Chicken,Cheddar,NA,"Onions, Breadcrumbs, Parmesan",Buffalo
6-238,2024-05-06,Bacon,Alfredo,NA,"Breadcrumbs, Parmesan",Buffalo
6-239,2024-05-06,NA,Pepper Jack,NA,"Onions, Bell Peppers, Breadcrumbs, Jalapenos, Mushrooms, Parmesan","Ranch, Garlic Parmesan"
6-242,2024-05-06,Bacon,Pepper Jack,NA,NA,Buffalo
6-241,2024-05-06,"Grilled Chicken, Bacon, Brisket","Alfredo, Cheddar, Pepper Jack",Cheesy Garlic Bread,"Corn, Breadcrumbs, Parmesan","BBQ, Buffalo, Garlic Parmesan"
6-245,2024-05-06,Grilled Chicken,Cheddar,NA,Mushrooms,NA
6-243,2024-05-06,"Grilled Chicken, Brisket",Cheddar,NA,"Corn, Bell Peppers, Breadcrumbs",Hot Honey
6-248,2024-05-06,Brisket,"Cheddar, Melted Cheddar","Cheesy Garlic Bread, Cheesecake, Side Mac","Broccoli, Breadcrumbs, Parmesan",Ranch
6-246,2024-05-06,Grilled Chicken,Alfredo,NA,"Onions, Bell Peppers, Pineapple, Tomatoes, Broccoli, Jalapenos, Mushrooms, Corn",Buffalo
6-244,2024-05-06,Bacon,"Cheddar, Pepper Jack Mac, Melted Pepper Jack",Side Mac,"Bell Peppers, Breadcrumbs, Onions, Broccoli, Mushrooms, Parmesan",Ranch
6-247,2024-05-06,Brisket,Cheddar,NA,"Onions, Pineapple",Hot Honey
6-250,2024-05-06,Grilled Chicken,Alfredo,NA,"Broccoli, Bell Peppers",NA
6-249,2024-05-06,Brisket,Cheddar,NA,"Onions, Breadcrumbs, Parmesan",BBQ
6-251,2024-05-06,Grilled Chicken,"Alfredo, Cheddar",Garlic Bread,NA,NA
6-252,2024-05-06,Bacon,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",NA
6-253,2024-05-06,"Bacon, Ham",Cheddar,NA,"Onions, Breadcrumbs, Jalapenos, Corn, Parmesan","Ranch, Hot Honey"
6-255,2024-05-06,Grilled Chicken,Cheddar,NA,"Onions, Bell Peppers, Breadcrumbs, Tomatoes, Jalapenos, Mushrooms, Parmesan",Hot Honey
6-254,2024-05-06,Grilled Chicken,Cheddar,NA,"Onions, Bell Peppers, Breadcrumbs, Tomatoes, Jalapenos, Parmesan",Hot Honey
6-257,2024-05-06,NA,Pepper Jack,NA,"Onions, Bell Peppers, Breadcrumbs, Pineapple, Tomatoes, Jalapenos, Parmesan",Garlic Parmesan
6-261,2024-05-06,Brisket,Cheddar,NA,Breadcrumbs,NA
6-262,2024-05-06,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
6-260,2024-05-06,Grilled Chicken,Alfredo,Garlic Bread,"Broccoli, Corn",Buffalo
6-259,2024-05-06,Bacon,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Jalapenos, Corn, Parmesan","Buffalo, Garlic Parmesan"
6-263,2024-05-06,Brisket,Alfredo,NA,"Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
6-265,2024-05-06,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",NA
6-266,2024-05-06,Brisket,Cheddar,NA,"Broccoli, Parmesan",Garlic Parmesan
6-264,2024-05-06,"Brisket, Pulled Pork",Cheddar,NA,"Corn, Bell Peppers, Breadcrumbs, Onions","Ranch, Buffalo"
6-267,2024-05-06,Grilled Chicken,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
6-269,2024-05-06,Brisket,Cheddar,NA,"Broccoli, Breadcrumbs",NA
6-270,2024-05-06,Brisket,Pepper Jack,NA,"Jalapenos, Onions, Bell Peppers, Parmesan","BBQ, Ranch"
6-271,2024-05-06,NA,Pepper Jack,NA,"Bell Peppers, Onions, Breadcrumbs, Broccoli, Jalapenos, Mushrooms",Garlic Parmesan
6-274,2024-05-06,Grilled Chicken,Pepper Jack,NA,"Jalapenos, Onions, Parmesan",Buffalo
6-272,2024-05-06,"Bacon, Brisket",Cheddar,Cheesy Garlic Bread,"Jalapenos, Parmesan, Pineapple",Hot Honey
6-275,2024-05-06,Bacon,Cheddar,Any Bag Of Chips,Parmesan,"Hot Honey, Garlic Parmesan"
6-276,2024-05-06,NA,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
6-280,2024-05-06,"Brisket, Pulled Pork",Pepper Jack,NA,Jalapenos,BBQ
6-277,2024-05-06,Grilled Chicken,Pepper Jack,NA,"Jalapenos, Onions, Tomatoes, Parmesan","Ranch, Buffalo, Garlic Parmesan"
6-279,2024-05-06,Grilled Chicken,Cheddar,NA,Broccoli,BBQ
6-281,2024-05-06,Grilled Chicken,Pepper Jack,NA,"Onions, Breadcrumbs, Jalapenos, Mushrooms, Parmesan",Hot Honey
6-278,2024-05-06,"Grilled Chicken, Bacon",Alfredo,Garlic Bread,"Corn, Onions",BBQ
6-282,2024-05-06,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",NA
6-287,2024-05-06,Bacon,Cheddar,NA,"Tomatoes, Breadcrumbs",Garlic Parmesan
6-283,2024-05-06,Grilled Chicken,"Melted Parmesan, Alfredo Mac",NA,"Breadcrumbs, Parmesan",NA
6-291,2024-05-06,NA,Cheddar,Cheesy Garlic Bread,"Onions, Breadcrumbs, Pineapple, Tomatoes, Parmesan",Garlic Parmesan
6-288,2024-05-06,Brisket,Cheddar,NA,Parmesan,BBQ
6-292,2024-05-06,NA,Cheddar,NA,"Onions, Breadcrumbs, Tomatoes, Jalapenos, Corn, Parmesan","Hot Honey, Garlic Parmesan"
6-293,2024-05-06,"Grilled Chicken, Brisket",Alfredo,NA,"Jalapenos, Mushrooms",Hot Honey
6-294,2024-05-06,"Bacon, Brisket",Melted Cheddar,NA,"Jalapenos, Mushrooms, Broccoli, Tomatoes",Hot Honey
6-295,2024-05-06,Brisket,Cheddar,NA,Parmesan,BBQ
6-297,2024-05-06,Grilled Chicken,Cheddar,NA,"Tomatoes, Breadcrumbs, Parmesan",Ranch
6-296,2024-05-06,Brisket,Cheddar,Cheesy Garlic Bread,"Jalapenos, Breadcrumbs",BBQ
6-298,2024-05-06,Grilled Chicken,Cheddar,NA,"Onions, Breadcrumbs",Buffalo
6-301,2024-05-06,"Bacon, Brisket",Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",BBQ
6-300,2024-05-06,Brisket,Cheddar,Cheesy Garlic Bread,"Onions, Breadcrumbs, Parmesan",BBQ
6-302,2024-05-06,Brisket,Cheddar,NA,"Corn, Breadcrumbs, Broccoli, Parmesan","Ranch, Hot Honey"
6-305,2024-05-06,"Grilled Chicken, Brisket",Alfredo,NA,"Broccoli, Breadcrumbs, Parmesan","Ranch, Buffalo"
6-303,2024-05-06,"Bacon, Brisket",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",BBQ
6-304,2024-05-06,Grilled Chicken,Cheddar,NA,"Onions, Bell Peppers, Broccoli, Jalapenos, Corn",Garlic Parmesan
6-306,2024-05-06,"Grilled Chicken, Bacon","Melted Parmesan, Cheddar, Alfredo Mac","Cheesy Garlic Bread, Cheesecake, Lays Classic","Breadcrumbs, Parmesan",NA
6-307,2024-05-06,NA,Cheddar,Cheesy Garlic Bread,"Onions, Bell Peppers, Breadcrumbs, Broccoli, Jalapenos, Mushrooms, Corn, Parmesan","BBQ, Garlic Parmesan"
6-308,2024-05-06,Grilled Chicken,Alfredo,Garlic Bread,"Mushrooms, Breadcrumbs, Parmesan",Garlic Parmesan
6-309,2024-05-06,NA,Cheddar,Cheesy Garlic Bread,"Mushrooms, Corn","Hot Honey, Garlic Parmesan"
6-310,2024-05-06,"Bacon, Brisket","Melted Parmesan, Cheddar, Pepper Jack Mac","Side Mac, Any Bag Of Chips","Broccoli, Breadcrumbs","BBQ, Garlic Parmesan"
6-311,2024-05-06,"Bacon, Brisket","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Jalapenos, Breadcrumbs","BBQ, Ranch, Buffalo"
6-312,2024-05-06,Brisket,"Pepper Jack, Cheddar Mac, Melted Pepper Jack",NA,"Onions, Breadcrumbs, Broccoli, Jalapenos, Mushrooms, Corn, Parmesan","Hot Honey, BBQ, Garlic Parmesan"
6-314,2024-05-06,Grilled Chicken,Cheddar,Garlic Bread,"Broccoli, Breadcrumbs",NA
6-313,2024-05-06,Pulled Pork,Cheddar,NA,"Tomatoes, Mushrooms",Garlic Parmesan
6-315,2024-05-06,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
6-316,2024-05-06,"Grilled Chicken, Bacon, Ham",Pepper Jack,Garlic Bread,"Breadcrumbs, Parmesan","Ranch, Buffalo, Garlic Parmesan"
6-317,2024-05-06,Grilled Chicken,Alfredo,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
6-318,2024-05-06,Brisket,Cheddar,NA,"Corn, Breadcrumbs",BBQ
6-320,2024-05-06,NA,"Alfredo, Pepper Jack",NA,"Bell Peppers, Onions, Tomatoes, Mushrooms, Corn, Parmesan","BBQ, Ranch, Hot Honey, Garlic Parmesan"
6-321,2024-05-06,Brisket,Cheddar,NA,Onions,"BBQ, Ranch"
6-322,2024-05-06,Brisket,Pepper Jack,Cheesy Garlic Bread,"Tomatoes, Corn, Bell Peppers",BBQ
6-324,2024-05-06,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Bell Peppers, Breadcrumbs, Parmesan",Garlic Parmesan
6-323,2024-05-06,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Onions, Broccoli, Corn",Buffalo
6-325,2024-05-06,Brisket,Cheddar,NA,"Tomatoes, Mushrooms, Corn, Bell Peppers",NA
7-2,2024-05-07,"Grilled Chicken, Brisket","Alfredo, Pepper Jack",Cheesy Garlic Bread,"Onions, Breadcrumbs, Parmesan",BBQ
7-3,2024-05-07,Pulled Pork,Cheddar,NA,Corn,"BBQ, Ranch"
7-4,2024-05-07,"Bacon, Brisket, Ham",Cheddar,NA,"Breadcrumbs, Parmesan",BBQ
7-5,2024-05-07,Brisket,Cheddar,NA,NA,BBQ
7-6,2024-05-07,Brisket,Pepper Jack,NA,"Jalapenos, Onions",Buffalo
7-7,2024-05-07,Brisket,Cheddar,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
7-9,2024-05-07,Brisket,Cheddar,Garlic Bread,NA,BBQ
7-8,2024-05-07,Grilled Chicken,Cheddar,NA,Breadcrumbs,"Ranch, Buffalo"
7-10,2024-05-07,NA,Pepper Jack,NA,Breadcrumbs,Garlic Parmesan
7-11,2024-05-07,NA,Alfredo,NA,"Breadcrumbs, Parmesan, Pineapple",Garlic Parmesan
7-12,2024-05-07,Bacon,"Melted Parmesan, Pepper Jack Mac",Cheesy Garlic Bread,"Jalapenos, Tomatoes, Parmesan, Pineapple",Buffalo
7-15,2024-05-07,NA,Cheddar,Cheesy Garlic Bread,NA,NA
7-17,2024-05-07,"Grilled Chicken, Brisket","Alfredo, Cheddar","Side Mac, Garlic Bread","Breadcrumbs, Tomatoes, Broccoli, Mushrooms, Parmesan","Ranch, Garlic Parmesan"
7-16,2024-05-07,Grilled Chicken,Cheddar,NA,NA,"Ranch, Buffalo"
7-13,2024-05-07,Grilled Chicken,Pepper Jack,NA,"Breadcrumbs, Parmesan",Garlic Parmesan
7-14,2024-05-07,Brisket,Alfredo,NA,"Mushrooms, Corn, Parmesan",Garlic Parmesan
7-18,2024-05-07,"Grilled Chicken, Bacon",Cheddar,NA,"Jalapenos, Broccoli, Parmesan",Buffalo
7-19,2024-05-07,NA,Cheddar,NA,"Jalapenos, Breadcrumbs, Parmesan",Buffalo
7-21,2024-05-07,Pulled Pork,Alfredo,NA,"Mushrooms, Broccoli, Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
7-20,2024-05-07,Brisket,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",BBQ
7-23,2024-05-07,Pulled Pork,Cheddar,NA,NA,BBQ
7-24,2024-05-07,"Grilled Chicken, Bacon",Alfredo,Garlic Bread,NA,NA
7-22,2024-05-07,Brisket,Alfredo,NA,"Onions, Breadcrumbs, Pineapple, Tomatoes, Broccoli, Mushrooms, Corn, Parmesan","Hot Honey, Garlic Parmesan"
7-25,2024-05-07,Grilled Chicken,Alfredo,NA,"Bell Peppers, Breadcrumbs, Tomatoes, Broccoli, Mushrooms, Parmesan",Garlic Parmesan
7-30,2024-05-07,Brisket,Cheddar,Cheesy Garlic Bread,"Jalapenos, Onions, Breadcrumbs, Parmesan",BBQ
7-29,2024-05-07,Bacon,Cheddar,Cheesy Garlic Bread,Breadcrumbs,BBQ
7-33,2024-05-07,Brisket,Pepper Jack,NA,NA,Garlic Parmesan
7-32,2024-05-07,Brisket,Pepper Jack,Cheesy Garlic Bread,"Corn, Bell Peppers, Parmesan","Buffalo, Hot Honey"
7-35,2024-05-07,Bacon,Cheddar,NA,"Breadcrumbs, Parmesan",NA
7-34,2024-05-07,"Grilled Chicken, Brisket",Cheddar,NA,"Breadcrumbs, Tomatoes, Jalapenos, Mushrooms, Corn, Parmesan","Ranch, Buffalo, Garlic Parmesan"
7-36,2024-05-07,NA,Cheddar,NA,"Corn, Onions, Pineapple",NA
7-37,2024-05-07,NA,Cheddar,NA,"Mushrooms, Bell Peppers, Breadcrumbs",NA
7-39,2024-05-07,Pulled Pork,Pepper Jack,NA,"Jalapenos, Mushrooms, Broccoli, Breadcrumbs",Buffalo
7-42,2024-05-07,Brisket,"Alfredo, Melted Cheddar, Cheddar Mac",NA,"Broccoli, Corn","BBQ, Garlic Parmesan"
7-43,2024-05-07,Brisket,Cheddar,NA,"Corn, Onions","BBQ, Ranch"
7-44,2024-05-07,Pulled Pork,Cheddar,NA,Parmesan,Ranch
7-40,2024-05-07,NA,"Melted Parmesan, Melted Cheddar, Cheddar Mac",NA,"Breadcrumbs, Parmesan",Garlic Parmesan
7-45,2024-05-07,Pulled Pork,Melted Cheddar,NA,NA,BBQ
7-46,2024-05-07,Brisket,Pepper Jack,NA,"Jalapenos, Breadcrumbs, Parmesan",Garlic Parmesan
7-47,2024-05-07,"Grilled Chicken, Bacon",Pepper Jack,Garlic Bread,Corn,Ranch
7-48,2024-05-07,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Tomatoes, Breadcrumbs, Parmesan",Ranch
7-53,2024-05-07,Brisket,Cheddar,Cheesy Garlic Bread,"Tomatoes, Mushrooms, Onions, Breadcrumbs","Ranch, Buffalo, Garlic Parmesan"
7-49,2024-05-07,"Grilled Chicken, Bacon, Pulled Pork","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Tomatoes, Bell Peppers","BBQ, Garlic Parmesan"
7-50,2024-05-07,NA,Cheddar,NA,"Onions, Breadcrumbs",Garlic Parmesan
7-52,2024-05-07,Grilled Chicken,Cheddar,Cheesecake,"Mushrooms, Breadcrumbs, Parmesan",Hot Honey
7-51,2024-05-07,Grilled Chicken,Alfredo,Cheesecake,Broccoli,NA
7-54,2024-05-07,NA,Melted Cheddar,Cheesy Garlic Bread,"Onions, Bell Peppers, Pineapple, Tomatoes, Broccoli, Jalapenos, Mushrooms, Corn","Ranch, Buffalo, Garlic Parmesan"
7-55,2024-05-07,Brisket,Cheddar,Garlic Bread,Breadcrumbs,BBQ
7-56,2024-05-07,Bacon,Alfredo,NA,"Mushrooms, Corn, Onions",Garlic Parmesan
7-58,2024-05-07,"Bacon, Brisket",Pepper Jack,Cheesy Garlic Bread,Jalapenos,BBQ
7-57,2024-05-07,Grilled Chicken,Cheddar,NA,"Mushrooms, Broccoli, Onions, Parmesan",BBQ
7-59,2024-05-07,Grilled Chicken,Pepper Jack,Cheesy Garlic Bread,"Onions, Bell Peppers, Parmesan","BBQ, Hot Honey"
7-62,2024-05-07,"Bacon, Brisket",Cheddar,Cheesy Garlic Bread,"Onions, Breadcrumbs, Parmesan",BBQ
7-60,2024-05-07,"Grilled Chicken, Brisket","Cheddar, Melted Cheddar, Cheddar Mac",NA,"Breadcrumbs, Parmesan","Hot Honey, Garlic Parmesan"
7-61,2024-05-07,"Grilled Chicken, Bacon","Cheddar, Melted Cheddar, Cheddar Mac",NA,"Mushrooms, Bell Peppers, Breadcrumbs, Parmesan","Ranch, Garlic Parmesan"
7-63,2024-05-07,NA,Pepper Jack,Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Jalapenos, Mushrooms, Corn","Ranch, Garlic Parmesan"
7-64,2024-05-07,Brisket,Pepper Jack,NA,"Tomatoes, Mushrooms, Bell Peppers, Parmesan",BBQ
7-65,2024-05-07,Bacon,Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",NA
7-66,2024-05-07,Grilled Chicken,Alfredo,NA,"Jalapenos, Corn, Onions, Parmesan",Ranch
7-67,2024-05-07,Brisket,Cheddar,NA,"Onions, Breadcrumbs, Jalapenos, Mushrooms, Parmesan",BBQ
7-70,2024-05-07,NA,Cheddar,Garlic Bread,"Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
7-69,2024-05-07,NA,Cheddar,NA,"Jalapenos, Breadcrumbs, Parmesan",Garlic Parmesan
7-71,2024-05-07,"Grilled Chicken, Bacon",Cheddar,NA,Mushrooms,Garlic Parmesan
7-72,2024-05-07,Grilled Chicken,Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan",NA
7-73,2024-05-07,Grilled Chicken,Cheddar,Garlic Bread,Corn,NA
7-74,2024-05-07,"Grilled Chicken, Bacon",Cheddar,NA,Parmesan,"Ranch, Buffalo"
7-75,2024-05-07,"Grilled Chicken, Bacon",Pepper Jack,NA,"Jalapenos, Broccoli, Parmesan",Buffalo
7-76,2024-05-07,"Grilled Chicken, Bacon",Alfredo,Cheesy Garlic Bread,NA,NA
7-77,2024-05-07,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Mushrooms, Breadcrumbs",NA
7-78,2024-05-07,Pulled Pork,Alfredo,NA,"Corn, Parmesan","BBQ, Garlic Parmesan"
7-79,2024-05-07,NA,Cheddar,Cheesy Garlic Bread,"Jalapenos, Broccoli, Breadcrumbs, Pineapple","BBQ, Garlic Parmesan"
7-80,2024-05-07,NA,Cheddar,Garlic Bread,"Onions, Breadcrumbs",Garlic Parmesan
7-82,2024-05-07,Brisket,Cheddar,NA,"Broccoli, Breadcrumbs",Garlic Parmesan
7-81,2024-05-07,Grilled Chicken,Cheddar,NA,"Onions, Breadcrumbs, Tomatoes, Corn, Parmesan",Ranch
7-83,2024-05-07,Grilled Chicken,Alfredo,NA,"Jalapenos, Breadcrumbs, Parmesan",Hot Honey
7-84,2024-05-07,Brisket,Cheddar,Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
7-85,2024-05-07,"Grilled Chicken, Brisket",Alfredo,Cheesecake,"Mushrooms, Breadcrumbs, Parmesan",Garlic Parmesan
7-86,2024-05-07,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Mushrooms, Corn, Parmesan",Garlic Parmesan
7-87,2024-05-07,Grilled Chicken,Pepper Jack,NA,"Jalapenos, Mushrooms, Parmesan",Buffalo
7-88,2024-05-07,NA,Pepper Jack,NA,"Onions, Tomatoes, Jalapenos, Corn, Parmesan",Buffalo
7-89,2024-05-07,"Grilled Chicken, Pulled Pork",Cheddar,NA,"Onions, Breadcrumbs, Bell Peppers, Broccoli, Jalapenos, Mushrooms, Parmesan",Hot Honey
7-92,2024-05-07,Ham,Alfredo,Garlic Bread,NA,NA
7-91,2024-05-07,"Bacon, Brisket, Ham","Alfredo, Cheddar, Melted Cheddar, Pepper Jack",NA,"Onions, Breadcrumbs, Pineapple, Tomatoes, Broccoli, Parmesan",BBQ
7-93,2024-05-07,NA,Cheddar,Cheesy Garlic Bread,"Tomatoes, Breadcrumbs, Parmesan",NA
7-94,2024-05-07,Brisket,Cheddar,NA,"Onions, Bell Peppers, Breadcrumbs, Broccoli, Mushrooms, Corn, Parmesan",Garlic Parmesan
7-96,2024-05-07,"Grilled Chicken, Bacon, Brisket","Alfredo, Cheddar",NA,"Bell Peppers, Onions, Tomatoes, Broccoli, Jalapenos, Mushrooms, Parmesan","Buffalo, Garlic Parmesan"
7-97,2024-05-07,Grilled Chicken,Pepper Jack,NA,"Onions, Breadcrumbs, Jalapenos, Mushrooms, Parmesan","Hot Honey, Garlic Parmesan"
7-98,2024-05-07,Brisket,Cheddar,Cheesy Garlic Bread,"Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
7-101,2024-05-07,Grilled Chicken,Cheddar,NA,Breadcrumbs,Ranch
7-100,2024-05-07,Grilled Chicken,Pepper Jack,Garlic Bread,Breadcrumbs,NA
7-103,2024-05-07,Grilled Chicken,Cheddar,NA,Pineapple,Garlic Parmesan
7-104,2024-05-07,Bacon,Cheddar,NA,Parmesan,NA
7-102,2024-05-07,Grilled Chicken,"Alfredo, Cheddar",NA,"Onions, Tomatoes, Broccoli, Mushrooms, Corn, Parmesan",Garlic Parmesan
7-105,2024-05-07,"Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,"Onions, Breadcrumbs, Parmesan","Ranch, Buffalo, Garlic Parmesan"
7-107,2024-05-07,NA,Pepper Jack,NA,"Onions, Bell Peppers, Breadcrumbs, Broccoli, Jalapenos, Mushrooms, Corn","Buffalo, Hot Honey"
7-106,2024-05-07,Grilled Chicken,Pepper Jack,NA,"Mushrooms, Breadcrumbs",Garlic Parmesan
7-110,2024-05-07,Brisket,Cheddar,NA,Breadcrumbs,"Buffalo, Garlic Parmesan"
7-112,2024-05-07,"Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,"Breadcrumbs, Parmesan",Garlic Parmesan
7-111,2024-05-07,Grilled Chicken,Pepper Jack,NA,"Onions, Bell Peppers, Breadcrumbs, Tomatoes, Broccoli, Corn, Parmesan",Hot Honey
7-113,2024-05-07,Grilled Chicken,Alfredo,NA,Parmesan,Garlic Parmesan
7-114,2024-05-07,Brisket,"Alfredo, Cheddar",NA,"Jalapenos, Onions, Bell Peppers","Ranch, Garlic Parmesan"
7-115,2024-05-07,NA,Melted Cheddar,NA,"Onions, Tomatoes, Broccoli, Mushrooms, Corn, Parmesan",Garlic Parmesan
7-116,2024-05-07,Brisket,Cheddar,NA,"Onions, Breadcrumbs",BBQ
7-118,2024-05-07,NA,Cheddar,NA,"Onions, Breadcrumbs, Pineapple, Tomatoes, Broccoli, Mushrooms, Corn",Garlic Parmesan
7-117,2024-05-07,Grilled Chicken,"Melted Parmesan, Cheddar Mac",Side Mac,"Jalapenos, Breadcrumbs, Tomatoes, Parmesan",Buffalo
7-120,2024-05-07,Bacon,Cheddar,Cheesy Garlic Bread,"Jalapenos, Breadcrumbs, Parmesan",Garlic Parmesan
7-119,2024-05-07,Brisket,Pepper Jack,Cheesy Garlic Bread,Jalapenos,BBQ
7-124,2024-05-07,Brisket,Cheddar,Garlic Bread,Breadcrumbs,Garlic Parmesan
7-121,2024-05-07,"Grilled Chicken, Ham",Melted Pepper Jack,Cheesy Garlic Bread,Parmesan,Hot Honey
7-122,2024-05-07,Bacon,Cheddar,Cheesy Garlic Bread,Jalapenos,BBQ
7-123,2024-05-07,Grilled Chicken,"Pepper Jack Mac, Melted Pepper Jack",NA,"Jalapenos, Parmesan",Ranch
7-125,2024-05-07,"Grilled Chicken, Bacon",Cheddar,NA,"Broccoli, Parmesan","Ranch, Buffalo"
7-126,2024-05-07,Brisket,Cheddar,NA,Parmesan,BBQ
7-127,2024-05-07,NA,Cheddar,NA,"Bell Peppers, Onions, Tomatoes, Corn, Parmesan","Ranch, Garlic Parmesan"
7-128,2024-05-07,Grilled Chicken,Cheddar,Garlic Bread,"Onions, Bell Peppers, Parmesan",BBQ
7-129,2024-05-07,"Grilled Chicken, Bacon",Pepper Jack,NA,"Onions, Bell Peppers, Breadcrumbs, Jalapenos, Parmesan",Ranch
7-131,2024-05-07,Bacon,Melted Cheddar,NA,Parmesan,Garlic Parmesan
7-130,2024-05-07,NA,Cheddar,NA,"Mushrooms, Corn, Breadcrumbs, Pineapple",Ranch
7-132,2024-05-07,"Grilled Chicken, Bacon","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Breadcrumbs, Broccoli, Jalapenos, Corn, Parmesan","Buffalo, Garlic Parmesan"
7-133,2024-05-07,"Grilled Chicken, Ham",Cheddar,Garlic Bread,"Breadcrumbs, Parmesan","Ranch, Hot Honey"
7-135,2024-05-07,Bacon,Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan",Garlic Parmesan
7-134,2024-05-07,Grilled Chicken,Cheddar,NA,"Bell Peppers, Breadcrumbs, Parmesan",Hot Honey
7-136,2024-05-07,"Grilled Chicken, Pulled Pork","Alfredo, Cheddar",Cheesy Garlic Bread,"Onions, Breadcrumbs, Parmesan","BBQ, Garlic Parmesan, Hot Honey"
7-137,2024-05-07,Brisket,Cheddar,NA,Jalapenos,"Ranch, Garlic Parmesan"
7-138,2024-05-07,Pulled Pork,Melted Pepper Jack,NA,"Corn, Parmesan",BBQ
7-139,2024-05-07,"Bacon, Brisket","Alfredo, Pepper Jack","Cheesy Garlic Bread, Garlic Bread","Onions, Bell Peppers, Breadcrumbs, Tomatoes, Jalapenos, Parmesan","BBQ, Garlic Parmesan"
7-141,2024-05-07,Brisket,Cheddar,NA,"Bell Peppers, Onions, Jalapenos, Mushrooms, Corn",Hot Honey
