order number,date,meat,cheese,sides,toppings,sauce
21-42,2024-04-21,"Brisket, Grilled Chicken","Cheddar, Pepper Jack",NA,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Broccoli, Bell Peppers, Onions","Ranch, Garlic Parmesan"
21-45,2024-04-21,Brisket,Cheddar,NA,"Onions, Parmesan, Jalapenos","Ranch, BBQ"
21-47,2024-04-21,NA,Cheddar,Garlic Bread,Breadcrumbs,NA
21-49,2024-04-21,NA,Cheddar,Cheesy Garlic Bread,Breadcrumbs,NA
21-48,2024-04-21,NA,Pepper Jack,NA,"Broccoli, Breadcrumbs, Mushrooms, Parmesan","Ranch, Garlic Parmesan"
21-46,2024-04-21,"Brisket, Grilled Chicken, Bacon","Cheddar, Melted Pepper Jack, Pepper Jack Mac",Cheesy Garlic Bread,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs","Buffalo, BBQ"
21-51,2024-04-21,"Brisket, Grilled Chicken",Cheddar,NA,"Broccoli, Mushrooms, Breadcrumbs","Hot Honey, BBQ"
21-50,2024-04-21,"Brisket, Grilled Chicken","Cheddar, Pepper Jack",NA,"Mushrooms, Parmesan, Jalapenos, Breadcrumbs, Onions, Broccoli, Bell Peppers, Pineapple","Garlic Parmesan, BBQ"
21-54,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,Breadcrumbs,BBQ
21-53,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Garlic Parmesan, BBQ"
21-56,2024-04-21,Brisket,Cheddar,NA,"Onions, Breadcrumbs",Buffalo
21-57,2024-04-21,"Bacon, Grilled Chicken",Cheddar,Garlic Bread,Broccoli,Buffalo
21-55,2024-04-21,Brisket,Cheddar,NA,"Mushrooms, Parmesan, Breadcrumbs, Onions, Bell Peppers, Pineapple","Garlic Parmesan, Hot Honey"
21-59,2024-04-21,"Bacon, Grilled Chicken",Cheddar,Garlic Bread,Onions,BBQ
21-58,2024-04-21,Brisket,Cheddar,NA,Breadcrumbs,Hot Honey
21-60,2024-04-21,"Brisket, Ham","Cheddar, Melted Pepper Jack",NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Onions, Bell Peppers","Garlic Parmesan, Hot Honey"
21-62,2024-04-21,Brisket,"Cheddar, Melted Cheddar, Cheddar Mac",NA,"Parmesan, Breadcrumbs",BBQ
21-64,2024-04-21,Bacon,"Cheddar, Pepper Jack",Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers",Buffalo
21-61,2024-04-21,"Brisket, Pulled Pork",Cheddar,Garlic Bread,"Onions, Parmesan",BBQ
21-67,2024-04-21,NA,Pepper Jack,NA,"Broccoli, Bell Peppers, Breadcrumbs, Onions",NA
21-66,2024-04-21,Bacon,"Pepper Jack, Melted Pepper Jack",NA,Onions,"Buffalo, Ranch"
21-65,2024-04-21,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
21-69,2024-04-21,Bacon,Cheddar,NA,"Broccoli, Parmesan, Mushrooms, Onions",Ranch
21-68,2024-04-21,"Brisket, Grilled Chicken","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions, Pineapple","Hot Honey, BBQ"
21-70,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Onions, Bell Peppers","Ranch, BBQ"
21-71,2024-04-21,Grilled Chicken,Cheddar,NA,Breadcrumbs,NA
21-73,2024-04-21,"Brisket, Bacon",Cheddar,NA,NA,NA
21-72,2024-04-21,Brisket,Pepper Jack,Cheesy Garlic Bread,"Onions, Mushrooms, Breadcrumbs",BBQ
21-74,2024-04-21,Grilled Chicken,Cheddar,NA,Parmesan,NA
21-76,2024-04-21,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Broccoli,NA
21-78,2024-04-21,"Brisket, Pulled Pork","Cheddar, Melted Cheddar","Cheesy Garlic Bread, Any Bag Of Chips, Side Mac",Onions,BBQ
21-79,2024-04-21,"Bacon, Grilled Chicken",Cheddar,NA,"Parmesan, Breadcrumbs","Buffalo, Ranch"
21-77,2024-04-21,"Brisket, Bacon","Cheddar, Melted Cheddar, Pepper Jack, Cheddar Mac",Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs","Ranch, BBQ"
21-83,2024-04-21,NA,Cheddar,NA,"Parmesan, Breadcrumbs",NA
21-81,2024-04-21,"Brisket, Grilled Chicken",Cheddar,NA,"Mushrooms, Parmesan, Breadcrumbs, Onions, Broccoli","Buffalo, BBQ"
21-84,2024-04-21,Brisket,Cheddar,Garlic Bread,Parmesan,NA
21-86,2024-04-21,NA,Cheddar,Garlic Bread,"Bell Peppers, Pineapple, Mushrooms, Breadcrumbs",BBQ
21-85,2024-04-21,Brisket,Cheddar,NA,NA,NA
21-88,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,"Onions, Breadcrumbs","Hot Honey, BBQ"
21-87,2024-04-21,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Broccoli, Parmesan, Onions","Hot Honey, BBQ"
21-89,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,"Broccoli, Breadcrumbs, Mushrooms, Parmesan",NA
21-92,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
21-91,2024-04-21,Bacon,Cheddar,NA,"Parmesan, Breadcrumbs",Ranch
21-90,2024-04-21,"Bacon, Brisket",Alfredo,NA,Parmesan,"Ranch, BBQ"
21-94,2024-04-21,"Bacon, Grilled Chicken",Cheddar,Cheesy Garlic Bread,NA,Ranch
21-96,2024-04-21,Ham,Cheddar,Garlic Bread,Breadcrumbs,NA
21-95,2024-04-21,Grilled Chicken,Cheddar,NA,"Broccoli, Breadcrumbs, Parmesan, Onions",Buffalo
21-93,2024-04-21,"Brisket, Grilled Chicken","Cheddar, Melted Pepper Jack, Alfredo","Garlic Bread, Cheesy Garlic Bread","Broccoli, Onions, Parmesan, Breadcrumbs","BBQ, Buffalo, Ranch, Hot Honey"
21-97,2024-04-21,Bacon,Cheddar,Cheesy Garlic Bread,"Broccoli, Parmesan",BBQ
21-98,2024-04-21,"Bacon, Ham",Cheddar,NA,"Broccoli, Mushrooms, Parmesan, Breadcrumbs","Hot Honey, Ranch, BBQ"
21-100,2024-04-21,Ham,Cheddar,Any Bag Of Chips,"Broccoli, Bell Peppers, Mushrooms, Breadcrumbs",Buffalo
21-99,2024-04-21,NA,Cheddar,NA,Parmesan,NA
21-101,2024-04-21,Brisket,"Cheddar, Pepper Jack",Garlic Bread,"Broccoli, Mushrooms, Parmesan",Buffalo
21-104,2024-04-21,"Bacon, Grilled Chicken, Ham","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Onions, Bell Peppers, Parmesan, Breadcrumbs",NA
21-103,2024-04-21,Brisket,Cheddar,NA,"Bell Peppers, Parmesan, Breadcrumbs",BBQ
21-106,2024-04-21,Brisket,Cheddar,NA,"Onions, Bell Peppers, Parmesan, Breadcrumbs","Hot Honey, BBQ"
21-102,2024-04-21,"Bacon, Brisket","Cheddar, Pepper Jack",Cheesy Garlic Bread,Parmesan,BBQ
21-105,2024-04-21,"Bacon, Grilled Chicken","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Ranch, Hot Honey"
21-107,2024-04-21,Grilled Chicken,Cheddar,Garlic Bread,Broccoli,NA
21-108,2024-04-21,Brisket,Cheddar,NA,Parmesan,"Buffalo, Ranch"
21-109,2024-04-21,"Bacon, Grilled Chicken, Brisket",Cheddar,Cheesy Garlic Bread,"Pineapple, Parmesan, Breadcrumbs",BBQ
21-111,2024-04-21,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Onions, Mushrooms, Breadcrumbs",NA
21-110,2024-04-21,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions",BBQ
21-112,2024-04-21,Brisket,Pepper Jack,Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Onions, Bell Peppers",BBQ
21-113,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
21-114,2024-04-21,Grilled Chicken,Cheddar,NA,"Onions, Bell Peppers, Mushrooms, Breadcrumbs","Buffalo, Hot Honey"
21-116,2024-04-21,Grilled Chicken,Cheddar,NA,"Onions, Mushrooms, Parmesan","Buffalo, Ranch, Hot Honey"
21-115,2024-04-21,"Bacon, Grilled Chicken","Cheddar, Alfredo",NA,"Mushrooms, Parmesan, Breadcrumbs","Buffalo, Ranch"
21-117,2024-04-21,"Brisket, Grilled Chicken","Pepper Jack, Cheddar",NA,"Onions, Bell Peppers, Parmesan, Breadcrumbs","Buffalo, Hot Honey"
21-118,2024-04-21,Grilled Chicken,Cheddar,NA,NA,BBQ
21-120,2024-04-21,Grilled Chicken,Cheddar,NA,Parmesan,Buffalo
21-119,2024-04-21,Grilled Chicken,Cheddar,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Onions",Buffalo
21-121,2024-04-21,"Brisket, Bacon, Pulled Pork","Pepper Jack, Cheddar, Alfredo",Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Pineapple","Ranch, Hot Honey"
21-122,2024-04-21,"Brisket, Bacon",Cheddar,Garlic Bread,"Onions, Parmesan, Breadcrumbs",Buffalo
21-123,2024-04-21,Grilled Chicken,Cheddar,NA,"Broccoli, Onions",NA
21-125,2024-04-21,Brisket,Pepper Jack,NA,"Mushrooms, Breadcrumbs, Broccoli, Bell Peppers, Onions","Buffalo, Ranch"
21-124,2024-04-21,"Brisket, Grilled Chicken","Cheddar, Pepper Jack",NA,"Onions, Parmesan","Buffalo, BBQ"
21-126,2024-04-21,Ham,Melted Cheddar,NA,NA,NA
21-127,2024-04-21,Bacon,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
21-128,2024-04-21,Grilled Chicken,"Cheddar, Alfredo","Garlic Bread, Cheesy Garlic Bread","Broccoli, Parmesan, Breadcrumbs",NA
21-129,2024-04-21,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Parmesan,"Buffalo, Ranch"
21-130,2024-04-21,NA,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
21-131,2024-04-21,"Brisket, Grilled Chicken",Pepper Jack,Cheesy Garlic Bread,"Onions, Bell Peppers","Hot Honey, BBQ"
21-134,2024-04-21,Grilled Chicken,Pepper Jack,NA,"Broccoli, Bell Peppers, Onions",BBQ
21-133,2024-04-21,NA,Cheddar,NA,"Onions, Breadcrumbs, Mushrooms, Parmesan",Hot Honey
21-132,2024-04-21,Grilled Chicken,Cheddar,Garlic Bread,"Broccoli, Breadcrumbs",BBQ
21-135,2024-04-21,"Brisket, Grilled Chicken",Pepper Jack,Cheesy Garlic Bread,"Bell Peppers, Breadcrumbs","Buffalo, Hot Honey"
21-137,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Onions",NA
21-136,2024-04-21,"Brisket, Bacon",Alfredo,Cheesy Garlic Bread,Parmesan,NA
21-138,2024-04-21,Brisket,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs","Ranch, BBQ"
21-139,2024-04-21,NA,Cheddar,Any Bag Of Chips,NA,NA
21-141,2024-04-21,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs","Buffalo, Ranch"
21-140,2024-04-21,Brisket,Alfredo,Any Bag Of Chips,"Parmesan, Breadcrumbs",Buffalo
21-142,2024-04-21,Grilled Chicken,Pepper Jack,NA,Parmesan,"Buffalo, Ranch, Hot Honey"
21-143,2024-04-21,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs","Hot Honey, BBQ"
21-146,2024-04-21,NA,Pepper Jack,NA,Parmesan,Buffalo
21-145,2024-04-21,Brisket,"Melted Cheddar, Cheddar Mac",Cheesy Garlic Bread,Parmesan,Hot Honey
21-147,2024-04-21,Brisket,Cheddar,Garlic Bread,"Broccoli, Breadcrumbs",BBQ
21-150,2024-04-21,NA,MIX,NA,Broccoli,NA
21-151,2024-04-21,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Broccoli, Bell Peppers, Onions, Pineapple",Hot Honey
21-152,2024-04-21,"Bacon, Grilled Chicken",Pepper Jack,Cheesy Garlic Bread,"Onions, Breadcrumbs, Mushrooms, Parmesan","Buffalo, Ranch"
21-154,2024-04-21,NA,Alfredo,Cheesy Garlic Bread,"Pineapple, Parmesan, Breadcrumbs","Hot Honey, Buffalo, BBQ"
21-155,2024-04-21,"Bacon, Grilled Chicken, Brisket","Cheddar, Alfredo",Cheesy Garlic Bread,"Broccoli, Pineapple, Parmesan, Breadcrumbs",BBQ
21-159,2024-04-21,Brisket,Pepper Jack,Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions","Ranch, Hot Honey"
21-157,2024-04-21,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs",Ranch
21-160,2024-04-21,Bacon,Cheddar,NA,"Broccoli, Parmesan","Buffalo, Ranch"
21-156,2024-04-21,"Bacon, Grilled Chicken",Cheddar,Garlic Bread,"Parmesan, Breadcrumbs","Buffalo, Ranch"
21-161,2024-04-21,Brisket,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs","Ranch, Hot Honey"
21-162,2024-04-21,Bacon,Cheddar,NA,Breadcrumbs,NA
21-163,2024-04-21,Brisket,Cheddar,Garlic Bread,NA,NA
21-164,2024-04-21,Grilled Chicken,Cheddar,Garlic Bread,Parmesan,Buffalo
21-166,2024-04-21,Grilled Chicken,Cheddar,NA,Broccoli,Buffalo
21-165,2024-04-21,Grilled Chicken,Cheddar,NA,Broccoli,Buffalo
21-167,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,Breadcrumbs,Buffalo
21-168,2024-04-21,Brisket,Cheddar,NA,Breadcrumbs,BBQ
21-169,2024-04-21,"Brisket, Grilled Chicken, Bacon","Cheddar, Melted Cheddar, Cheddar Mac",NA,"Parmesan, Breadcrumbs",BBQ
21-172,2024-04-21,Grilled Chicken,Cheddar,NA,"Broccoli, Parmesan, Mushrooms, Onions",NA
21-170,2024-04-21,"Bacon, Brisket","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Onions, Breadcrumbs",BBQ
21-174,2024-04-21,"Bacon, Grilled Chicken",Cheddar,NA,NA,Buffalo
21-175,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Buffalo
21-173,2024-04-21,Grilled Chicken,Cheddar,NA,"Broccoli, Pineapple, Mushrooms, Onions",BBQ
21-178,2024-04-21,NA,Pepper Jack,NA,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions",Ranch
21-176,2024-04-21,"Bacon, Grilled Chicken, Ham","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Parmesan, Breadcrumbs","Buffalo, Ranch"
21-179,2024-04-21,NA,Pepper Jack,NA,"Broccoli, Bell Peppers, Onions","Ranch, Hot Honey"
21-177,2024-04-21,NA,"Cheddar, Alfredo",Cheesy Garlic Bread,"Parmesan, Bell Peppers, Mushrooms, Breadcrumbs","Buffalo, Ranch, Hot Honey"
21-180,2024-04-21,Bacon,Cheddar,Garlic Bread,Parmesan,NA
21-181,2024-04-21,"Brisket, Grilled Chicken","Cheddar, Alfredo",Garlic Bread,Breadcrumbs,Ranch
21-183,2024-04-21,Bacon,Cheddar,NA,Parmesan,NA
21-182,2024-04-21,NA,Cheddar,Garlic Bread,NA,NA
21-184,2024-04-21,Brisket,Melted Cheddar,NA,Onions,NA
21-185,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,NA,NA
21-189,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,NA,Hot Honey
21-186,2024-04-21,Bacon,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Ranch
21-188,2024-04-21,Grilled Chicken,Cheddar,Garlic Bread,Parmesan,NA
21-190,2024-04-21,Grilled Chicken,Cheddar,NA,"Parmesan, Mushrooms, Breadcrumbs",Ranch
21-187,2024-04-21,Brisket,Cheddar,NA,"Parmesan, Mushrooms, Breadcrumbs",BBQ
21-191,2024-04-21,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Mushrooms,NA
21-193,2024-04-21,Brisket,"Melted Parmesan, Cheddar Mac",NA,Parmesan,NA
21-192,2024-04-21,Grilled Chicken,Cheddar,NA,"Onions, Bell Peppers, Parmesan, Breadcrumbs",Buffalo
21-196,2024-04-21,"Bacon, Grilled Chicken",Pepper Jack,NA,Breadcrumbs,"Hot Honey, BBQ"
21-195,2024-04-21,Brisket,Pepper Jack,NA,"Broccoli, Mushrooms, Breadcrumbs","Hot Honey, BBQ"
21-197,2024-04-21,"Brisket, Bacon, Pulled Pork","Cheddar, Alfredo",NA,"Broccoli, Breadcrumbs, Mushrooms, Parmesan",Hot Honey
21-198,2024-04-21,Brisket,Cheddar,NA,"Broccoli, Bell Peppers, Mushrooms, Parmesan",NA
21-202,2024-04-21,Brisket,Pepper Jack,NA,"Broccoli, Mushrooms, Onions",BBQ
21-201,2024-04-21,Pulled Pork,Pepper Jack,Cheesy Garlic Bread,"Onions, Pineapple, Mushrooms, Parmesan",BBQ
21-203,2024-04-21,Grilled Chicken,Pepper Jack,NA,"Parmesan, Breadcrumbs",Buffalo
21-204,2024-04-21,Brisket,Alfredo,NA,"Broccoli, Mushrooms, Parmesan",NA
21-208,2024-04-21,Brisket,"Melted Cheddar, Cheddar Mac",NA,Parmesan,NA
21-207,2024-04-21,Grilled Chicken,Alfredo,NA,"Onions, Parmesan",BBQ
21-211,2024-04-21,Grilled Chicken,Alfredo,Cheesy Garlic Bread,"Onions, Bell Peppers, Parmesan",Hot Honey
21-209,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,"Bell Peppers, Breadcrumbs",BBQ
21-212,2024-04-21,NA,Cheddar,NA,Breadcrumbs,NA
21-210,2024-04-21,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Breadcrumbs,Buffalo
21-213,2024-04-21,Brisket,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",NA
21-215,2024-04-21,NA,Alfredo,NA,"Broccoli, Parmesan, Breadcrumbs",NA
21-214,2024-04-21,Brisket,"Melted Pepper Jack, Cheddar Mac",NA,Onions,NA
21-219,2024-04-21,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
21-218,2024-04-21,"Brisket, Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,"Onions, Parmesan, Breadcrumbs",NA
21-217,2024-04-21,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Onions, Bell Peppers, Parmesan, Breadcrumbs","Hot Honey, BBQ"
21-220,2024-04-21,Bacon,Pepper Jack,Cheesy Garlic Bread,Parmesan,NA
21-216,2024-04-21,Grilled Chicken,Cheddar,NA,"Broccoli, Bell Peppers, Parmesan, Breadcrumbs","Buffalo, Hot Honey"
21-223,2024-04-21,Grilled Chicken,Alfredo,Cheesy Garlic Bread,Broccoli,NA
21-221,2024-04-21,Grilled Chicken,Cheddar,Any Bag Of Chips,"Parmesan, Breadcrumbs",Hot Honey
21-226,2024-04-21,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Bell Peppers, Breadcrumbs",NA
21-225,2024-04-21,Brisket,Alfredo,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Hot Honey
21-227,2024-04-21,"Brisket, Bacon","Melted Cheddar, Cheddar Mac",Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
21-224,2024-04-21,Bacon,Cheddar,NA,NA,NA
21-230,2024-04-21,Pulled Pork,Pepper Jack,NA,"Parmesan, Breadcrumbs","Buffalo, BBQ"
21-228,2024-04-21,NA,Cheddar,NA,"Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions",BBQ
21-229,2024-04-21,Grilled Chicken,Cheddar,NA,"Onions, Parmesan, Breadcrumbs",BBQ
21-234,2024-04-21,Grilled Chicken,Pepper Jack,NA,"Parmesan, Breadcrumbs",Buffalo
21-232,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",BBQ
21-233,2024-04-21,Brisket,Cheddar,NA,Parmesan,NA
21-237,2024-04-21,NA,Cheddar,NA,Breadcrumbs,NA
21-236,2024-04-21,Brisket,Cheddar,NA,Parmesan,BBQ
21-235,2024-04-21,Grilled Chicken,Alfredo,Garlic Bread,Parmesan,NA
21-238,2024-04-21,NA,Cheddar,NA,"Parmesan, Breadcrumbs",NA
21-240,2024-04-21,Grilled Chicken,Alfredo,NA,Parmesan,Hot Honey
21-239,2024-04-21,"Bacon, Grilled Chicken, Ham","MIX, Pepper Jack",Cheesy Garlic Bread,"Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions",BBQ
21-241,2024-04-21,NA,Cheddar,NA,Parmesan,NA
21-242,2024-04-21,Brisket,Pepper Jack,Cheesy Garlic Bread,"Onions, Bell Peppers, Parmesan","Hot Honey, BBQ"
21-243,2024-04-21,NA,Pepper Jack,NA,Breadcrumbs,Hot Honey
21-244,2024-04-21,Grilled Chicken,Cheddar,NA,NA,NA
21-247,2024-04-21,Brisket,Cheddar,Cheesy Garlic Bread,NA,BBQ
21-246,2024-04-21,Grilled Chicken,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Buffalo
21-245,2024-04-21,NA,Cheddar,Cheesy Garlic Bread,Parmesan,NA
21-249,2024-04-21,Grilled Chicken,Cheddar,NA,Breadcrumbs,Buffalo
21-248,2024-04-21,Brisket,Cheddar,NA,Breadcrumbs,NA
21-250,2024-04-21,Grilled Chicken,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",NA
21-251,2024-04-21,Grilled Chicken,Cheddar,Garlic Bread,NA,NA
21-252,2024-04-21,Bacon,Pepper Jack,Cheesy Garlic Bread,"Parmesan, Breadcrumbs","BBQ, Hot Honey"
23-2,2024-04-23,Brisket,Cheddar,NA,"Bell Peppers, Parmesan, Breadcrumbs",Buffalo
23-3,2024-04-23,Grilled Chicken,Pepper Jack,NA,"Broccoli, Pineapple, Parmesan, Breadcrumbs",Hot Honey
23-4,2024-04-23,Bacon,Cheddar,Garlic Bread,"Parmesan, Breadcrumbs",Hot Honey
23-5,2024-04-23,"Bacon, Ham",Alfredo,Garlic Bread,Parmesan,NA
23-8,2024-04-23,Brisket,Cheddar,NA,"Onions, Parmesan, Breadcrumbs",Buffalo
23-9,2024-04-23,Brisket,Pepper Jack,Garlic Bread,Breadcrumbs,BBQ
23-6,2024-04-23,Grilled Chicken,Cheddar,NA,"Onions, Bell Peppers, Parmesan, Breadcrumbs",Hot Honey
23-11,2024-04-23,Pulled Pork,Cheddar,NA,"Parmesan, Breadcrumbs, Broccoli, Bell Peppers, Onions",BBQ
23-13,2024-04-23,Grilled Chicken,Cheddar,Cheesy Garlic Bread,Parmesan,Garlic Parmesan
23-7,2024-04-23,"Brisket, Grilled Chicken, Bacon",Cheddar,Cheesy Garlic Bread,"Onions, Bell Peppers, Parmesan, Breadcrumbs",BBQ
23-14,2024-04-23,NA,Pepper Jack,NA,"Broccoli, Bell Peppers, Breadcrumbs","Hot Honey, BBQ"
23-17,2024-04-23,Brisket,Pepper Jack,Cheesy Garlic Bread,NA,Hot Honey
23-16,2024-04-23,Bacon,Cheddar,Cheesy Garlic Bread,NA,NA
23-15,2024-04-23,Brisket,Cheddar,Garlic Bread,NA,BBQ
23-18,2024-04-23,Pulled Pork,Cheddar,Garlic Bread,"Mushrooms, Jalapenos, Breadcrumbs, Pineapple, Tomatoes",BBQ
23-22,2024-04-23,"Brisket, Bacon",Pepper Jack,NA,"Onions, Parmesan, Jalapenos, Breadcrumbs",BBQ
23-21,2024-04-23,NA,Cheddar,Cheesy Garlic Bread,"Broccoli, Breadcrumbs, Onions",Garlic Parmesan
23-20,2024-04-23,Bacon,Cheddar,Cheesy Garlic Bread,"Onions, Parmesan",Garlic Parmesan
23-23,2024-04-23,Grilled Chicken,Cheddar,NA,"Broccoli, Parmesan, Jalapenos, Breadcrumbs","Garlic Parmesan, Hot Honey"
23-24,2024-04-23,"Grilled Chicken, Pulled Pork","Cheddar, Alfredo",Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Onions, Tomatoes","Garlic Parmesan, BBQ"
23-26,2024-04-23,"Brisket, Bacon",Cheddar,Cheesy Garlic Bread,NA,NA
23-25,2024-04-23,Brisket,Alfredo,NA,"Onions, Bell Peppers, Parmesan, Breadcrumbs",NA
23-30,2024-04-23,NA,Cheddar,Cheesy Garlic Bread,NA,NA
23-28,2024-04-23,"Bacon, Grilled Chicken, Brisket",Cheddar,"Garlic Bread, Cheesy Garlic Bread","Breadcrumbs, Mushrooms, Parmesan, Tomatoes",Garlic Parmesan
23-29,2024-04-23,"Bacon, Grilled Chicken, Pulled Pork","Cheddar, Pepper Jack",Cheesy Garlic Bread,"Parmesan, Jalapenos, Breadcrumbs","Garlic Parmesan, BBQ"
23-31,2024-04-23,Brisket,Alfredo,Cheesy Garlic Bread,"Parmesan, Jalapenos, Onions, Bell Peppers, Tomatoes",Hot Honey
23-32,2024-04-23,NA,Alfredo,Garlic Bread,"Broccoli, Mushrooms, Jalapenos, Onions",Hot Honey
23-34,2024-04-23,Bacon,Cheddar,NA,"Onions, Parmesan, Mushrooms, Tomatoes",Garlic Parmesan
23-35,2024-04-23,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs","Garlic Parmesan, BBQ"
23-36,2024-04-23,Brisket,Cheddar,NA,"Parmesan, Breadcrumbs",Hot Honey
23-37,2024-04-23,NA,Alfredo,NA,"Onions, Mushrooms, Parmesan",Hot Honey
23-39,2024-04-23,NA,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",Garlic Parmesan
23-38,2024-04-23,Bacon,Cheddar,Cheesy Garlic Bread,Breadcrumbs,Garlic Parmesan
23-40,2024-04-23,NA,Cheddar,NA,"Parmesan, Breadcrumbs",Garlic Parmesan
23-46,2024-04-23,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Mushrooms, Parmesan, Breadcrumbs, Broccoli, Bell Peppers",Garlic Parmesan
23-44,2024-04-23,Brisket,Cheddar,Garlic Bread,Broccoli,BBQ
23-43,2024-04-23,Grilled Chicken,Cheddar,NA,Broccoli,NA
23-47,2024-04-23,"Brisket, Pulled Pork",Pepper Jack,NA,"Parmesan, Jalapenos, Broccoli, Bell Peppers, Onions, Tomatoes","Garlic Parmesan, Hot Honey"
23-45,2024-04-23,Grilled Chicken,Cheddar,NA,"Mushrooms, Jalapenos, Broccoli, Bell Peppers, Tomatoes",NA
23-48,2024-04-23,Grilled Chicken,Cheddar,NA,"Parmesan, Breadcrumbs","Buffalo, Ranch"
23-49,2024-04-23,Brisket,Pepper Jack,NA,"Mushrooms, Parmesan, Jalapenos, Broccoli, Pineapple",Buffalo
23-50,2024-04-23,Pulled Pork,Cheddar,Cheesy Garlic Bread,"Parmesan, Breadcrumbs",NA
23-51,2024-04-23,Brisket,Alfredo,NA,NA,BBQ
23-53,2024-04-23,Grilled Chicken,"Melted Cheddar, Cheddar Mac",Cheesy Garlic Bread,"Bell Peppers, Parmesan, Breadcrumbs",Garlic Parmesan
23-52,2024-04-23,Brisket,Cheddar,NA,Broccoli,BBQ
